"poly_id","operacion","tipo","latitud","longitud","m2total","preciousd","barrio","comuna","lnprecio","lnm2total","residuos","dist_subte","dist_tren","dist_obe","count_delitos","Residuos_Ej_4"
549,"VTA","TERRENO",-34.5523281,-58.4834113,200,312000,"SAAVEDRA",12,12.6507584667916,5.29831736654804,-0.493585985222711,1965.10148811404,387.082705389162,10934.7098906338,285,-0.540352872250518
550,"VTA","TERRENO",-34.5659299,-58.4832812,294,680000,"VILLA URQUIZA",12,13.4298480771523,5.68357976733868,0.0863327790743281,973.233616603683,480.750735975234,10220.800074169,331,0.063965545920565
551,"VTA","TERRENO",-34.5716664,-58.4831534,466,2100000,"VILLA URQUIZA",12,14.5574479026937,6.14418563412565,0.94350675879647,417.771669768748,525.153551122479,9966.72403626771,552,0.765636743769553
552,"VTA","TERRENO",-34.5693583,-58.4830145,376,560000,"VILLA URQUIZA",12,13.2356920627113,5.92958914338989,-0.252257551981355,631.267406580177,383.669333482035,10048.7124036914,423,-0.369988107455789
553,"VTA","TERRENO",-34.5442938,-58.4829955,378,620000,"SAAVEDRA",12,13.3374747570213,5.93489419561959,-0.180609674970801,2272.81348374696,1087.77295172768,11392.3189882745,206,-0.0725360968525527
554,"VTA","TERRENO",-34.63533,-58.48299,274,485000,"VELEZ SARSFIELD",10,13.0919041699196,5.61312810638807,0.261941616638988,1327.22954448994,380.071554565415,9946.43988457526,558,-0.059847261782694
555,"VTA","TERRENO",-34.6141282,-58.4829834,204,240000,"VILLA SANTA RITA",11,12.3883942023241,5.31811999384422,-0.395618730959793,2209.05708742616,1714.40097583769,9374.59749278348,357,-0.282535284532333
556,"VTA","TERRENO",-34.655049,-58.482943,306,174000,"MATADEROS",9,12.0668105781967,5.72358510195238,-0.611975014682343,2346.3052361942,2509.97991614265,10910.8739368699,215,-0.874032841603582
557,"VTA","TERRENO",-34.566044,-58.482884,146,650000,"VILLA URQUIZA",12,13.3847276418718,4.98360662170834,0.45217287123624,972.562650914395,443.763381140297,10182.3603967087,324,0.421890100130386
558,"VTA","TERRENO",-34.555504,-58.4828516,190,360000,"SAAVEDRA",12,12.7938593104323,5.24702407216049,-0.320370387255597,1879.07102843298,417.846076904222,10711.1635843145,294,-0.388409702012157
559,"VTA","TERRENO",-34.571611,-58.482837,342,1451000,"VILLA URQUIZA",12,14.1877635318663,5.8348107370626,0.755459171705991,443.002003122274,500.058713659744,9941.77966327315,563,0.573503692921078
560,"VTA","TERRENO",-34.571606,-58.482835,346,1450000,"VILLA URQUIZA",12,14.1870741143968,5.84643877505772,0.747942828578738,443.51309685666,499.536298073825,9941.80607450004,563,0.566116637020596
561,"VTA","TERRENO",-34.6862,-58.4828,290,380000,"VILLA LUGANO",8,12.8479265317026,5.66988092298052,0.433557819736715,5137.46676408594,922.201467936626,13046.4260300315,150,0.72980591466068
562,"VTA","TERRENO",-34.55414,-58.482683,389,720000,"SAAVEDRA",12,13.4870064909922,5.96357934361845,-0.0479192493056837,1870.98180688604,402.08506659839,10773.9758364974,291,-0.110625424869659
563,"VTA","TERRENO",-34.572294,-58.482673,432,1400000,"VILLA URQUIZA",12,14.1519827945855,6.06842558824411,0.582521054803869,408.039412105488,544.666874474369,9900.91127591785,550,0.40279612088674
564,"VTA","TERRENO",-34.5445922,-58.4826473,373,680000,"SAAVEDRA",12,13.4298480771523,5.92157841964382,-0.0804185430387634,2227.88849637876,1125.4313965816,11347.1148206989,215,0.0194727691110694
565,"VTA","TERRENO",-34.6223005,-58.4824035,171,300000,"VILLA SANTA RITA",11,12.6115377536383,5.14166355650266,-0.0688760187160807,1496.55314437612,1126.22719503341,9478.42858011229,317,-0.116416218584573
566,"VTA","TERRENO",-34.55369,-58.482375,299,570000,"SAAVEDRA",12,13.2533916398107,5.70044357339069,-0.127044723863496,1848.01420872566,432.384955392563,10775.2067875457,301,-0.195682141082322
567,"VTA","TERRENO",-34.6074542,-58.4823326,200,245000,"VILLA DEL PARQUE",11,12.4090134895269,5.29831736654804,-0.692922993756612,2830.01743368104,1229.12423052287,9251.55807721908,348,-0.695437813477284
568,"VTA","TERRENO",-34.6546551,-58.4823017,220,190000,"PARQUE AVELLANEDA",9,12.1547793511426,5.39362754635236,-0.498596116377477,2273.15449945737,2474.94672457613,10837.9130606596,206,-0.201904908492948
569,"VTA","TERRENO",-34.6133858,-58.4822795,465,690000,"VILLA SANTA RITA",11,13.4444468765734,6.14203740558736,0.176704622796794,2244.06923727085,1685.8041352757,9300.55380483168,383,0.290070907746372
570,"VTA","TERRENO",-34.5630093,-58.4822452,490,530000,"VILLA URQUIZA",12,13.1806322855283,6.19440539110467,-0.462793329230318,1310.86789683114,670.132782630218,10271.8635037423,299,-0.396714557660942
571,"VTA","TERRENO",-34.6339976,-58.4820985,577,900000,"FLORESTA",10,13.7101500423064,6.3578422665081,0.132988057673366,1199.31204638092,211.26607186645,9818.2575856287,559,0.0763403415937958
572,"VTA","TERRENO",-34.5435083,-58.4820685,174,650000,"SAAVEDRA",12,13.3847276418718,5.15905529921453,0.322145201730896,2253.42217637748,1160.41185777649,11373.7760905963,165,0.438335192274663
573,"VTA","TERRENO",-34.6212455,-58.4819994,282,400000,"VILLA SANTA RITA",11,12.8992198260901,5.64190707093811,-0.0748914114104714,1544.76521618917,1238.86693729453,9417.22196224886,313,-0.101077421723319
574,"VTA","TERRENO",-34.6210379,-58.4819085,693,1250000,"VILLA SANTA RITA",11,14.0386541092785,6.5410299991899,0.536659716350344,1554.46187642953,1261.1766967605,9404.2981035529,326,0.516961677670479
575,"VTA","TERRENO",-34.6088056,-58.4817267,259,430000,"VILLA DEL PARQUE",11,12.9715404876697,5.55682806169954,-0.282169949074884,2670.53430423711,1361.19091596972,9204.27445749141,370,-0.305487734105116
576,"VTA","TERRENO",-34.633976,-58.4817009,624,1200000,"FLORESTA",10,13.9978321147582,6.43615036836943,0.374694739433604,1163.8882034683,192.444138529769,9783.20349503961,589,0.301610276907272
577,"VTA","TERRENO",-34.6485963,-58.4816412,308,320000,"PARQUE AVELLANEDA",9,12.6760762747759,5.73009978297357,-0.174845068174955,1924.0922868475,1800.75131343834,10448.9253634657,159,0.00667883456643512
578,"VTA","TERRENO",-34.544121,-58.481521,92,370000,"SAAVEDRA",12,12.8212582846204,4.52178857704904,0.132820866895688,2172.65383160313,1215.61013256552,11293.2568477711,189,0.22637789452882
579,"VTA","TERRENO",-34.5430723,-58.4815067,174,650000,"SAAVEDRA",12,13.3847276418718,5.15905529921453,0.322145201730896,2242.04011504647,1208.49472895144,11360.5329346161,173,0.438088170490096
580,"VTA","TERRENO",-34.5614545,-58.4814937,316,850000,"COGHLAN",12,13.6529916284665,5.75574221358691,0.248813608335558,1496.01662303007,704.497402503015,10287.1023934411,266,0.359805358183681
581,"VTA","TERRENO",-34.5742948,-58.4814889,1992,7600000,"VILLA URQUIZA",12,15.8436588052566,7.59689443814454,1.37681926083263,390.991706478325,584.518013814528,9722.83793618624,554,1.20306140921486
582,"VTA","TERRENO",-34.6396294,-58.4814796,216,390000,"PARQUE AVELLANEDA",9,12.8739020181058,5.37527840768417,0.231299494879762,1469.10145002664,806.509464166245,9998.10051369332,428,0.156467397292517
583,"VTA","TERRENO",-34.6222655,-58.4813671,900,1150000,"VILLA SANTA RITA",11,13.9552725003394,6.80239476332431,0.299828504388588,1426.00227232679,1122.38869089548,9384.85955855432,310,0.25179970661168
584,"VTA","TERRENO",-34.553111,-58.481335,299,465000,"SAAVEDRA",12,13.0497926845695,5.70044357339069,-0.330643679104736,1762.34690714978,536.473507514901,10726.7990182594,268,-0.396802023115407
585,"VTA","TERRENO",-34.6692431,-58.4813318,2540,1500000,"VILLA LUGANO",8,14.2209756660724,7.83991936001258,0.532557876338254,3395.51798073476,961.933435241037,11695.4750961234,167,0.509004318684053
586,"VTA","TERRENO",-34.6338648,-58.4812822,312,730000,"FLORESTA",10,13.5007998131246,5.74300318780948,0.284615379775451,1123.56395333172,169.057177860092,9742.91259479855,587,0.196710006215171
587,"VTA","TERRENO",-34.634667,-58.48126,2600,1300000,"FLORESTA",10,14.0778748224318,7.86326672400957,-0.383135396868003,1152.52289345441,256.443178564525,9772.05488575174,589,-0.441919470497969
588,"VTA","TERRENO",-34.5638253,-58.4811814,455,590000,"VILLA URQUIZA",12,13.2878778158819,6.12029741895095,-0.312038342100985,1258.22668254726,547.620026306623,10144.5210052319,319,-0.275650809493089
589,"VTA","TERRENO",-34.5770121,-58.4811062,304,1100000,"VILLA URQUIZA",12,13.9108207377686,5.71702770140622,0.547667856860405,87.5273063235066,668.406894748648,9592.90068501727,418,0.349504603653793
590,"VTA","TERRENO",-34.633711,-58.481059,320,750000,"FLORESTA",10,13.5278284855125,5.76832099579377,0.296779739456718,1098.84334613241,148.94805042916,9717.82240921827,595,0.200126427012239
591,"VTA","TERRENO",-34.6198518,-58.4810464,464,590000,"VILLA SANTA RITA",11,13.2878778158819,6.13988455222626,0.021399521670427,1595.09060264591,1389.37367866395,9300.51061266898,350,0.00730025356305219
592,"VTA","TERRENO",-34.6082563,-58.4810003,219,575000,"VILLA DEL PARQUE",11,13.2621253197795,5.3890717298165,0.106906133824727,2699.68956624801,1380.13191335933,9134.11606868769,380,0.0841301703555888
593,"VTA","TERRENO",-34.618652,-58.480956,256,249900,"VILLA SANTA RITA",11,12.428816116823,5.54517744447956,-0.488504287262198,1692.72817410206,1522.41058985287,9267.43686494987,346,-0.478540377837372
594,"VTA","TERRENO",-34.563263,-58.480852,137,280000,"VILLA URQUIZA",12,12.5425448821514,4.91998092582813,-0.352654670357542,1327.41666268599,551.533968349422,10144.6486754787,320,-0.313569982976227
595,"VTA","TERRENO",-34.5988692,-58.4808158,420,360000,"AGRONOMIA",15,12.7938593104323,6.04025471127741,-0.402537288482223,2045.63420334051,1198.94662912719,9117.39025048535,220,-0.401979622198247
596,"VTA","TERRENO",-34.5800476,-58.4807587,217,580000,"VILLA URQUIZA",12,13.2707833825226,5.37989735354046,0.105562760074097,250.716079672489,878.862269136023,9464.21602499161,279,-0.0139168391505016
597,"VTA","TERRENO",-34.5437177,-58.4805163,924,570000,"SAAVEDRA",12,13.2533916398107,6.82871207164168,-0.789461303745718,2126.32265651295,1296.46650039917,11244.8861567721,195,-0.682099035064128
598,"VTA","TERRENO",-34.639059,-58.4805154,198,381000,"PARQUE AVELLANEDA",9,12.8505546541088,5.28826703069454,0.259037292655578,1361.2006244206,742.227509495864,9891.79098249807,438,0.153617799436874
599,"VTA","TERRENO",-34.5489995,-58.4804759,157,390000,"SAAVEDRA",12,12.8739020181058,5.05624580534831,-0.128320043799015,1817.13274216503,826.057379298171,10906.060947017,217,-0.144867854981932
600,"VTA","TERRENO",-34.6197299,-58.4803411,217,280000,"VILLA SANTA RITA",11,12.5425448821514,5.37989735354046,-0.277738094466704,1563.95044240686,1403.73071452777,9234.43403539068,344,-0.301884727023642
601,"VTA","TERRENO",-34.6199471,-58.4802444,442,399900,"VILLA SANTA RITA",11,12.8989697948349,6.0913098820777,-0.338989873784702,1539.64633442091,1380.00450876262,9230.44510944207,354,-0.366860250979724
602,"VTA","TERRENO",-34.637044,-58.480175,220,360000,"VELEZ SARSFIELD",10,12.7938593104323,5.39362754635236,0.0927675095359389,1194.7263188072,522.042958897446,9776.10518070677,515,-0.233570017921347
603,"VTA","TERRENO",-34.600049,-58.480123,175,189000,"VILLA DEL PARQUE",11,12.1495022940418,5.16478597392351,-0.874036708015938,2154.24266938225,1238.65142953908,9047.34022802213,254,-0.971324013612596
604,"VTA","TERRENO",-34.5445546,-58.4801195,750,570000,"SAAVEDRA",12,13.2533916398107,6.62007320653036,-0.666967550111901,2040.65994705422,1233.3825645529,11160.797172295,220,-0.590744722733139
605,"VTA","TERRENO",-34.599946,-58.480075,163,175000,"VILLA DEL PARQUE",11,12.0725412529057,5.09375020080676,-0.909292008053886,2142.07830340109,1244.4230657804,9043.44281405316,253,-1.00850560244644
606,"VTA","TERRENO",-34.652945,-58.480042,465,160000,"PARQUE AVELLANEDA",9,11.982929094216,6.14203740558736,-1.10984453081105,1996.09871374523,2283.18594471888,10562.2815432098,244,-0.890182644589506
607,"VTA","TERRENO",-34.6331178,-58.4800249,488,1300000,"FLORESTA",10,14.0778748224318,6.19031540585315,0.599069363967307,989.116952270203,114.421228404472,9606.19598514145,630,0.470955997610899
608,"VTA","TERRENO",-34.565172,-58.480005,120,590000,"VILLA URQUIZA",12,13.2878778158819,4.78749174278205,0.470463853984448,1171.49038676457,371.836220099144,9982.74234600332,308,0.464642639982627
609,"VTA","TERRENO",-34.575903,-58.479987,470,775000,"VILLA URQUIZA",12,13.5606183083355,6.1527326947041,-0.058340891676183,230.290579972858,732.501422197714,9534.12598628851,416,-0.224406191118388
610,"VTA","TERRENO",-34.633389,-58.479953,152,575000,"FLORESTA",10,13.2621253197795,5.02388052084628,0.468144270025655,991.379294361764,141.573700209162,9610.31108693456,610,0.339636824226427
611,"VTA","TERRENO",-34.5867281,-58.4799524,160,340000,"PARQUE CHAS",15,12.7367008965923,5.07517381523383,-0.148772628909905,802.532602766247,1516.72596836784,9214.74668319972,130,-0.1185062174422
612,"VTA","TERRENO",-34.6198308,-58.4799313,260,349000,"VILLA SANTA RITA",11,12.7628272011846,5.56068163101553,-0.163595850218165,1531.81556664074,1394.4121642052,9199.75671732787,341,-0.192835461023191
613,"VTA","TERRENO",-34.57472,-58.479919,130,330000,"VILLA URQUIZA",12,12.7068479334427,4.86753445045558,-0.157559821814979,355.847589884447,704.340122529756,9571.30587779241,439,-0.319883493480869
614,"VTA","TERRENO",-34.5415758,-58.4798613,225,660000,"SAAVEDRA",12,13.3999951140026,5.41610040220442,0.186499182736137,2238.25927295434,1222.11046707802,11338.9495713933,190,0.29962551503717
615,"VTA","TERRENO",-34.6585065,-58.4798337,152,390000,"MATADEROS",9,12.8739020181058,5.02388052084628,0.605919276022285,2370.53168587582,2082.59610790022,10879.144154166,298,0.280594250449754
616,"VTA","TERRENO",-34.613895,-58.479794,245,750000,"VILLA SANTA RITA",11,13.5278284855125,5.50125821054473,0.636293458559787,2084.58193476058,1875.699138383,9081.14794847279,383,0.728251137071013
617,"VTA","TERRENO",-34.544281,-58.479737,718,500000,"SAAVEDRA",12,13.1223633774043,6.57646956904822,-0.772395724900764,2031.44716336425,1277.59053292978,11150.2597988092,220,-0.694432058789678
618,"VTA","TERRENO",-34.599878,-58.479687,104,149000,"VILLA DEL PARQUE",11,11.9117015849276,4.64439089914137,-0.806308789716425,2126.12980186647,1280.68766520613,9008.22721241198,251,-0.908883553093429
619,"VTA","TERRENO",-34.5789565,-58.4796312,416,2600000,"VILLA URQUIZA",12,14.7710220029917,6.03068526026126,1.22371794910204,180.611056488824,888.197767830513,9399.2731567015,296,1.09150841249862
620,"VTA","TERRENO",-34.5780617,-58.4795911,259,950000,"VILLA URQUIZA",12,13.7642172635767,5.55682806169954,0.495119031537453,133.765179029033,843.109428977763,9425.08342605536,317,0.342267334336597
621,"VTA","TERRENO",-34.5708698,-58.4795715,230,370000,"VILLA URQUIZA",12,12.8212582846204,5.4380793089232,-0.378121486962578,733.023747212209,277.22480580726,9692.90832685134,372,-0.488067677349991
622,"VTA","TERRENO",-34.616379,-58.47947,257,460000,"VILLA SANTA RITA",11,13.0389817684653,5.54907608489522,0.119372437538301,1827.31667813043,1762.26634762097,9090.63260929188,386,0.157353907262699
623,"VTA","TERRENO",-34.6333325,-58.4794282,312,750000,"FLORESTA",10,13.5278284855125,5.74300318780948,0.31164405216337,943.633123965115,171.081793547489,9562.97868075328,630,0.176203346643435
624,"VTA","TERRENO",-34.5470006,-58.4794145,132,350000,"SAAVEDRA",12,12.7656884334656,4.88280192258637,-0.134703165390108,1834.07726155908,1052.83790988337,10950.7212400975,240,-0.134533643618407
625,"VTA","TERRENO",-34.6173323,-58.4793969,1050,1300000,"VILLA SANTA RITA",11,14.0778748224318,6.95654544315157,0.331927576344998,1732.63887731873,1674.41548730236,9101.14600945079,369,0.361718469124003
626,"VTA","TERRENO",-34.544165,-58.4793749,200,980000,"SAAVEDRA",12,13.7953078506468,5.29831736654804,0.650963398632423,2013.59892317319,1306.20218202513,11131.0528829597,223,0.717343636316682
627,"VTA","TERRENO",-34.556016,-58.4793556,3000,1000000,"SAAVEDRA",12,13.8155105579643,8.00636756765025,-0.918754515909364,1558.69770771298,739.492668522254,10405.207695764,269,-0.993514031904248
628,"VTA","TERRENO",-34.638719,-58.47934,206,259000,"PARQUE AVELLANEDA",9,12.4645833406817,5.32787616878958,-0.150188901883376,1257.40497562005,717.940844661716,9777.91630406857,426,-0.275091164558541
629,"VTA","TERRENO",-34.548292,-58.479337,375,750000,"SAAVEDRA",12,13.5278284855125,5.92692602597041,0.0144222375653607,1757.12278137726,956.146732547631,10863.3805681048,228,0.00161490995571523
630,"VTA","TERRENO",-34.5558591,-58.4793198,279,1150000,"SAAVEDRA",12,13.9552725003394,5.63121178182137,0.615482743976814,1555.04744290345,737.774701090988,10411.2142065696,266,0.522906709220386
631,"VTA","TERRENO",-34.546281,-58.479242,386,880000,"SAAVEDRA",12,13.6876771864544,5.95583736946483,0.157296828792182,1863.87008164157,1123.65115498771,10983.7479523056,247,0.176019415456066
632,"VTA","TERRENO",-34.5463014,-58.4791159,369,845000,"SAAVEDRA",12,13.6470919063393,5.91079664404053,0.143155363546731,1853.00342910884,1129.35189549593,10972.9995568194,246,0.160163032474054
633,"VTA","TERRENO",-34.6296485,-58.4790816,300,980000,"FLORESTA",10,13.7953078506468,5.7037824746562,0.602150250633679,873.727974444092,345.040771409468,9399.46249460244,620,0.468060623125456
634,"VTA","TERRENO",-34.6383963,-58.4790089,206,269000,"PARQUE AVELLANEDA",9,12.502466658584,5.32787616878958,-0.112305583981073,1210.63324264187,689.851844477686,9735.82445206926,434,-0.2510994648149
635,"VTA","TERRENO",-34.5462052,-58.4789558,369,880000,"SAAVEDRA",12,13.6876771864544,5.91079664404053,0.183740643661809,1846.8677041922,1146.99864610227,10967.2105774909,252,0.199448764245915
636,"VTA","TERRENO",-34.5736071,-58.4789349,123,770000,"VILLA URQUIZA",12,13.5541457938299,4.81218435537242,0.722234577062824,502.446080013603,575.741893323975,9528.62105491656,387,0.586068582324146
637,"VTA","TERRENO",-34.5639902,-58.4789217,313,890000,"COGHLAN",12,13.6989767417083,5.74620319054015,0.300399167776002,1334.88595912251,356.915218464541,9950.08568289172,301,0.333415320944267
638,"VTA","TERRENO",-34.614289,-58.478921,210,825000,"VILLA SANTA RITA",11,13.6231386653168,5.34710753071747,0.822106888500034,2010.38845933463,1905.05760254836,9007.3885837553,388,0.899378494763744
639,"VTA","TERRENO",-34.6187677,-58.4789172,635,1900000,"VILLA SANTA RITA",11,14.4573644441367,6.45362499889269,1.00668631276439,1574.19079584967,1520.37988894247,9085.96408685804,402,0.982428856563915
640,"VTA","TERRENO",-34.630572,-58.478891,400,1200000,"FLORESTA",10,13.9978321147582,5.99146454710798,0.635773783383472,848.450439544885,271.422302396596,9414.92074991373,655,0.483761917431826
641,"VTA","TERRENO",-34.5725455,-58.4787111,379,2000000,"VILLA URQUIZA",12,14.5086577385242,5.93753620508243,1.01604233245772,619.726678413019,458.673200373593,9551.18536424073,376,0.901599905245232
642,"VTA","TERRENO",-34.5992252,-58.4786873,1731,3149000,"AGRONOMIA",15,14.9625955000832,7.45645455517621,0.93473523939008,2030.74787262177,1382.28536710167,8920.24410622492,237,0.949413042529967
643,"VTA","TERRENO",-34.5691681,-58.4785576,133,340000,"VILLA URQUIZA",12,12.7367008965923,4.89034912822175,-0.141101561114591,917.835856039282,92.3044204485574,9679.56655613137,333,-0.229917046126791
644,"VTA","TERRENO",-34.6183292,-58.4784914,535,230000,"VILLA SANTA RITA",11,12.3458345879053,6.28226674689601,-1.00423757299254,1595.11350052094,1546.27997966021,9038.65927791076,405,-1.02614904217196
645,"VTA","TERRENO",-34.678448,-58.478389,408,250000,"VILLA LUGANO",8,12.4292161968444,6.01126717440416,-0.185583452825941,4188.83780401297,195.682534707471,12159.0209891379,219,-0.157613775930796
646,"VTA","TERRENO",-34.6317205,-58.4783551,313,350000,"FLORESTA",10,12.7656884334656,5.74620319054015,-0.45237475025877,807.041043587375,243.643843804084,9409.85152215419,650,-0.614519117085133
647,"VTA","TERRENO",-34.5430616,-58.4783234,147,618000,"SAAVEDRA",12,13.3342437364398,4.99043258677874,0.370661206901151,2022.24017895559,1191.18263325339,11126.8324805696,290,0.407211179487959
648,"VTA","TERRENO",-34.679879,-58.478225,200,550000,"VILLA LUGANO",8,13.2176735572087,5.29831736654804,1.02145315005005,4331.64480562336,325.930002631408,12257.1380344144,222,1.08189694392551
649,"VTA","TERRENO",-34.5981462,-58.4781746,378,890000,"PATERNAL",15,13.6989767417083,5.93489419561959,0.369079779880327,1905.55622577281,1453.37917500837,8880.59485648527,190,0.400487065273818
650,"VTA","TERRENO",-34.543603,-58.4781599,485,490000,"SAAVEDRA",12,13.1021606700868,6.18414889093748,-0.56226343464098,1970.20768067569,1217.1883023477,11078.6980471117,269,-0.518737664502509
651,"VTA","TERRENO",-34.5895259,-58.4781415,362,500000,"PARQUE CHAS",15,13.1223633774043,5.89164421182577,-0.242467259037307,985.474914722087,1868.75843032452,8993.17637890976,97,-0.140864948929009
652,"VTA","TERRENO",-34.5872608,-58.4780865,262,550000,"PARQUE CHAS",15,13.2176735572087,5.5683445037611,0.0426550862445668,754.504609017255,1654.85964452786,9035.16304094916,143,0.071990790226176
653,"VTA","TERRENO",-34.572844,-58.478064,229,400000,"VILLA URQUIZA",12,12.8992198260901,5.43372200355424,-0.297601732333072,612.524916947215,498.38208428444,9483.86850084825,365,-0.412470145046897
654,"VTA","TERRENO",-34.5980397,-58.4780414,1353,2279000,"PATERNAL",15,14.6392473082278,7.21007962817079,0.560677513421124,1888.86625362837,1468.15420248671,8869.21423996907,189,0.600206015733675
655,"VTA","TERRENO",-34.6644574,-58.478039,168,120000,"VILLA LUGANO",8,11.6952470217642,5.12396397940326,-0.39860894414452,2785.52633846634,1409.23985700503,11131.0038988646,246,-0.544822731257007
656,"VTA","TERRENO",-34.618347,-58.478024,986,329000,"VILLA SANTA RITA",11,12.7038130297475,6.89365635460264,-1.00521146699983,1572.01140182043,1513.88215855214,8996.86557860003,417,-1.03383514015644
657,"VTA","TERRENO",-34.5415079,-58.4780174,260,850000,"SAAVEDRA",12,13.6529916284665,5.56068163101553,0.354610757797139,2125.75600820847,1070.61876625233,11209.4764125944,259,0.413316699727907
658,"VTA","TERRENO",-34.5982706,-58.4779557,200,280000,"AGRONOMIA",15,12.5425448821514,5.29831736654804,-0.218253630718545,1905.44947307958,1469.55911194776,8859.6339245183,191,-0.222477594985434
659,"VTA","TERRENO",-34.5429169,-58.4779208,293,650000,"SAAVEDRA",12,13.3847276418718,5.68017260901707,0.016192543642919,2006.91835082415,1152.13790083738,11107.0991965008,302,0.0479977637202663
660,"VTA","TERRENO",-34.5632706,-58.477726,149,620000,"COGHLAN",12,13.3374747570213,5.00394630594546,0.374682873861532,1460.67255053375,310.389088348728,9887.57792132537,287,0.421312383587838
661,"VTA","TERRENO",-34.5877213,-58.4776935,200,540000,"PARQUE CHAS",15,13.1993244185405,5.29831736654804,0.182841307719227,784.781293667002,1717.33031086809,8989.70857362833,128,0.223667030013659
663,"VTA","TERRENO",-34.6406735,-58.4776566,368,248000,"PARQUE AVELLANEDA",9,12.4211840251471,5.90808293816893,-0.534232828512339,1327.6777342134,967.129996438384,9726.30962772106,383,-0.61015583225784
664,"VTA","TERRENO",-34.5882492,-58.4775009,400,660000,"PARQUE CHAS",15,13.3999951140026,5.99146454710798,-0.0234409387941221,832.17974306718,1776.19984057431,8961.08709166533,123,0.036499214706082
665,"VTA","TERRENO",-34.5878976,-58.4774814,360,900000,"PARQUE CHAS",15,13.7101500423064,5.88610403145016,0.348572095576558,795.235191998514,1744.3227523462,8966.81310235296,127,0.397655609643899
666,"VTA","TERRENO",-34.5616216,-58.4774597,400,650000,"COGHLAN",12,13.3847276418718,5.99146454710798,-0.15784507971089,1534.84948868556,447.779911504636,9950.02098133106,282,-0.0756539753561166
667,"VTA","TERRENO",-34.553354,-58.477419,756,1870000,"SAAVEDRA",12,14.4414489888308,6.62804137617953,0.516411614863192,1403.56325433734,888.745914131371,10407.4431956102,275,0.416562609902873
668,"VTA","TERRENO",-34.5478557,-58.4772346,344,460000,"SAAVEDRA",12,13.0389817684653,5.8406416573734,-0.423766150873079,1614.09082223547,1135.58906497184,10732.4519106052,268,-0.460411397332947
669,"VTA","TERRENO",-34.6054096,-58.4771598,378,700000,"VILLA DEL PARQUE",11,13.4588356140255,5.93489419561959,-0.0168408492356776,2568.4379491661,1567.15782666837,8769.44150656599,299,-0.029260345915335
670,"VTA","TERRENO",-34.6394329,-58.477157,371,600000,"PARQUE AVELLANEDA",9,13.3046849341983,5.91620206260743,0.344501269579795,1188.32162996909,854.504771196738,9627.1469265888,416,0.222895215113167
671,"VTA","TERRENO",-34.6394745,-58.4771354,372,580000,"PARQUE AVELLANEDA",9,13.2707833825226,5.91889385427315,0.309019342814567,1190.93964587065,859.526503219785,9627.25169277208,413,0.189160775783149
672,"VTA","TERRENO",-34.6342634,-58.477113,294,410000,"FLORESTA",10,12.9239124386805,5.68357976733868,-0.25738397021861,790.716619413313,404.828820316164,9400.9309564979,588,-0.39146951347307
673,"VTA","TERRENO",-34.6380657,-58.4770318,171,249000,"FLORESTA",10,12.4252081754468,5.14166355650266,-0.437924353559128,1061.03626977118,723.665853997492,9554.95296577233,447,-0.458218007045086
674,"VTA","TERRENO",-34.6145759,-58.4770203,95,195000,"VILLA SANTA RITA",11,12.1807548375459,4.55387689160054,-0.154564098899873,1913.21778330089,1776.91629836916,8838.96019138187,406,-0.121154829738871
675,"VTA","TERRENO",-34.6560393,-58.4769945,156,350000,"PARQUE AVELLANEDA",9,12.7656884334656,5.04985600724954,0.314144327493163,1992.93310795093,2339.68686996356,10510.5470971783,327,0.505489200840845
676,"VTA","TERRENO",-34.5854822,-58.4769557,194,660000,"PARQUE CHAS",15,13.3999951140026,5.26785815906333,0.401394877762404,531.587354600771,1557.1206763041,8975.5908347622,169,0.372944197452985
677,"VTA","TERRENO",-34.5405148,-58.4769317,207,1200000,"SAAVEDRA",12,13.9978321147582,5.33271879326537,0.833290275805868,2144.82989957472,929.353331545915,11199.4765914933,268,0.878112107238167
678,"VTA","TERRENO",-34.61519,-58.476909,226,432000,"VILLA SANTA RITA",11,12.9761808672262,5.42053499927229,0.132039163415233,1845.94461875214,1715.00172491018,8838.52602297776,400,0.156743827738961
679,"VTA","TERRENO",-34.5400443,-58.4768539,205,1050000,"SAAVEDRA",12,13.8643007221337,5.32300997913841,0.705459015249787,2181.55248103952,899.195827369765,11226.5906085982,251,0.759254323337693
680,"VTA","TERRENO",-34.6364039,-58.4767527,351,1200000,"FLORESTA",10,13.9978321147582,5.86078622346587,0.712496202156965,908.172524600829,586.268444972907,9459.00979475353,479,0.647791709998041
681,"VTA","TERRENO",-34.5535506,-58.4766757,300,690000,"SAAVEDRA",12,13.4444468765734,5.7037824746562,0.0620502139452901,1332.55370402169,955.137382828533,10338.1604494243,280,-0.0543627240656921
682,"VTA","TERRENO",-34.549591,-58.4766487,268,545000,"SAAVEDRA",12,13.2085410736454,5.59098698051086,-0.10763234019606,1471.73837803087,1077.47813490371,10578.3806838741,290,-0.186119738604969
683,"VTA","TERRENO",-34.5404146,-58.4766393,4000,2200000,"SAAVEDRA",12,14.6039679183285,8.29404964010203,-0.299197886906773,2136.99409542689,900.464850439023,11185.4868878184,269,-0.236463375700467
