"poly_id","operacion","tipo","latitud","longitud","m2total","preciousd","barrio","comuna","lnprecio","lnm2total","residuos","dist_subte","dist_tren","dist_obe","count_delitos","Residuos_Ej_4"
26,"VTA","TERRENO",-34.6304039,-58.5268168,210,285000,"VERSALLES",10,12.5602444592508,5.34710753071747,-0.073981674699435,5243.05809653275,940.500902111712,13649.1913263084,145,0.0191881192544195
27,"VTA","TERRENO",-34.6192592,-58.5267601,150,215000,"VILLA REAL",10,12.2783933071098,5.01063529409626,-0.0691855414469845,5389.85102500038,1787.84573748987,13429.2293998881,185,-0.0518091444456707
28,"VTA","TERRENO",-34.6487204,-58.5265158,400,270000,"LINIERS",9,12.5061772379805,5.99146454710798,-0.493462296406239,5584.53663625094,1092.5519486201,14204.5163367494,138,-0.322111964096377
29,"VTA","TERRENO",-34.6437406,-58.5261273,325,450000,"LINIERS",9,13.0170028617465,5.78382518232974,0.139270265361245,5377.33854039271,540.359604823483,13985.7118170235,321,0.16749344151322
30,"VTA","TERRENO",-34.653615,-58.525846,203,299900,"LINIERS",9,12.6112043647371,5.31320597904179,0.00977653406333394,5745.75024583881,1636.04205669112,14348.0760657758,101,0.266269358590286
32,"VTA","TERRENO",-34.6141623,-58.525619,360,790000,"VILLA REAL",10,13.5797882244432,5.88610403145016,0.718213808616068,5451.84488113824,1232.92074875282,13263.7056752106,252,0.679853712574613
33,"VTA","TERRENO",-34.6335909,-58.5253013,160,150000,"VERSALLES",10,11.9183905730784,5.07517381523383,-0.556180831483767,5113.9027356015,593.644713305946,13595.6992713217,200,-0.534750966837404
34,"VTA","TERRENO",-34.6512917,-58.5246805,188,195000,"LINIERS",9,12.1807548375459,5.23644196282995,-0.375604149004439,5539.03814457503,1386.0639166283,14151.2754613508,145,-0.195026328857414
35,"VTA","TERRENO",-34.624261,-58.524103,160,205000,"VERSALLES",10,12.2307652581205,5.07517381523383,-0.243806146441614,5045.22207008224,1633.88054595353,13272.032531799,194,-0.149027141978511
36,"VTA","TERRENO",-34.608865,-58.524078,329,520000,"VILLA DEVOTO SUR",11,13.1615840905576,5.79605775076537,-0.0680829973468629,5161.7482061536,705.596731938262,13083.6533300134,189,0.0553497417156929
37,"VTA","TERRENO",-34.615139,-58.523296,241,850000,"VILLA DEVOTO SUR",11,13.6529916284665,5.48479693349065,0.606068565011954,5214.83290690292,1383.45352727972,13061.6523319524,266,0.774628547302377
