POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA
"68",VTA,TERRENO,-34.601866000000001,-58.517930000000000,466.000000000000000,"1500000",VILLA DEVOTO NORTE,"11"
"69",VTA,TERRENO,-34.593291000000001,-58.517882999999998,530.000000000000000,"580000",VILLA DEVOTO NORTE,"11"
"70",VTA,TERRENO,-34.610145299999999,-58.517516499999999,330.000000000000000,"550000",VILLA DEVOTO SUR,"11"
"71",VTA,TERRENO,-34.651074999999999,-58.517494999999997,388.000000000000000,"490000",LINIERS,"9"
"72",VTA,TERRENO,-34.612322100000000,-58.517470600000003,800.000000000000000,"1800000",VILLA DEVOTO SUR,"11"
"73",VTA,TERRENO,-34.594445200000003,-58.517441900000001,251.000000000000000,"350000",VILLA DEVOTO NORTE,"11"
"74",VTA,TERRENO,-34.594444299999999,-58.517440800000003,245.000000000000000,"320000",VILLA DEVOTO NORTE,"11"
"75",VTA,TERRENO,-34.613526999999998,-58.517291800000002,815.000000000000000,"1800000",VILLA DEVOTO SUR,"11"
"76",VTA,TERRENO,-34.643887700000001,-58.517249200000002,215.000000000000000,"640000",LINIERS,"9"
"77",VTA,TERRENO,-34.589328299999998,-58.517241400000003,168.000000000000000,"320000",VILLA DEVOTO NORTE,"11"
"78",VTA,TERRENO,-34.600191600000002,-58.516682099999997,660.000000000000000,"1000000",VILLA DEVOTO NORTE,"11"
"79",VTA,TERRENO,-34.600174199999998,-58.516654000000003,660.000000000000000,"1000000",VILLA DEVOTO NORTE,"11"
"80",VTA,TERRENO,-34.651997199999997,-58.516562000000000,282.000000000000000,"380000",LINIERS,"9"
"81",VTA,TERRENO,-34.641072600000001,-58.516501499999997,112.000000000000000,"399000",LINIERS,"9"
"82",VTA,TERRENO,-34.586834000000003,-58.516302600000003,335.000000000000000,"260000",VILLA DEVOTO NORTE,"11"
"83",VTA,TERRENO,-34.592193199999997,-58.516296599999997,434.000000000000000,"495000",VILLA DEVOTO NORTE,"11"
"84",VTA,TERRENO,-34.590270300000000,-58.516252600000001,660.000000000000000,"4000000",VILLA DEVOTO NORTE,"11"
"85",VTA,TERRENO,-34.618148300000001,-58.516116400000001,350.000000000000000,"629000",VILLA DEVOTO SUR,"11"
"86",VTA,TERRENO,-34.632955500000001,-58.516109700000001,230.000000000000000,"300000",VERSALLES,"10"
"87",VTA,TERRENO,-34.647989899999999,-58.516038399999999,225.000000000000000,"290000",LINIERS,"9"
"88",VTA,TERRENO,-34.651983000000001,-58.515970000000003,236.000000000000000,"570000",LINIERS,"9"
"89",VTA,TERRENO,-34.587190999999997,-58.515818000000003,262.000000000000000,"540000",VILLA DEVOTO NORTE,"11"
"90",VTA,TERRENO,-34.595766900000001,-58.515425100000002,283.000000000000000,"800000",VILLA DEVOTO NORTE,"11"
"91",VTA,TERRENO,-34.589372599999997,-58.515358399999997,157.000000000000000,"219000",VILLA DEVOTO NORTE,"11"
"92",VTA,TERRENO,-34.612087099999997,-58.515162699999998,492.000000000000000,"620000",VILLA DEVOTO SUR,"11"
"93",VTA,TERRENO,-34.638466000000001,-58.514949999999999,161.000000000000000,"260000",LINIERS,"9"
"94",VTA,TERRENO,-34.592735800000000,-58.514861500000002,353.000000000000000,"450000",VILLA DEVOTO NORTE,"11"
"95",VTA,TERRENO,-34.615356900000002,-58.514818599999998,184.000000000000000,"260000",VILLA DEVOTO SUR,"11"
"96",VTA,TERRENO,-34.600793000000003,-58.514670700000003,600.000000000000000,"1500000",VILLA DEVOTO NORTE,"11"
"97",VTA,TERRENO,-34.603884499999999,-58.514307600000002,344.000000000000000,"590000",VILLA DEVOTO SUR,"11"
"98",VTA,TERRENO,-34.608859799999998,-58.514115500000003,216.000000000000000,"320000",VILLA DEVOTO SUR,"11"
"99",VTA,TERRENO,-34.649407699999998,-58.514111399999997,333.000000000000000,"280000",LINIERS,"9"
"100",VTA,TERRENO,-34.586646999999999,-58.514106800000000,382.000000000000000,"400000",VILLA DEVOTO NORTE,"11"
"101",VTA,TERRENO,-34.609901999999998,-58.514045000000003,230.000000000000000,"430000",VILLA DEVOTO SUR,"11"
"102",VTA,TERRENO,-34.618426900000003,-58.513852399999998,123.000000000000000,"190000",MONTE CASTRO,"10"
"103",VTA,TERRENO,-34.644611500000003,-58.513622900000001,336.000000000000000,"490000",LINIERS,"9"
"104",VTA,TERRENO,-34.639031699999997,-58.513408300000002,312.000000000000000,"650000",LINIERS,"9"
"105",VTA,TERRENO,-34.631972500000003,-58.513304099999999,368.000000000000000,"420000",VERSALLES,"10"
"106",VTA,TERRENO,-34.617387999999998,-58.513202000000000,265.000000000000000,"270000",MONTE CASTRO,"10"
"107",VTA,TERRENO,-34.643976299999999,-58.512919699999998,138.000000000000000,"185000",LINIERS,"9"
"108",VTA,TERRENO,-34.644606400000001,-58.512708300000000,2054.000000000000000,"950000",LINIERS,"9"
"109",VTA,TERRENO,-34.649474300000001,-58.512600300000003,260.000000000000000,"260000",LINIERS,"9"
"110",VTA,TERRENO,-34.591076999999999,-58.512512999999998,115.000000000000000,"840000",VILLA DEVOTO NORTE,"11"
"111",VTA,TERRENO,-34.640531000000003,-58.512371000000002,352.000000000000000,"630000",LINIERS,"9"
"112",VTA,TERRENO,-34.613405999999998,-58.512335999999998,173.000000000000000,"220000",VILLA DEVOTO SUR,"11"
"113",VTA,TERRENO,-34.657823499999999,-58.512161700000000,335.000000000000000,"345000",MATADEROS,"9"
"114",VTA,TERRENO,-34.632834299999999,-58.512159799999999,374.000000000000000,"340000",VERSALLES,"10"
"115",VTA,TERRENO,-34.637589300000002,-58.512094200000000,180.000000000000000,"250000",LINIERS,"9"
"116",VTA,TERRENO,-34.616024500000002,-58.512076899999997,200.000000000000000,"215000",VILLA DEVOTO SUR,"11"
"117",VTA,TERRENO,-34.607510300000001,-58.512029499999997,180.000000000000000,"390000",VILLA DEVOTO SUR,"11"
"118",VTA,TERRENO,-34.658968199999997,-58.511869799999999,642.000000000000000,"1500000",MATADEROS,"9"
"119",VTA,TERRENO,-34.662291000000003,-58.511777199999997,450.000000000000000,"293000",MATADEROS,"9"
"120",VTA,TERRENO,-34.590953700000000,-58.511705599999999,123.000000000000000,"370000",VILLA DEVOTO NORTE,"11"
"121",VTA,TERRENO,-34.579678299999998,-58.511688399999997,299.000000000000000,"315000",VILLA PUEYRREDON,"12"
"122",VTA,TERRENO,-34.591316300000003,-58.511688399999997,292.000000000000000,"1290000",VILLA DEVOTO NORTE,"11"
"123",VTA,TERRENO,-34.591937999999999,-58.511417399999999,400.000000000000000,"850000",VILLA DEVOTO NORTE,"11"
"124",VTA,TERRENO,-34.666420299999999,-58.511265899999998,216.000000000000000,"139000",MATADEROS,"9"
"125",VTA,TERRENO,-34.598473700000000,-58.511080999999997,188.000000000000000,"860000",VILLA DEVOTO NORTE,"11"
"126",VTA,TERRENO,-34.618584800000001,-58.511029600000001,140.000000000000000,"225000",MONTE CASTRO,"10"
"127",VTA,TERRENO,-34.611263800000003,-58.510931499999998,170.000000000000000,"365000",VILLA DEVOTO SUR,"11"
"128",VTA,TERRENO,-34.653596299999997,-58.510850400000002,248.000000000000000,"260000",MATADEROS,"9"
"129",VTA,TERRENO,-34.609351199999999,-58.510718799999999,824.000000000000000,"1350000",VILLA DEVOTO SUR,"11"
"130",VTA,TERRENO,-34.581634100000002,-58.510646000000001,149.000000000000000,"260000",VILLA PUEYRREDON,"12"
"131",VTA,TERRENO,-34.588916400000002,-58.510601299999998,178.000000000000000,"250000",VILLA DEVOTO NORTE,"11"
"132",VTA,TERRENO,-34.656964600000002,-58.510499299999999,180.000000000000000,"260000",MATADEROS,"9"
"133",VTA,TERRENO,-34.591347900000002,-58.510278999999997,196.000000000000000,"600000",VILLA DEVOTO NORTE,"11"
"134",VTA,TERRENO,-34.655772599999999,-58.510258600000000,304.000000000000000,"650000",MATADEROS,"9"
"135",VTA,TERRENO,-34.650132999999997,-58.510199800000002,373.000000000000000,"340000",MATADEROS,"9"
"136",VTA,TERRENO,-34.629930000000002,-58.509829000000003,131.000000000000000,"175000",VILLA LURO,"10"
"137",VTA,TERRENO,-34.631363999999998,-58.509827999999999,394.000000000000000,"400000",VILLA LURO,"10"
"138",VTA,TERRENO,-34.614643999999998,-58.509746000000000,277.000000000000000,"500000",VILLA DEVOTO SUR,"11"
"139",VTA,TERRENO,-34.587848000000001,-58.509681999999998,433.000000000000000,"599000",VILLA DEVOTO NORTE,"11"
"140",VTA,TERRENO,-34.579576000000003,-58.509599000000001,357.000000000000000,"450000",VILLA PUEYRREDON,"12"
"141",VTA,TERRENO,-34.654452100000000,-58.509543000000001,262.000000000000000,"265000",MATADEROS,"9"
"142",VTA,TERRENO,-34.601920000000000,-58.509542000000003,207.000000000000000,"515000",VILLA DEVOTO NORTE,"11"
"143",VTA,TERRENO,-34.607206099999999,-58.509464999999999,164.000000000000000,"270000",VILLA DEVOTO SUR,"11"
"144",VTA,TERRENO,-34.589944500000001,-58.509344100000000,390.000000000000000,"290000",VILLA DEVOTO NORTE,"11"
"145",VTA,TERRENO,-34.606927599999999,-58.509340100000003,500.000000000000000,"750000",VILLA DEVOTO SUR,"11"
"146",VTA,TERRENO,-34.578967800000001,-58.509017600000000,153.000000000000000,"240000",VILLA PUEYRREDON,"12"
"147",VTA,TERRENO,-34.604431200000001,-58.508929500000001,150.000000000000000,"470000",VILLA DEVOTO SUR,"11"
"148",VTA,TERRENO,-34.622118000000000,-58.508875000000003,211.000000000000000,"440000",MONTE CASTRO,"10"
"149",VTA,TERRENO,-34.610537700000002,-58.508732100000003,251.000000000000000,"330000",VILLA DEVOTO SUR,"11"
"150",VTA,TERRENO,-34.617869700000000,-58.508679700000002,300.000000000000000,"430000",MONTE CASTRO,"10"
"151",VTA,TERRENO,-34.666815800000002,-58.508470099999997,750.000000000000000,"250000",MATADEROS,"9"
"152",VTA,TERRENO,-34.631342199999999,-58.508355399999999,153.000000000000000,"375000",VILLA LURO,"10"
"153",VTA,TERRENO,-34.657279000000003,-58.508291000000000,200.000000000000000,"282000",MATADEROS,"9"
"154",VTA,TERRENO,-34.664488400000003,-58.508181399999998,400.000000000000000,"250000",MATADEROS,"9"
"155",VTA,TERRENO,-34.654832399999997,-58.508180699999997,207.000000000000000,"390000",MATADEROS,"9"
"156",VTA,TERRENO,-34.591195499999998,-58.508055800000001,1975.000000000000000,"690000",VILLA DEVOTO NORTE,"11"
"157",VTA,TERRENO,-34.666663399999997,-58.507972299999999,366.000000000000000,"220000",MATADEROS,"9"
"158",VTA,TERRENO,-34.594974000000001,-58.507930000000002,305.000000000000000,"435000",VILLA DEVOTO NORTE,"11"
"159",VTA,TERRENO,-34.648801300000002,-58.507809299999998,112.000000000000000,"246000",MATADEROS,"9"
"160",VTA,TERRENO,-34.604155100000000,-58.507780099999998,375.000000000000000,"720000",VILLA DEVOTO SUR,"11"
"161",VTA,TERRENO,-34.659332999999997,-58.507607800000002,231.000000000000000,"170000",MATADEROS,"9"
"162",VTA,TERRENO,-34.617182399999997,-58.507582999999997,500.000000000000000,"365000",MONTE CASTRO,"10"
"163",VTA,TERRENO,-34.583987000000000,-58.507474999999999,139.000000000000000,"279500",VILLA PUEYRREDON,"12"
"164",VTA,TERRENO,-34.609826300000002,-58.507201000000002,270.000000000000000,"380000",VILLA DEVOTO SUR,"11"
"165",VTA,TERRENO,-34.649912000000000,-58.507188999999997,330.000000000000000,"346000",MATADEROS,"9"
"166",VTA,TERRENO,-34.601849399999999,-58.507149300000002,526.000000000000000,"990000",VILLA DEVOTO NORTE,"11"
"167",VTA,TERRENO,-34.639426299999997,-58.507040199999999,263.000000000000000,"1200000",VILLA LURO,"10"
"168",VTA,TERRENO,-34.624519999999997,-58.507013999999998,311.000000000000000,"675000",MONTE CASTRO,"10"
"169",VTA,TERRENO,-34.618938100000001,-58.506912200000002,239.000000000000000,"380000",MONTE CASTRO,"10"
"170",VTA,TERRENO,-34.601489000000001,-58.506895000000000,247.000000000000000,"655000",VILLA DEVOTO NORTE,"11"
"171",VTA,TERRENO,-34.633988799999997,-58.506821700000003,2542.000000000000000,"4500000",VILLA LURO,"10"
"172",VTA,TERRENO,-34.620707000000003,-58.506698999999998,823.000000000000000,"1850000",MONTE CASTRO,"10"
"173",VTA,TERRENO,-34.666434500000001,-58.506499900000001,378.000000000000000,"280000",MATADEROS,"9"
"174",VTA,TERRENO,-34.569530000000000,-58.506476999999997,410.000000000000000,"499900",VILLA URQUIZA,"12"
"175",VTA,TERRENO,-34.611047399999997,-58.506474099999998,3225.000000000000000,"1500000",VILLA DEVOTO SUR,"11"
"176",VTA,TERRENO,-34.621684999999999,-58.506467999999998,253.000000000000000,"360000",MONTE CASTRO,"10"
"177",VTA,TERRENO,-34.621915000000001,-58.506293999999997,350.000000000000000,"193000",MONTE CASTRO,"10"
"178",VTA,TERRENO,-34.669260299999998,-58.506270200000003,225.000000000000000,"145000",MATADEROS,"9"
"179",VTA,TERRENO,-34.619404799999998,-58.506233700000003,353.000000000000000,"490000",MONTE CASTRO,"10"
"180",VTA,TERRENO,-34.584581100000001,-58.506204500000003,167.000000000000000,"269000",VILLA PUEYRREDON,"12"
"181",VTA,TERRENO,-34.619756000000002,-58.506148000000003,375.000000000000000,"575000",MONTE CASTRO,"10"
"182",VTA,TERRENO,-34.614579900000003,-58.505948300000000,0.000000000000000,"750000",MONTE CASTRO,"10"
"183",VTA,TERRENO,-34.568809000000002,-58.505938999999998,411.000000000000000,"510000",VILLA URQUIZA,"12"
"184",VTA,TERRENO,-34.624462399999999,-58.505904299999997,99.000000000000000,"300000",MONTE CASTRO,"10"
"185",VTA,TERRENO,-34.611635600000000,-58.505820499999999,353.000000000000000,"700000",VILLA DEVOTO SUR,"11"
"186",VTA,TERRENO,-34.648268000000002,-58.505744000000000,484.000000000000000,"600000",MATADEROS,"9"
"187",VTA,TERRENO,-34.596271299999998,-58.505677200000001,260.000000000000000,"700000",VILLA DEVOTO NORTE,"11"
"188",VTA,TERRENO,-34.669736700000001,-58.505517599999997,224.000000000000000,"140000",MATADEROS,"9"
"189",VTA,TERRENO,-34.644725700000002,-58.505511700000000,372.000000000000000,"423000",LINIERS,"9"
"190",VTA,TERRENO,-34.591932999999997,-58.505489900000001,319.000000000000000,"700000",VILLA DEVOTO NORTE,"11"
"191",VTA,TERRENO,-34.602049600000001,-58.505443000000000,326.000000000000000,"1400000",VILLA DEL PARQUE,"11"
"192",VTA,TERRENO,-34.572389999999999,-58.505352999999999,353.000000000000000,"620000",VILLA PUEYRREDON,"12"
"193",VTA,TERRENO,-34.572459799999997,-58.505241300000002,254.000000000000000,"600000",VILLA PUEYRREDON,"12"
"194",VTA,TERRENO,-34.646805999999998,-58.505206999999999,132.000000000000000,"159900",LINIERS,"9"
"195",VTA,TERRENO,-34.569715100000003,-58.505182099999999,254.000000000000000,"430000",VILLA URQUIZA,"12"
"196",VTA,TERRENO,-34.591037200000002,-58.505056400000001,150.000000000000000,"210000",VILLA PUEYRREDON,"12"
"197",VTA,TERRENO,-34.594476000000000,-58.505006600000002,628.000000000000000,"489000",VILLA DEVOTO NORTE,"11"
"198",VTA,TERRENO,-34.635132800000001,-58.504985200000000,160.000000000000000,"249000",VILLA LURO,"10"
"199",VTA,TERRENO,-34.640145099999998,-58.504979700000000,301.000000000000000,"650000",VILLA LURO,"10"
"200",VTA,TERRENO,-34.568517000000000,-58.504931999999997,239.000000000000000,"269000",VILLA URQUIZA,"12"
"201",VTA,TERRENO,-34.626880300000003,-58.504822900000001,184.000000000000000,"235000",VELEZ SARSFIELD,"10"
"202",VTA,TERRENO,-34.609282000000000,-58.504800000000003,300.000000000000000,"860000",VILLA DEVOTO SUR,"11"
"203",VTA,TERRENO,-34.600507399999998,-58.504782300000002,368.000000000000000,"1100000",VILLA DEVOTO NORTE,"11"
"204",VTA,TERRENO,-34.614962200000001,-58.504725499999999,1100.000000000000000,"990000",MONTE CASTRO,"10"
"205",VTA,TERRENO,-34.626750000000001,-58.504600000000003,373.000000000000000,"520000",VELEZ SARSFIELD,"10"
"206",VTA,TERRENO,-34.629764999999999,-58.504596999999997,290.000000000000000,"650000",VILLA LURO,"10"
"207",VTA,TERRENO,-34.608067900000002,-58.504472600000000,303.000000000000000,"390000",VILLA DEVOTO SUR,"11"
"208",VTA,TERRENO,-34.594776000000003,-58.504074000000003,161.000000000000000,"550000",VILLA DEVOTO NORTE,"11"
"209",VTA,TERRENO,-34.668418000000003,-58.504064999999997,104.000000000000000,"130000",MATADEROS,"9"
"210",VTA,TERRENO,-34.624566399999999,-58.503757299999997,445.000000000000000,"525000",VELEZ SARSFIELD,"10"
"211",VTA,TERRENO,-34.603720699999997,-58.503676300000002,159.000000000000000,"485000",VILLA DEL PARQUE,"11"
"212",VTA,TERRENO,-34.616773100000003,-58.503620800000000,1922.000000000000000,"3999000",MONTE CASTRO,"10"
"213",VTA,TERRENO,-34.641106700000002,-58.503337199999997,335.000000000000000,"390000",VILLA LURO,"10"
"214",VTA,TERRENO,-34.632189599999997,-58.503305699999999,280.000000000000000,"315000",VILLA LURO,"10"
"215",VTA,TERRENO,-34.605077999999999,-58.503170599999997,480.000000000000000,"450000",VILLA DEL PARQUE,"11"
"216",VTA,TERRENO,-34.573261899999999,-58.503140500000001,650.000000000000000,"1200000",VILLA URQUIZA,"12"
"217",VTA,TERRENO,-34.660078599999999,-58.503122200000000,160.000000000000000,"290000",MATADEROS,"9"
"218",VTA,TERRENO,-34.641517600000000,-58.503062100000001,334.959999999999980,"378000",VILLA LURO,"10"
"219",VTA,TERRENO,-34.657242199999999,-58.502970599999998,157.000000000000000,"230000",MATADEROS,"9"
"220",VTA,TERRENO,-34.655459999999998,-58.502840900000002,384.000000000000000,"290000",MATADEROS,"9"
"221",VTA,TERRENO,-34.650936999999999,-58.502814000000001,397.000000000000000,"630000",MATADEROS,"9"
"222",VTA,TERRENO,-34.581881000000003,-58.502789999999997,225.000000000000000,"400000",VILLA PUEYRREDON,"12"
"223",VTA,TERRENO,-34.617770200000002,-58.502658500000003,200.000000000000000,"400000",MONTE CASTRO,"10"
"224",VTA,TERRENO,-34.613591900000003,-58.502607300000001,251.000000000000000,"280000",MONTE CASTRO,"10"
"225",VTA,TERRENO,-34.619558699999999,-58.502574400000000,445.000000000000000,"850000",MONTE CASTRO,"10"
"226",VTA,TERRENO,-34.620801700000001,-58.502568699999998,1378.000000000000000,"2500000",MONTE CASTRO,"10"
"227",VTA,TERRENO,-34.600313999999997,-58.502540000000003,225.000000000000000,"1500000",VILLA DEL PARQUE,"11"
"228",VTA,TERRENO,-34.575468000000001,-58.502526000000003,357.000000000000000,"380000",VILLA PUEYRREDON,"12"
"229",VTA,TERRENO,-34.600279999999998,-58.502488999999997,266.000000000000000,"1450000",VILLA DEVOTO NORTE,"11"
"230",VTA,TERRENO,-34.587806800000003,-58.502410500000003,207.000000000000000,"300000",VILLA PUEYRREDON,"12"
"231",VTA,TERRENO,-34.566808899999998,-58.502366500000001,0.000000000000000,"289000",VILLA URQUIZA,"12"
"232",VTA,TERRENO,-34.663538000000003,-58.502285600000000,375.000000000000000,"270000",MATADEROS,"9"
"233",VTA,TERRENO,-34.649940100000002,-58.502251600000001,190.000000000000000,"420000",MATADEROS,"9"
"234",VTA,TERRENO,-34.582300600000003,-58.502251399999999,225.000000000000000,"290000",VILLA PUEYRREDON,"12"
"235",VTA,TERRENO,-34.618385000000004,-58.502213200000000,270.000000000000000,"420000",MONTE CASTRO,"10"
"236",VTA,TERRENO,-34.594745199999998,-58.502212100000001,0.000000000000000,"1400000",AGRONOMIA,"15"
"237",VTA,TERRENO,-34.612187400000003,-58.502208799999998,153.000000000000000,"380000",MONTE CASTRO,"10"
"238",VTA,TERRENO,-34.638208200000001,-58.502091299999996,187.000000000000000,"400000",VILLA LURO,"10"
"239",VTA,TERRENO,-34.637787299999999,-58.502043899999997,160.000000000000000,"299000",VILLA LURO,"10"
"240",VTA,TERRENO,-34.571638900000004,-58.502043000000000,260.000000000000000,"380000",VILLA URQUIZA,"12"
