POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA
"497",VTA,TERRENO,-34.560394199999998,-58.486260700000003,742.000000000000000,"2000000",SAAVEDRA,"12"
"498",VTA,TERRENO,-34.579914100000003,-58.486146200000000,122.000000000000000,"520000",VILLA URQUIZA,"12"
"499",VTA,TERRENO,-34.607488400000001,-58.486057600000002,0.000000000000000,"380000",VILLA DEL PARQUE,"11"
"500",VTA,TERRENO,-34.587953900000002,-58.485990999999999,254.000000000000000,"700000",AGRONOMIA,"15"
"501",VTA,TERRENO,-34.584072900000002,-58.485910900000000,364.000000000000000,"360000",PARQUE CHAS,"15"
"502",VTA,TERRENO,-34.600189999999998,-58.485868699999997,214.000000000000000,"550000",VILLA DEL PARQUE,"11"
"503",VTA,TERRENO,-34.646597999999997,-58.485816999999997,225.000000000000000,"330000",PARQUE AVELLANEDA,"9"
"504",VTA,TERRENO,-34.545766999999998,-58.485813999999998,372.000000000000000,"715000",SAAVEDRA,"12"
"505",VTA,TERRENO,-34.655363600000001,-58.485778000000003,281.000000000000000,"175000",MATADEROS,"9"
"506",VTA,TERRENO,-34.567062000000000,-58.485756199999997,165.000000000000000,"418000",VILLA URQUIZA,"12"
"507",VTA,TERRENO,-34.585889999999999,-58.485658999999998,333.000000000000000,"430000",PARQUE CHAS,"15"
"508",VTA,TERRENO,-34.555064000000002,-58.485522000000003,339.000000000000000,"1500000",SAAVEDRA,"12"
"509",VTA,TERRENO,-34.569717400000002,-58.485431699999999,112.000000000000000,"690000",VILLA URQUIZA,"12"
"510",VTA,TERRENO,-34.583875800000001,-58.485415600000003,1718.000000000000000,"2200000",PARQUE CHAS,"15"
"511",VTA,TERRENO,-34.544452000000000,-58.485404000000003,375.000000000000000,"620000",SAAVEDRA,"12"
"512",VTA,TERRENO,-34.551324500000000,-58.485315399999998,546.000000000000000,"590000",SAAVEDRA,"12"
"513",VTA,TERRENO,-34.583857199999997,-58.485309800000003,360.000000000000000,"360000",PARQUE CHAS,"15"
"514",VTA,TERRENO,-34.613437699999999,-58.485232699999997,660.000000000000000,"450000",VILLA SANTA RITA,"11"
"515",VTA,TERRENO,-34.577840000000002,-58.485191999999998,700.000000000000000,"800000",VILLA URQUIZA,"12"
"516",VTA,TERRENO,-34.625780399999996,-58.485186300000002,383.000000000000000,"750000",FLORESTA,"10"
"517",VTA,TERRENO,-34.640090999999998,-58.485137000000002,470.000000000000000,"830000",PARQUE AVELLANEDA,"9"
"518",VTA,TERRENO,-34.551532700000003,-58.485087200000002,480.000000000000000,"340000",SAAVEDRA,"12"
"519",VTA,TERRENO,-34.547840700000002,-58.484944100000000,225.000000000000000,"390000",SAAVEDRA,"12"
"520",VTA,TERRENO,-34.637279800000002,-58.484892000000002,186.000000000000000,"320000",VELEZ SARSFIELD,"10"
"521",VTA,TERRENO,-34.547733000000001,-58.484791999999999,375.000000000000000,"590000",SAAVEDRA,"12"
"522",VTA,TERRENO,-34.639919499999998,-58.484762500000002,1150.000000000000000,"700000",PARQUE AVELLANEDA,"9"
"523",VTA,TERRENO,-34.546667900000003,-58.484762300000000,157.000000000000000,"330000",SAAVEDRA,"12"
"524",VTA,TERRENO,-34.657137400000003,-58.484695899999998,335.000000000000000,"230000",MATADEROS,"9"
"525",VTA,TERRENO,-34.627894300000001,-58.484534300000000,224.000000000000000,"395000",FLORESTA,"10"
"526",VTA,TERRENO,-34.608292300000002,-58.484433199999998,370.000000000000000,"1400000",VILLA DEL PARQUE,"11"
"527",VTA,TERRENO,-34.628247000000002,-58.484411000000001,469.000000000000000,"450000",FLORESTA,"10"
"528",VTA,TERRENO,-34.628246500000003,-58.484410900000000,352.000000000000000,"750000",FLORESTA,"10"
"529",VTA,TERRENO,-34.559401999999999,-58.484330200000002,129.000000000000000,"1500000",SAAVEDRA,"12"
"530",VTA,TERRENO,-34.646616799999997,-58.484214600000001,0.000000000000000,"650000",PARQUE AVELLANEDA,"9"
"531",VTA,TERRENO,-34.624649200000000,-58.484205899999999,972.000000000000000,"2300000",FLORESTA,"10"
"532",VTA,TERRENO,-34.549595300000000,-58.484047799999999,1563.000000000000000,"5000000",SAAVEDRA,"12"
"533",VTA,TERRENO,-34.560098300000000,-58.484027200000000,731.000000000000000,"1680000",VILLA URQUIZA,"12"
"534",VTA,TERRENO,-34.559254600000003,-58.484016900000000,753.000000000000000,"2126000",SAAVEDRA,"12"
"535",VTA,TERRENO,-34.628939799999998,-58.484016500000003,450.000000000000000,"800000",FLORESTA,"10"
"536",VTA,TERRENO,-34.622297000000003,-58.483927000000001,1149.000000000000000,"1745000",VILLA SANTA RITA,"11"
"537",VTA,TERRENO,-34.586002399999998,-58.483894399999997,225.000000000000000,"260000",PARQUE CHAS,"15"
"538",VTA,TERRENO,-34.570867000000000,-58.483879000000002,408.000000000000000,"1150000",VILLA URQUIZA,"12"
"539",VTA,TERRENO,-34.615130299999997,-58.483777300000000,286.000000000000000,"330000",VILLA SANTA RITA,"11"
"540",VTA,TERRENO,-34.655880300000000,-58.483733500000000,440.000000000000000,"250000",MATADEROS,"9"
"541",VTA,TERRENO,-34.651840000000000,-58.483672300000002,100.000000000000000,"230000",PARQUE AVELLANEDA,"9"
"542",VTA,TERRENO,-34.554682300000003,-58.483657999999998,129.000000000000000,"1000000",SAAVEDRA,"12"
"543",VTA,TERRENO,-34.574953000000001,-58.483653500000003,407.019999999999982,"2200000",VILLA URQUIZA,"12"
"544",VTA,TERRENO,-34.556759200000002,-58.483629600000000,144.000000000000000,"260000",SAAVEDRA,"12"
"545",VTA,TERRENO,-34.570765100000003,-58.483585599999998,410.000000000000000,"1150000",VILLA URQUIZA,"12"
"546",VTA,TERRENO,-34.566380600000002,-58.483526900000001,1812.000000000000000,"550000",VILLA URQUIZA,"12"
"547",VTA,TERRENO,-34.548307299999998,-58.483511399999998,150.000000000000000,"198000",SAAVEDRA,"12"
"548",VTA,TERRENO,-34.565320999999997,-58.483412800000004,377.000000000000000,"490000",VILLA URQUIZA,"12"
"549",VTA,TERRENO,-34.552328099999997,-58.483411300000000,200.000000000000000,"312000",SAAVEDRA,"12"
"550",VTA,TERRENO,-34.565929900000000,-58.483281200000000,294.000000000000000,"680000",VILLA URQUIZA,"12"
"551",VTA,TERRENO,-34.571666399999998,-58.483153399999999,466.000000000000000,"2100000",VILLA URQUIZA,"12"
"552",VTA,TERRENO,-34.569358299999998,-58.483014500000003,376.000000000000000,"560000",VILLA URQUIZA,"12"
"553",VTA,TERRENO,-34.544293799999998,-58.482995500000001,378.000000000000000,"620000",SAAVEDRA,"12"
"554",VTA,TERRENO,-34.635330000000003,-58.482990000000001,274.000000000000000,"485000",VELEZ SARSFIELD,"10"
"555",VTA,TERRENO,-34.614128200000003,-58.482983400000002,204.000000000000000,"240000",VILLA SANTA RITA,"11"
"556",VTA,TERRENO,-34.655048999999998,-58.482942999999999,306.000000000000000,"174000",MATADEROS,"9"
"557",VTA,TERRENO,-34.566043999999998,-58.482883999999999,146.000000000000000,"650000",VILLA URQUIZA,"12"
"558",VTA,TERRENO,-34.555503999999999,-58.482851599999996,190.000000000000000,"360000",SAAVEDRA,"12"
"559",VTA,TERRENO,-34.571610999999997,-58.482837000000004,342.000000000000000,"1451000",VILLA URQUIZA,"12"
"560",VTA,TERRENO,-34.571606000000003,-58.482835000000001,346.000000000000000,"1450000",VILLA URQUIZA,"12"
"561",VTA,TERRENO,-34.686199999999999,-58.482799999999997,290.000000000000000,"380000",VILLA LUGANO,"8"
"562",VTA,TERRENO,-34.554139999999997,-58.482683000000002,389.000000000000000,"720000",SAAVEDRA,"12"
"563",VTA,TERRENO,-34.572293999999999,-58.482672999999998,432.000000000000000,"1400000",VILLA URQUIZA,"12"
"564",VTA,TERRENO,-34.544592199999997,-58.482647299999996,373.000000000000000,"680000",SAAVEDRA,"12"
"565",VTA,TERRENO,-34.622300500000001,-58.482403499999997,171.000000000000000,"300000",VILLA SANTA RITA,"11"
"566",VTA,TERRENO,-34.553690000000003,-58.482374999999998,299.000000000000000,"570000",SAAVEDRA,"12"
"567",VTA,TERRENO,-34.607454199999999,-58.482332599999999,200.000000000000000,"245000",VILLA DEL PARQUE,"11"
"568",VTA,TERRENO,-34.654655099999999,-58.482301700000001,220.000000000000000,"190000",PARQUE AVELLANEDA,"9"
"569",VTA,TERRENO,-34.613385800000003,-58.482279499999997,465.000000000000000,"690000",VILLA SANTA RITA,"11"
"570",VTA,TERRENO,-34.563009299999997,-58.482245200000001,490.000000000000000,"530000",VILLA URQUIZA,"12"
"571",VTA,TERRENO,-34.633997600000001,-58.482098499999999,577.000000000000000,"900000",FLORESTA,"10"
"572",VTA,TERRENO,-34.543508299999999,-58.482068499999997,174.000000000000000,"650000",SAAVEDRA,"12"
"573",VTA,TERRENO,-34.621245500000001,-58.481999399999999,282.000000000000000,"400000",VILLA SANTA RITA,"11"
"574",VTA,TERRENO,-34.621037899999997,-58.481908500000003,693.000000000000000,"1250000",VILLA SANTA RITA,"11"
"575",VTA,TERRENO,-34.608805599999997,-58.481726700000003,259.000000000000000,"430000",VILLA DEL PARQUE,"11"
"576",VTA,TERRENO,-34.633975999999997,-58.481700900000000,624.000000000000000,"1200000",FLORESTA,"10"
"577",VTA,TERRENO,-34.648596300000001,-58.481641199999999,308.000000000000000,"320000",PARQUE AVELLANEDA,"9"
"578",VTA,TERRENO,-34.544120999999997,-58.481521000000001,92.000000000000000,"370000",SAAVEDRA,"12"
"579",VTA,TERRENO,-34.543072299999999,-58.481506699999997,174.000000000000000,"650000",SAAVEDRA,"12"
"580",VTA,TERRENO,-34.561454500000004,-58.481493700000001,316.000000000000000,"850000",COGHLAN,"12"
"581",VTA,TERRENO,-34.574294799999997,-58.481488900000002,1992.000000000000000,"7600000",VILLA URQUIZA,"12"
"582",VTA,TERRENO,-34.639629399999997,-58.481479600000000,216.000000000000000,"390000",PARQUE AVELLANEDA,"9"
"583",VTA,TERRENO,-34.622265499999997,-58.481367100000000,900.000000000000000,"1150000",VILLA SANTA RITA,"11"
"584",VTA,TERRENO,-34.553111000000001,-58.481335000000001,299.000000000000000,"465000",SAAVEDRA,"12"
"585",VTA,TERRENO,-34.669243100000003,-58.481331800000000,2540.000000000000000,"1500000",VILLA LUGANO,"8"
"586",VTA,TERRENO,-34.633864799999998,-58.481282200000003,312.000000000000000,"730000",FLORESTA,"10"
"587",VTA,TERRENO,-34.634667000000000,-58.481259999999999,2600.000000000000000,"1300000",FLORESTA,"10"
"588",VTA,TERRENO,-34.563825299999998,-58.481181399999997,455.000000000000000,"590000",VILLA URQUIZA,"12"
"589",VTA,TERRENO,-34.577012099999997,-58.481106199999999,304.000000000000000,"1100000",VILLA URQUIZA,"12"
"590",VTA,TERRENO,-34.633710999999998,-58.481059000000002,320.000000000000000,"750000",FLORESTA,"10"
"591",VTA,TERRENO,-34.619851799999999,-58.481046399999997,464.000000000000000,"590000",VILLA SANTA RITA,"11"
"592",VTA,TERRENO,-34.608256300000001,-58.481000299999998,219.000000000000000,"575000",VILLA DEL PARQUE,"11"
"593",VTA,TERRENO,-34.618651999999997,-58.480955999999999,256.000000000000000,"249900",VILLA SANTA RITA,"11"
"594",VTA,TERRENO,-34.563262999999999,-58.480851999999999,137.000000000000000,"280000",VILLA URQUIZA,"12"
"595",VTA,TERRENO,-34.598869200000003,-58.480815800000002,420.000000000000000,"360000",AGRONOMIA,"15"
"596",VTA,TERRENO,-34.580047600000000,-58.480758700000003,217.000000000000000,"580000",VILLA URQUIZA,"12"
"597",VTA,TERRENO,-34.543717700000002,-58.480516299999998,924.000000000000000,"570000",SAAVEDRA,"12"
"598",VTA,TERRENO,-34.639059000000003,-58.480515400000002,198.000000000000000,"381000",PARQUE AVELLANEDA,"9"
"599",VTA,TERRENO,-34.548999500000001,-58.480475900000002,157.000000000000000,"390000",SAAVEDRA,"12"
"600",VTA,TERRENO,-34.619729900000003,-58.480341099999997,217.000000000000000,"280000",VILLA SANTA RITA,"11"
"601",VTA,TERRENO,-34.619947099999997,-58.480244399999997,442.000000000000000,"399900",VILLA SANTA RITA,"11"
"602",VTA,TERRENO,-34.637044000000003,-58.480175000000003,220.000000000000000,"360000",VELEZ SARSFIELD,"10"
"603",VTA,TERRENO,-34.600048999999999,-58.480122999999999,175.000000000000000,"189000",VILLA DEL PARQUE,"11"
"604",VTA,TERRENO,-34.544554599999998,-58.480119500000001,750.000000000000000,"570000",SAAVEDRA,"12"
"605",VTA,TERRENO,-34.599946000000003,-58.480074999999999,163.000000000000000,"175000",VILLA DEL PARQUE,"11"
"606",VTA,TERRENO,-34.652945000000003,-58.480041999999997,465.000000000000000,"160000",PARQUE AVELLANEDA,"9"
"607",VTA,TERRENO,-34.633117800000001,-58.480024899999997,488.000000000000000,"1300000",FLORESTA,"10"
"608",VTA,TERRENO,-34.565171999999997,-58.480004999999998,120.000000000000000,"590000",VILLA URQUIZA,"12"
"609",VTA,TERRENO,-34.575902999999997,-58.479987000000001,470.000000000000000,"775000",VILLA URQUIZA,"12"
"610",VTA,TERRENO,-34.633389000000001,-58.479953000000002,152.000000000000000,"575000",FLORESTA,"10"
"611",VTA,TERRENO,-34.586728100000002,-58.479952400000002,160.000000000000000,"340000",PARQUE CHAS,"15"
"612",VTA,TERRENO,-34.619830800000003,-58.479931299999997,260.000000000000000,"349000",VILLA SANTA RITA,"11"
"613",VTA,TERRENO,-34.574719999999999,-58.479919000000002,130.000000000000000,"330000",VILLA URQUIZA,"12"
"614",VTA,TERRENO,-34.541575799999997,-58.479861300000003,225.000000000000000,"660000",SAAVEDRA,"12"
"615",VTA,TERRENO,-34.658506500000001,-58.479833700000000,152.000000000000000,"390000",MATADEROS,"9"
"616",VTA,TERRENO,-34.613894999999999,-58.479793999999998,245.000000000000000,"750000",VILLA SANTA RITA,"11"
"617",VTA,TERRENO,-34.544280999999998,-58.479737000000000,718.000000000000000,"500000",SAAVEDRA,"12"
"618",VTA,TERRENO,-34.599877999999997,-58.479686999999998,104.000000000000000,"149000",VILLA DEL PARQUE,"11"
"619",VTA,TERRENO,-34.578956499999997,-58.479631200000000,416.000000000000000,"2600000",VILLA URQUIZA,"12"
"620",VTA,TERRENO,-34.578061699999999,-58.479591100000000,259.000000000000000,"950000",VILLA URQUIZA,"12"
"621",VTA,TERRENO,-34.570869799999997,-58.479571499999999,230.000000000000000,"370000",VILLA URQUIZA,"12"
"622",VTA,TERRENO,-34.616379000000002,-58.479469999999999,257.000000000000000,"460000",VILLA SANTA RITA,"11"
"623",VTA,TERRENO,-34.633332500000002,-58.479428200000001,312.000000000000000,"750000",FLORESTA,"10"
"624",VTA,TERRENO,-34.547000599999997,-58.479414499999997,132.000000000000000,"350000",SAAVEDRA,"12"
"625",VTA,TERRENO,-34.617332300000001,-58.479396899999998,1050.000000000000000,"1300000",VILLA SANTA RITA,"11"
"626",VTA,TERRENO,-34.544165000000000,-58.479374900000003,200.000000000000000,"980000",SAAVEDRA,"12"
"627",VTA,TERRENO,-34.556016000000000,-58.479355599999998,3000.000000000000000,"1000000",SAAVEDRA,"12"
"628",VTA,TERRENO,-34.638719000000002,-58.479340000000001,206.000000000000000,"259000",PARQUE AVELLANEDA,"9"
"629",VTA,TERRENO,-34.548291999999996,-58.479337000000001,375.000000000000000,"750000",SAAVEDRA,"12"
"630",VTA,TERRENO,-34.555859099999999,-58.479319799999999,279.000000000000000,"1150000",SAAVEDRA,"12"
"631",VTA,TERRENO,-34.546281000000000,-58.479241999999999,386.000000000000000,"880000",SAAVEDRA,"12"
"632",VTA,TERRENO,-34.546301399999997,-58.479115899999996,369.000000000000000,"845000",SAAVEDRA,"12"
"633",VTA,TERRENO,-34.629648500000002,-58.479081600000001,300.000000000000000,"980000",FLORESTA,"10"
"634",VTA,TERRENO,-34.638396299999997,-58.479008899999997,206.000000000000000,"269000",PARQUE AVELLANEDA,"9"
"635",VTA,TERRENO,-34.546205200000003,-58.478955800000001,369.000000000000000,"880000",SAAVEDRA,"12"
"636",VTA,TERRENO,-34.573607099999997,-58.478934899999999,123.000000000000000,"770000",VILLA URQUIZA,"12"
"637",VTA,TERRENO,-34.563990199999999,-58.478921700000001,313.000000000000000,"890000",COGHLAN,"12"
"638",VTA,TERRENO,-34.614288999999999,-58.478921000000000,210.000000000000000,"825000",VILLA SANTA RITA,"11"
"639",VTA,TERRENO,-34.618767699999999,-58.478917199999998,635.000000000000000,"1900000",VILLA SANTA RITA,"11"
"640",VTA,TERRENO,-34.630572000000001,-58.478890999999997,400.000000000000000,"1200000",FLORESTA,"10"
"641",VTA,TERRENO,-34.572545499999997,-58.478711099999998,379.000000000000000,"2000000",VILLA URQUIZA,"12"
"642",VTA,TERRENO,-34.599225199999999,-58.478687299999997,1731.000000000000000,"3149000",AGRONOMIA,"15"
"643",VTA,TERRENO,-34.569168099999999,-58.478557600000002,133.000000000000000,"340000",VILLA URQUIZA,"12"
"644",VTA,TERRENO,-34.618329199999998,-58.478491400000003,535.000000000000000,"230000",VILLA SANTA RITA,"11"
"645",VTA,TERRENO,-34.678448000000003,-58.478389000000000,408.000000000000000,"250000",VILLA LUGANO,"8"
"646",VTA,TERRENO,-34.631720500000000,-58.478355100000002,313.000000000000000,"350000",FLORESTA,"10"
"647",VTA,TERRENO,-34.543061600000001,-58.478323400000001,147.000000000000000,"618000",SAAVEDRA,"12"
"648",VTA,TERRENO,-34.679879000000000,-58.478225000000002,200.000000000000000,"550000",VILLA LUGANO,"8"
"649",VTA,TERRENO,-34.598146200000002,-58.478174600000003,378.000000000000000,"890000",PATERNAL,"15"
"650",VTA,TERRENO,-34.543602999999997,-58.478159900000001,485.000000000000000,"490000",SAAVEDRA,"12"
"651",VTA,TERRENO,-34.589525899999998,-58.478141500000000,362.000000000000000,"500000",PARQUE CHAS,"15"
"652",VTA,TERRENO,-34.587260800000003,-58.478086500000003,262.000000000000000,"550000",PARQUE CHAS,"15"
"653",VTA,TERRENO,-34.572844000000003,-58.478064000000003,229.000000000000000,"400000",VILLA URQUIZA,"12"
"654",VTA,TERRENO,-34.598039700000001,-58.478041400000002,1353.000000000000000,"2279000",PATERNAL,"15"
"655",VTA,TERRENO,-34.664457400000003,-58.478039000000003,168.000000000000000,"120000",VILLA LUGANO,"8"
"656",VTA,TERRENO,-34.618347000000000,-58.478023999999998,986.000000000000000,"329000",VILLA SANTA RITA,"11"
"657",VTA,TERRENO,-34.541507899999999,-58.478017399999999,260.000000000000000,"850000",SAAVEDRA,"12"
"658",VTA,TERRENO,-34.598270599999999,-58.477955700000003,200.000000000000000,"280000",AGRONOMIA,"15"
"659",VTA,TERRENO,-34.542916900000002,-58.477920800000000,293.000000000000000,"650000",SAAVEDRA,"12"
"660",VTA,TERRENO,-34.563270600000003,-58.477725999999997,149.000000000000000,"620000",COGHLAN,"12"
"661",VTA,TERRENO,-34.587721299999998,-58.477693500000001,200.000000000000000,"540000",PARQUE CHAS,"15"
"662",VTA,TERRENO,-34.587777899999999,-58.477669700000000,0.000000000000000,"500000",PARQUE CHAS,"15"
"663",VTA,TERRENO,-34.640673499999998,-58.477656600000003,368.000000000000000,"248000",PARQUE AVELLANEDA,"9"
"664",VTA,TERRENO,-34.588249200000000,-58.477500900000003,400.000000000000000,"660000",PARQUE CHAS,"15"
"665",VTA,TERRENO,-34.587897599999998,-58.477481400000002,360.000000000000000,"900000",PARQUE CHAS,"15"
"666",VTA,TERRENO,-34.561621600000002,-58.477459699999997,400.000000000000000,"650000",COGHLAN,"12"
"667",VTA,TERRENO,-34.553353999999999,-58.477418999999998,756.000000000000000,"1870000",SAAVEDRA,"12"
"668",VTA,TERRENO,-34.547855700000000,-58.477234600000003,344.000000000000000,"460000",SAAVEDRA,"12"
"669",VTA,TERRENO,-34.605409600000002,-58.477159800000003,378.000000000000000,"700000",VILLA DEL PARQUE,"11"
"670",VTA,TERRENO,-34.639432900000003,-58.477156999999998,371.000000000000000,"600000",PARQUE AVELLANEDA,"9"
"671",VTA,TERRENO,-34.639474499999999,-58.477135400000002,372.000000000000000,"580000",PARQUE AVELLANEDA,"9"
"672",VTA,TERRENO,-34.634263400000002,-58.477113000000003,294.000000000000000,"410000",FLORESTA,"10"
"673",VTA,TERRENO,-34.638065699999999,-58.477031799999999,171.000000000000000,"249000",FLORESTA,"10"
"674",VTA,TERRENO,-34.614575899999998,-58.477020300000000,95.000000000000000,"195000",VILLA SANTA RITA,"11"
"675",VTA,TERRENO,-34.656039300000003,-58.476994500000004,156.000000000000000,"350000",PARQUE AVELLANEDA,"9"
"676",VTA,TERRENO,-34.585482200000001,-58.476955699999998,194.000000000000000,"660000",PARQUE CHAS,"15"
"677",VTA,TERRENO,-34.540514799999997,-58.476931700000002,207.000000000000000,"1200000",SAAVEDRA,"12"
"678",VTA,TERRENO,-34.615189999999998,-58.476908999999999,226.000000000000000,"432000",VILLA SANTA RITA,"11"
"679",VTA,TERRENO,-34.540044299999998,-58.476853900000002,205.000000000000000,"1050000",SAAVEDRA,"12"
"680",VTA,TERRENO,-34.636403899999998,-58.476752699999999,351.000000000000000,"1200000",FLORESTA,"10"
"681",VTA,TERRENO,-34.553550600000001,-58.476675700000001,300.000000000000000,"690000",SAAVEDRA,"12"
"682",VTA,TERRENO,-34.549590999999999,-58.476648699999998,268.000000000000000,"545000",SAAVEDRA,"12"
"683",VTA,TERRENO,-34.540414599999998,-58.476639300000002,4000.000000000000000,"2200000",SAAVEDRA,"12"
"684",VTA,TERRENO,-34.539906100000003,-58.476560900000003,205.000000000000000,"1200000",SAAVEDRA,"12"
"685",VTA,TERRENO,-34.552104900000003,-58.476528199999997,136.000000000000000,"370000",SAAVEDRA,"12"
"686",VTA,TERRENO,-34.554532500000001,-58.476515300000003,381.000000000000000,"600000",SAAVEDRA,"12"
"687",VTA,TERRENO,-34.639323300000001,-58.476434099999999,249.000000000000000,"599000",PARQUE AVELLANEDA,"9"
"688",VTA,TERRENO,-34.611246399999999,-58.476334500000000,280.000000000000000,"270000",VILLA GRAL. MITRE,"11"
"689",VTA,TERRENO,-34.540590399999999,-58.476275700000002,400.000000000000000,"2200000",SAAVEDRA,"12"
"690",VTA,TERRENO,-34.579076800000003,-58.476263699999997,87.000000000000000,"330000",VILLA ORTUZAR,"15"
"691",VTA,TERRENO,-34.604710500000003,-58.476241100000003,248.000000000000000,"190000",VILLA DEL PARQUE,"11"
"692",VTA,TERRENO,-34.638900200000002,-58.476103600000002,372.000000000000000,"530000",PARQUE AVELLANEDA,"9"
"693",VTA,TERRENO,-34.638909599999998,-58.476073200000002,280.000000000000000,"550000",PARQUE AVELLANEDA,"9"
"694",VTA,TERRENO,-34.607008299999997,-58.476044000000002,98.000000000000000,"145000",VILLA DEL PARQUE,"11"
"695",VTA,TERRENO,-34.638929500000003,-58.475986499999998,371.000000000000000,"600000",PARQUE AVELLANEDA,"9"
"696",VTA,TERRENO,-34.634234999999997,-58.475948000000002,435.000000000000000,"360000",FLORESTA,"10"
"697",VTA,TERRENO,-34.634242999999998,-58.475943999999998,205.000000000000000,"360000",FLORESTA,"10"
"698",VTA,TERRENO,-34.582632799999999,-58.475848499999998,160.000000000000000,"900000",PARQUE CHAS,"15"
"699",VTA,TERRENO,-34.591384400000003,-58.475836899999997,152.000000000000000,"480000",PARQUE CHAS,"15"
"700",VTA,TERRENO,-34.549969599999997,-58.475774000000001,216.000000000000000,"700000",SAAVEDRA,"12"
"701",VTA,TERRENO,-34.586430000000000,-58.475698100000002,228.000000000000000,"420000",PARQUE CHAS,"15"
"702",VTA,TERRENO,-34.588056000000002,-58.475696999999997,190.000000000000000,"370000",PARQUE CHAS,"15"
"703",VTA,TERRENO,-34.642401000000000,-58.475681999999999,252.000000000000000,"235000",PARQUE AVELLANEDA,"9"
"704",VTA,TERRENO,-34.639519999999997,-58.475675000000003,227.000000000000000,"400000",PARQUE AVELLANEDA,"9"
"705",VTA,TERRENO,-34.563755000000000,-58.475666099999998,216.000000000000000,"330000",COGHLAN,"12"
"706",VTA,TERRENO,-34.558501999999997,-58.475659999999998,164.000000000000000,"930000",COGHLAN,"12"
"707",VTA,TERRENO,-34.588132799999997,-58.475646800000000,204.000000000000000,"410000",PARQUE CHAS,"15"
"708",VTA,TERRENO,-34.634689799999997,-58.475630000000002,2095.000000000000000,"580000",FLORESTA,"10"
"709",VTA,TERRENO,-34.632112999999997,-58.475448999999998,205.000000000000000,"650000",FLORESTA,"10"
"710",VTA,TERRENO,-34.576889000000001,-58.475437200000002,403.000000000000000,"500000",VILLA URQUIZA,"12"
"711",VTA,TERRENO,-34.660894599999999,-58.475365500000002,118.000000000000000,"115000",VILLA LUGANO,"8"
"712",VTA,TERRENO,-34.636054000000001,-58.475344999999997,179.000000000000000,"290000",FLORESTA,"10"
"713",VTA,TERRENO,-34.554456399999999,-58.475271200000002,110.000000000000000,"270000",SAAVEDRA,"12"
"714",VTA,TERRENO,-34.636794299999998,-58.475249900000001,175.000000000000000,"260000",FLORESTA,"10"
"715",VTA,TERRENO,-34.558637400000002,-58.475230400000001,188.000000000000000,"2000000",COGHLAN,"12"
"716",VTA,TERRENO,-34.600691500000003,-58.475203600000000,164.000000000000000,"320000",PATERNAL,"15"
"717",VTA,TERRENO,-34.561034599999999,-58.475187400000003,261.000000000000000,"420000",COGHLAN,"12"
"718",VTA,TERRENO,-34.554598100000000,-58.475172800000003,6409.000000000000000,"220000",COGHLAN,"12"
"719",VTA,TERRENO,-34.554628600000001,-58.475161300000003,511.000000000000000,"250000",COGHLAN,"12"
"720",VTA,TERRENO,-34.541961800000003,-58.475057200000002,300.000000000000000,"600000",SAAVEDRA,"12"
"721",VTA,TERRENO,-34.607927099999998,-58.475052099999999,181.000000000000000,"225000",VILLA GRAL. MITRE,"11"
"722",VTA,TERRENO,-34.636751799999999,-58.474919399999997,167.000000000000000,"269000",FLORESTA,"10"
"723",VTA,TERRENO,-34.643508500000003,-58.474904600000002,440.000000000000000,"350000",PARQUE AVELLANEDA,"9"
"724",VTA,TERRENO,-34.630681600000003,-58.474827300000001,230.000000000000000,"225000",FLORESTA,"10"
"725",VTA,TERRENO,-34.587190100000001,-58.474677100000001,228.000000000000000,"500000",PARQUE CHAS,"15"
"726",VTA,TERRENO,-34.641800699999997,-58.474649200000002,259.000000000000000,"225000",PARQUE AVELLANEDA,"9"
"727",VTA,TERRENO,-34.584008699999998,-58.474584600000000,209.000000000000000,"550000",PARQUE CHAS,"15"
"728",VTA,TERRENO,-34.630739400000003,-58.474564800000003,307.000000000000000,"650000",FLORESTA,"10"
"729",VTA,TERRENO,-34.556874999999998,-58.474528300000003,503.000000000000000,"690000",COGHLAN,"12"
"730",VTA,TERRENO,-34.635662000000004,-58.474494999999997,430.000000000000000,"590000",FLORESTA,"10"
"731",VTA,TERRENO,-34.609248200000003,-58.474480900000003,214.000000000000000,"250000",VILLA GRAL. MITRE,"11"
"732",VTA,TERRENO,-34.575211400000001,-58.474465700000003,661.000000000000000,"850000",VILLA URQUIZA,"12"
"733",VTA,TERRENO,-34.631813700000002,-58.474450900000001,674.000000000000000,"3100000",FLORESTA,"10"
"734",VTA,TERRENO,-34.563666300000001,-58.474398700000002,410.000000000000000,"850000",COGHLAN,"12"
"735",VTA,TERRENO,-34.635005000000000,-58.474367000000001,218.000000000000000,"399000",FLORESTA,"10"
"736",VTA,TERRENO,-34.581289400000003,-58.474357699999999,1200.000000000000000,"950000",PARQUE CHAS,"15"
"737",VTA,TERRENO,-34.544541400000000,-58.474324500000002,369.000000000000000,"850000",SAAVEDRA,"12"
"738",VTA,TERRENO,-34.618335999999999,-58.474288199999997,1100.000000000000000,"650000",VILLA SANTA RITA,"11"
"739",VTA,TERRENO,-34.616371899999997,-58.474280100000001,254.000000000000000,"550000",VILLA SANTA RITA,"11"
