poly_id,operacion,tipo,latitud,longitud,m2total,preciousd,barrio,comuna,lnprecio,lnm2total,residuos,dist_subte,dist_tren,dist_obe,count_delitos,Residuos_Ej_4,Outliers_LH
"360",VTA,TERRENO,-34.597805999999999,-58.493803999999997,169.000000000000000,"414000",VILLA DEL PARQUE,"11",12.933621252807500,5.129898714923070,-0.069435125810578,2510.712367349619853,396.144458580847015,10313.744715826700485,"245",-0.142154366201009,"0"
"361",VTA,TERRENO,-34.562199999999997,-58.493613000000003,366.000000000000000,"800000",VILLA URQUIZA,"12",13.592367006650100,5.902633333401370,0.120243390368427,1499.087286536780084,1083.526436931779926,11255.254608262499460,"132",0.327949634431175,"0"
"362",VTA,TERRENO,-34.594079700000002,-58.493572499999999,371.000000000000000,"450000",AGRONOMIA,"15",13.017002861746500,5.916202062607430,-0.106561311743849,2142.468018297960043,808.734125288597966,10326.551379966800596,"164",-0.074476268757252,"0"
"363",VTA,TERRENO,-34.598849000000001,-58.493557000000003,298.000000000000000,"750000",VILLA DEL PARQUE,"11",13.527828485512501,5.697093486505400,0.191766956700983,2603.461746907410088,279.661452967108005,10284.568668236399390,"289",0.115659966154802,"0"
"365",VTA,TERRENO,-34.585932200000002,-58.493533900000003,301.000000000000000,"395000",VILLA PUEYRREDON,"12",12.886641043883300,5.707110264748880,-0.129130379609452,1445.649445691560004,975.982401479124974,10454.106365234099940,"218",-0.173651346872981,"0"
"366",VTA,TERRENO,-34.648783700000003,-58.493485600000000,373.000000000000000,"320000",MATADEROS,"9",12.676076274775900,5.921578419643820,-0.118952975129780,2966.716788792909938,1600.540007129799960,11423.662283141500666,"256",-0.351719215594202,"0"
"367",VTA,TERRENO,-34.598412400000001,-58.493478300000000,953.000000000000000,"1950000",VILLA DEL PARQUE,"11",14.483339930539900,6.859614903654200,0.464751625184289,2556.870140003939923,328.121414491334974,10279.949647819099482,"261",0.401521560210176,"0"
"368",VTA,TERRENO,-34.575582699999998,-58.493459199999997,350.000000000000000,"490000",VILLA URQUIZA,"12",13.102160670086800,5.857933154483460,-0.343719069241050,664.048291764189003,524.653978214720951,10722.074852186400676,"272",-0.382324848476458,"0"
"369",VTA,TERRENO,-34.565709599999998,-58.493454200000002,445.000000000000000,"780000",VILLA URQUIZA,"12",13.567049198665799,6.098074282166240,-0.019819555896737,1154.508175398120102,1123.749969654440065,11088.645720266800708,"183",0.115469980175838,"0"
"370",VTA,TERRENO,-34.589687699999999,-58.493326799999998,261.000000000000000,"330000",AGRONOMIA,"15",12.706847933442701,5.564520407322690,-0.210240778167681,1736.694006727130045,1287.655819438660046,10365.335423092499695,"172",-0.208061799942700,"0"
"371",VTA,TERRENO,-34.570200399999997,-58.493304000000002,847.000000000000000,"340000",VILLA URQUIZA,"12",12.736700896592300,6.741700694652050,-1.228046711755080,782.166853514991999,708.483085634049985,10896.652388050699301,"238",-1.208963775873720,"0"
"372",VTA,TERRENO,-34.584549600000003,-58.493281899999999,263.000000000000000,"280500",VILLA PUEYRREDON,"12",12.544329003944901,5.572154032177760,-0.392208401978311,1299.403749854820035,909.458625207650016,10461.277731461599615,"220",-0.468856856720924,"0"
"373",VTA,TERRENO,-34.663382599999998,-58.493194699999997,210.000000000000000,"220000",MATADEROS,"9",12.301382825334500,5.347107530717470,-0.156369400463552,3649.462520592369856,2130.053649609570130,12199.024077375999696,"142",-0.176130218603824,"0"
"374",VTA,TERRENO,-34.646724499999998,-58.493074999999997,391.000000000000000,"650000",MATADEROS,"9",13.384727641871800,5.968707559985370,0.562028449921100,2788.249852344019928,1428.199485242929995,11291.155945460899602,"293",0.269827357151794,"0"
"375",VTA,TERRENO,-34.554547599999999,-58.492994099999997,180.000000000000000,"620000",SAAVEDRA,"12",13.337474757021299,5.192956850890210,0.254988411073783,2275.590336605589982,546.875055472949953,11577.223743886199372,"182",0.321696388365523,"0"
"376",VTA,TERRENO,-34.625368299999998,-58.492984499999999,266.000000000000000,"400000",FLORESTA,"10",12.899219826090100,5.583496308781700,-0.223316684413456,2221.125384136790217,1354.241452814730110,10500.413664507099384,"258",0.092913905122233,"0"
"377",VTA,TERRENO,-34.602284500000003,-58.492851399999999,285.000000000000000,"600000",VILLA DEL PARQUE,"11",13.304684934198299,5.652489180268650,-0.005189005372571,2891.435396319719985,119.104379372433996,10207.428314020600737,"306",-0.054045898124653,"0"
"378",VTA,TERRENO,-34.663614500000001,-58.492822799999999,210.000000000000000,"240000",MATADEROS,"9",12.388394202324100,5.347107530717470,-0.069358023473921,3638.374756477459869,2087.847108958159879,12184.470517937199475,"224",-0.117922325035512,"0"
"379",VTA,TERRENO,-34.600099999999998,-58.492815000000000,508.000000000000000,"1940000",VILLA DEL PARQUE,"11",14.478198531039499,6.230481447578480,0.828980134450434,2697.556808675059983,155.451560347966989,10210.395412900099473,"300",0.756601090196036,"0"
"380",VTA,TERRENO,-34.599871000000000,-58.492708999999998,836.000000000000000,"5000000",VILLA DEL PARQUE,"11",15.424948470398400,6.728628613084700,1.483263393968310,2671.735404033110171,182.594254725691997,10201.673764794999443,"290",1.415226182574410,"0"
"381",VTA,TERRENO,-34.657213599999999,-58.492645000000003,208.000000000000000,"129000",MATADEROS,"9",11.767567683343801,5.337538079701320,-0.684566231721205,3232.832050513949980,2482.933211462070176,11797.294311701500192,"154",-0.758696542948766,"0"
"382",VTA,TERRENO,-34.604479800000000,-58.492612899999997,289.000000000000000,"1050000",VILLA DEL PARQUE,"11",13.864300722133700,5.666426688112430,0.546243946391966,3079.283515404560148,355.132318589522015,10185.012021382199237,"306",0.549777492893836,"0"
"383",VTA,TERRENO,-34.659071400000002,-58.492604100000001,2600.000000000000000,"445000",MATADEROS,"9",13.005829561148399,7.863266724009570,-0.929182350481102,3332.845334215980074,2463.059516790030102,11899.344046059099128,"129",-0.959003853399899,"0"
"384",VTA,TERRENO,-34.574996900000002,-58.492591900000001,420.000000000000000,"600000",VILLA URQUIZA,"12",13.304684934198299,6.040254711277410,-0.248237430424417,574.445849474199008,437.250226730976010,10665.076240099100687,"271",-0.309850837183601,"0"
"385",VTA,TERRENO,-34.625950500000002,-58.492483600000000,943.000000000000000,"950000",VELEZ SARSFIELD,"10",13.764217263576700,6.849066282633460,0.208624294376945,2160.206364810930154,1279.829586566550006,10470.832681329600746,"262",0.215248617066457,"0"
"386",VTA,TERRENO,-34.626082799999999,-58.492452299999997,944.000000000000000,"950000",VELEZ SARSFIELD,"10",13.764217263576700,6.850126166145500,0.208002027237334,2153.879031346420106,1269.315699083530035,10471.532262022799841,"260",0.213197389329040,"0"
"387",VTA,TERRENO,-34.602022499999997,-58.492390399999998,296.000000000000000,"750000",VILLA DEL PARQUE,"11",13.527828485512501,5.690359454324060,0.195720567542106,2843.058641479470225,127.267829731267994,10165.600491883000359,"305",0.138724070635586,"0"
"388",VTA,TERRENO,-34.582109000000003,-58.492148200000003,260.000000000000000,"770000",VILLA PUEYRREDON,"12",13.554145793829900,5.560681631015530,0.624343937780394,1013.111037091450044,910.855986444120049,10417.989495939300468,"227",0.495935238460180,"0"
"389",VTA,TERRENO,-34.653283899999998,-58.492145399999998,225.000000000000000,"160000",MATADEROS,"9",11.982929094216001,5.416100402204420,-0.515329466765144,3006.473718033690147,2099.792366617789867,11543.321829295900898,"199",-0.681355397242811,"0"
"390",VTA,TERRENO,-34.651554900000001,-58.492122600000002,132.000000000000000,"290000",MATADEROS,"9",12.577636201962701,4.882801922586370,0.392481973392316,2939.353795805579921,1929.988374767300002,11451.103024068999730,"192",0.195109451177550,"0"
"391",VTA,TERRENO,-34.618144800000003,-58.492091000000002,284.000000000000000,"300000",FLORESTA,"10",12.611537753638300,5.648974238161210,-0.549441437933245,2486.160381423339913,1865.581757766409964,10264.517067953500373,"256",-0.148449102074952,"0"
"392",VTA,TERRENO,-34.611943799999999,-58.492022400000003,150.000000000000000,"279000",VILLA DEL PARQUE,"11",12.538967060803500,5.010635294096260,-0.394068691118293,2923.342766796679825,1181.137309670780041,10172.707516838099764,"230",-0.327591889946879,"0"
"393",VTA,TERRENO,-34.657713500000000,-58.491993600000001,372.000000000000000,"220000",MATADEROS,"9",12.301382825334500,5.918893854273150,-0.492070292104436,3207.723893788169789,2556.053449613039902,11773.954237873900638,"145",-0.557707986060176,"0"
"394",VTA,TERRENO,-34.579307000000000,-58.491990999999999,335.000000000000000,"1050000",VILLA URQUIZA,"12",13.864300722133700,5.814130531825070,0.444137896409500,755.476130810363998,636.365700849805989,10479.498362376700243,"257",0.427755216277323,"0"
"395",VTA,TERRENO,-34.600771700000003,-58.491989300000000,144.000000000000000,"550000",VILLA DEL PARQUE,"11",13.217673557208700,4.969813299576000,0.308604765310999,2709.534003962559837,156.255819763354992,10132.139236675000575,"310",0.223691451124609,"0"
"396",VTA,TERRENO,-34.571959800000002,-58.491980800000000,115.000000000000000,"599000",VILLA URQUIZA,"12",13.303016877097599,4.744932128363250,0.510590047490103,576.286423629561000,487.487727114354016,10717.069118734600124,"310",0.434633983184457,"0"
"397",VTA,TERRENO,-34.604191700000001,-58.491949300000002,349.000000000000000,"990000",VILLA DEL PARQUE,"11",13.805460222110799,5.855071922202430,0.376648133275840,3019.402172227089977,345.038698758667010,10123.883374094199098,"317",0.365716249444979,"0"
"398",VTA,TERRENO,-34.603580999999998,-58.491888000000003,730.000000000000000,"1150000",VILLA DEL PARQUE,"11",13.955272500339399,6.593044534142440,0.093190055728510,2959.444163329969797,287.908568092538985,10118.037351227700128,"321",0.071313810924813,"0"
"399",VTA,TERRENO,-34.645707199999997,-58.491867200000002,1100.000000000000000,"800000",PARQUE AVELLANEDA,"9",13.592367006650100,7.003065458786460,-0.005923930140020,2631.051585775209787,1409.387112299709997,11143.169637199800491,"269",0.260140723673621,"0"
"400",VTA,TERRENO,-34.637303600000003,-58.491860099999997,171.000000000000000,"299500",VELEZ SARSFIELD,"10",12.609869696537601,5.141663556502660,0.056708219556605,2164.884855284859896,948.978604308202989,10784.893753842199658,"345",0.007801578683052,"0"
"401",VTA,TERRENO,-34.582008999999999,-58.491830999999998,1329.000000000000000,"595000",VILLA URQUIZA,"12",13.296316684527801,7.192182058713250,-0.932912583056512,988.641726772513948,888.486858304652969,10392.209243027800767,"234",-0.872929525143739,"0"
"402",VTA,TERRENO,-34.554077700000001,-58.491754999999998,241.000000000000000,"420000",SAAVEDRA,"12",12.948009990259600,5.484796933490650,-0.305818292193665,2298.845837163350097,430.616636180866010,11501.759317202100647,"236",-0.260490180924475,"0"
"403",VTA,TERRENO,-34.573937999999998,-58.491731999999999,143.000000000000000,"389900",VILLA URQUIZA,"12",12.873645574970700,4.962844630259910,-0.046719643808987,492.417762272569973,367.380705987585998,10625.539095744699807,"360",-0.162503480937763,"0"
"404",VTA,TERRENO,-34.601703000000001,-58.491701499999998,212.000000000000000,"600000",VILLA DEL PARQUE,"11",13.304684934198299,5.356586274672010,0.168538251044130,2777.486023146529988,171.882142311721992,10103.088808202799555,"300",0.101415417185695,"0"
"405",VTA,TERRENO,-34.637398900000001,-58.491701300000003,160.000000000000000,"299000",VELEZ SARSFIELD,"10",12.608198852372800,5.075173815233830,0.094074100317484,2154.804908494089887,964.769439091769982,10774.914302813600443,"342",0.044900064544502,"0"
"406",VTA,TERRENO,-34.603748699999997,-58.491658700000002,506.000000000000000,"550000",VILLA DEL PARQUE,"11",13.217673557208700,6.226536669287470,-0.429228824577227,2963.639444823480062,314.877331872078003,10097.020761044799656,"313",-0.449168793520842,"0"
"407",VTA,TERRENO,-34.554518999999999,-58.491599000000001,129.000000000000000,"410000",SAAVEDRA,"12",12.923912438680500,4.859812404361670,0.037018192679316,2247.962983632669875,419.220692796733999,11465.860814269299226,"223",0.070498614754756,"0"
"408",VTA,TERRENO,-34.554518799999997,-58.491598600000003,129.000000000000000,"1000000",SAAVEDRA,"12",13.815510557964300,4.859812404361670,0.928616311963099,2247.976849443090032,419.181622014049026,11465.839035041299212,"223",0.962094965859238,"0"
"409",VTA,TERRENO,-34.644187899999999,-58.491573299999999,192.000000000000000,"205000",PARQUE AVELLANEDA,"9",12.230765258120501,5.257495372027780,-0.342685785853382,2506.169649420180122,1308.652355589420040,11048.941379596599290,"243",-0.115614935559931,"0"
"410",VTA,TERRENO,-34.554242000000002,-58.491548899999998,362.000000000000000,"880000",SAAVEDRA,"12",13.687677186454399,5.891644211825770,0.194985208819652,2277.035537914429824,412.124104317425974,11476.438302542799647,"235",0.237591274375763,"0"
"411",VTA,TERRENO,-34.575065600000002,-58.491546600000000,401.000000000000000,"750000",VILLA URQUIZA,"12",13.527828485512501,5.993961427306570,0.002085324144179,480.775351769177973,342.445945268405978,10571.255959017100395,"355",-0.110262284087869,"0"
"412",VTA,TERRENO,-34.650587999999999,-58.491439000000000,309.000000000000000,"260000",MATADEROS,"9",12.468436909997701,5.733341276897750,-0.216076620912106,2847.633189574769858,1868.442281673779917,11345.957950229199923,"192",-0.431114845947222,"0"
"413",VTA,TERRENO,-34.580359899999998,-58.491399399999999,269.000000000000000,"1100000",VILLA URQUIZA,"12",13.910820737768599,5.594711379601840,0.619480869170005,812.866688725301969,706.587509005885977,10397.493113785099922,"255",0.615594929120450,"0"
"414",VTA,TERRENO,-34.569529500000002,-58.491387799999998,197.000000000000000,"420000",VILLA URQUIZA,"12",12.948009990259600,5.283203728737990,-0.160440935669589,702.133512619558019,660.724080038603006,10757.361591411299742,"274",-0.184335380740186,"0"
"415",VTA,TERRENO,-34.666440000000001,-58.491270000000000,500.000000000000000,"300000",VILLA LUGANO,"8",12.611537753638300,6.214608098422190,-0.122645180814745,3735.561185185720205,1767.502171571090003,12241.318631516400274,"283",-0.045183174582600,"0"
"416",VTA,TERRENO,-34.566464300000000,-58.491247299999998,236.000000000000000,"450000",VILLA URQUIZA,"12",13.017002861746500,5.463831805025610,-0.197496431845681,978.912004185502042,966.914865518214015,10869.502810119400237,"239",-0.132747330980081,"0"
"417",VTA,TERRENO,-34.608537900000002,-58.491175599999998,230.000000000000000,"420000",VILLA DEL PARQUE,"11",12.948009990259600,5.438079308923200,-0.235981986028793,3154.196333227770083,824.010024294128016,10067.695684659700419,"262",-0.170870671191743,"0"
"418",VTA,TERRENO,-34.637821000000002,-58.491100000000003,500.000000000000000,"299000",VELEZ SARSFIELD,"10",12.608198852372800,6.214608098422190,-0.574898012295978,2120.107171680329884,1026.351411449119951,10739.717167732000235,"347",-0.618222388310361,"0"
"419",VTA,TERRENO,-34.623197400000002,-58.491032400000002,350.000000000000000,"360000",FLORESTA,"10",12.793859310432300,5.857933154483460,-0.489801539716706,2131.290005876220221,1378.923971750800092,10272.599963709200892,"249",-0.188691029287245,"0"
"420",VTA,TERRENO,-34.642814500000000,-58.490993500000002,520.000000000000000,"1250000",VILLA LURO,"10",14.038654109278500,6.253828811575470,0.620660914971398,2374.336200660050054,1254.271802550219945,10938.922255729999961,"231",0.560840391044555,"0"
"421",VTA,TERRENO,-34.572745099999999,-58.490960800000003,420.000000000000000,"1290000",VILLA URQUIZA,"12",14.070152776337901,6.040254711277410,0.517230411715155,454.693911517807010,360.081629966114974,10600.238519529999394,"396",0.391862038000801,"0"
"422",VTA,TERRENO,-34.646407000000004,-58.490865999999997,1079.000000000000000,"900000",PARQUE AVELLANEDA,"9",13.710150042306401,6.983789965258130,0.123175921077881,2611.713162010520136,1528.556218762779963,11092.929432259899841,"266",0.395806699573131,"0"
"423",VTA,TERRENO,-34.571003699999999,-58.490756699999999,140.000000000000000,"650000",VILLA URQUIZA,"12",13.384727641871800,4.941642422609300,0.476810429838442,544.192964717002951,490.816026279455002,10646.534453419100828,"343",0.385990654958240,"0"
"424",VTA,TERRENO,-34.625929499999998,-58.490636400000000,164.000000000000000,"320000",FLORESTA,"10",12.676076274775900,5.099866427824200,-0.162516784173953,1996.997017661260088,1144.496509096750060,10305.782879369100556,"293",0.077898023058458,"0"
"425",VTA,TERRENO,-34.626031500000003,-58.490544399999997,318.000000000000000,"360000",FLORESTA,"10",12.793859310432300,5.762051382780180,-0.433508489451461,1985.878010141190089,1130.845069351089933,10300.323840295499394,"293",-0.191325715131681,"0"
"426",VTA,TERRENO,-34.579349499999999,-58.490501399999999,88.000000000000000,"480000",VILLA URQUIZA,"12",13.081541382884099,4.477336814478210,0.446222168078406,673.842099548994952,569.502279150882032,10346.247486894499161,"282",0.389036815941330,"0"
"427",VTA,TERRENO,-34.601494199999998,-58.490463499999997,208.000000000000000,"520000",VILLA DEL PARQUE,"11",13.161584090557600,5.337538079701320,0.036620773938088,2694.235050325669818,281.760953539665024,9990.064456124109711,"285",-0.034118390058468,"0"
"428",VTA,TERRENO,-34.609243599999999,-58.490388799999998,218.000000000000000,"299000",VILLA DEL PARQUE,"11",12.608198852372800,5.384495062789090,-0.544333331220126,3047.979546963919802,919.793680926193019,10000.247463332099869,"253",-0.488588164275993,"0"
"429",VTA,TERRENO,-34.592433900000003,-58.490375499999999,373.000000000000000,"425000",AGRONOMIA,"15",12.959844447906599,5.921578419643820,-0.166876233140100,1836.866022283450093,1032.710372997109971,10055.669571254300536,"95",-0.155425139461097,"0"
"430",VTA,TERRENO,-34.571013299999997,-58.490333700000001,3000.000000000000000,"1680000",VILLA URQUIZA,"12",14.334304351379400,8.006367567650249,-0.372940549057979,515.492050763532006,469.839473976449995,10609.669670114999462,"366",-0.454664342137063,"0"
"431",VTA,TERRENO,-34.578944999999997,-58.490310000000001,194.000000000000000,"890000",VILLA URQUIZA,"12",13.698976741708300,5.267858159063330,0.599535337711232,626.927223533228016,521.445766039671980,10341.060030344800907,"292",0.533184228608247,"0"
"432",VTA,TERRENO,-34.601480000000002,-58.490225100000004,1940.000000000000000,"1200000",VILLA DEL PARQUE,"11",13.997832114758200,7.570443252057370,-0.438089905189707,2680.897095267389886,303.537295837246006,9968.239039431369747,"292",-0.494758611645656,"0"
"433",VTA,TERRENO,-34.571029299999999,-58.490128499999997,128.000000000000000,"800000",VILLA URQUIZA,"12",13.592367006650100,4.852030263919620,0.737061898709910,501.142984659921012,459.380156042466012,10591.362252443099351,"380",0.623581406745557,"0"
"434",VTA,TERRENO,-34.570957600000000,-58.490119999999997,1445.000000000000000,"650000",VILLA URQUIZA,"12",13.384727641871800,7.275864600546530,-0.893632398434544,506.436202350858991,466.117115844682019,10593.343923027599885,"382",-0.987689272754287,"0"
"435",VTA,TERRENO,-34.550438000000000,-58.490048799999997,170.000000000000000,"250000",SAAVEDRA,"12",12.429216196844401,5.135798437050260,-0.619711930411330,2604.418465287330037,487.582820879835026,11564.935298316600893,"189",-0.505214821527827,"0"
"436",VTA,TERRENO,-34.565525399999999,-58.490039699999997,277.000000000000000,"390000",VILLA URQUIZA,"12",12.873902018105801,5.624017506187340,-0.434643740910211,1031.517004792570106,1038.908497045619924,10807.289009721900584,"253",-0.359024397209887,"0"
"437",VTA,TERRENO,-34.582149500000000,-58.489990200000001,74.000000000000000,"375000",VILLA URQUIZA,"12",12.834681304952500,4.304065093204170,0.301091475638523,929.509844267077028,848.342472690276963,10224.294368474500516,"243",0.318107730298951,"0"
"438",VTA,TERRENO,-34.606645999999998,-58.489860999999998,139.000000000000000,"430000",VILLA DEL PARQUE,"11",12.971540487669699,4.934473933130690,0.083219755557677,3160.853992852690226,675.221237373317990,9937.915786341449348,"296",0.119144393709654,"0"
"439",VTA,TERRENO,-34.549750699999997,-58.489749099999997,250.000000000000000,"590000",SAAVEDRA,"12",13.287877815881901,5.521460917862250,0.012523778548591,2595.751827236430017,539.193198905892018,11580.411649486000897,"227",0.123003030286507,"0"
"440",VTA,TERRENO,-34.563861000000003,-58.489522000000001,301.000000000000000,"585000",VILLA URQUIZA,"12",13.279367126214000,5.707110264748880,-0.077963138462390,1195.297722208410050,1090.582433921689926,10837.324354242200570,"216",0.041830253488051,"0"
"441",VTA,TERRENO,-34.559086100000002,-58.489472399999997,292.000000000000000,"350000",SAAVEDRA,"12",12.765688433465600,5.676753802268280,-0.600839452581700,1713.397965018220020,598.408766280523992,11059.216150926100454,"229",-0.649439374094453,"0"
"442",VTA,TERRENO,-34.555408600000000,-58.489403199999998,149.000000000000000,"750000",SAAVEDRA,"12",13.527828485512501,5.003946305945460,0.556311929945628,2115.972732470329902,260.881875292790994,11241.642396828399797,"257",0.538384943903323,"0"
"443",VTA,TERRENO,-34.585118000000001,-58.489344000000003,240.000000000000000,"498000",VILLA PUEYRREDON,"12",13.118355356006800,5.480638923341990,0.235547293317505,1115.213008066870088,1162.596405554920011,10094.703190996300691,"157",0.156278685090350,"0"
"444",VTA,TERRENO,-34.601540000000000,-58.489331999999997,290.000000000000000,"600000",VILLA DEL PARQUE,"11",13.304684934198299,5.669880922980520,-0.015399853892446,2642.640802548919964,385.676039435174005,9886.184064134849905,"284",-0.085857561153875,"0"
"446",VTA,TERRENO,-34.635697999999998,-58.489193000000000,217.000000000000000,"640000",VELEZ SARSFIELD,"10",13.369223455335900,5.379897353540460,0.676192774091146,1876.460240074819922,845.744388348167945,10494.072692997100603,"414",0.543310007517784,"0"
"447",VTA,TERRENO,-34.626123399999997,-58.489135599999997,325.000000000000000,"675000",FLORESTA,"10",13.422467969854701,5.783825182329740,0.182316576481404,1858.666666570389907,1025.939977764810010,10177.514799642700382,"309",0.385691955709249,"0"
"448",VTA,TERRENO,-34.549673900000002,-58.489114399999998,254.000000000000000,"350000",SAAVEDRA,"12",12.765688433465600,5.537334267018540,-0.518984989878834,2541.623366387219903,523.110506276741944,11534.952746818100422,"239",-0.423661519039098,"0"
"449",VTA,TERRENO,-34.638297999999999,-58.488809000000003,262.000000000000000,"290000",VELEZ SARSFIELD,"10",12.577636201962701,5.568344503761100,-0.226033495554520,1948.989896837510059,979.137433036692983,10562.671836706000249,"393",-0.325448513656505,"0"
"450",VTA,TERRENO,-34.564745899999998,-58.488785800000002,197.000000000000000,"300000",VILLA URQUIZA,"12",12.611537753638300,5.283203728737990,-0.496913172290803,1084.564734485910094,986.789247135820005,10735.866951825299111,"252",-0.421338693520984,"0"
"451",VTA,TERRENO,-34.626373200000003,-58.488781299999999,239.000000000000000,"320000",FLORESTA,"10",12.676076274775900,5.476463551931510,-0.383620341821230,1819.920234181299975,983.266752428902009,10152.888950141999885,"320",-0.196732800744901,"0"
"452",VTA,TERRENO,-34.552948399999998,-58.488768200000003,123.000000000000000,"300000",SAAVEDRA,"12",12.611537753638300,4.812184355372420,-0.247393636564919,2380.750781646369887,200.164296474808992,11323.276743924299808,"266",-0.227363724537531,"0"
"453",VTA,TERRENO,-34.570884000000000,-58.488693599999998,386.000000000000000,"1070000",VILLA URQUIZA,"12",13.883169206438099,5.955837369464830,0.379809022212097,435.954893096061028,431.828823822879997,10473.251214575999256,"487",0.228083377951819,"0"
"454",VTA,TERRENO,-34.605793400000003,-58.488693599999998,71.000000000000000,"350000",VILLA DEL PARQUE,"11",12.765688433465600,4.262679877041320,0.271784031960796,3028.459230223149916,661.607776144961008,9828.087064656399889,"310",0.271828058679803,"0"
"455",VTA,TERRENO,-34.570884700000001,-58.488693200000000,444.000000000000000,"1000000",VILLA URQUIZA,"12",13.815510557964300,6.095824562432220,0.229962634085425,435.869188041759003,431.745797710293004,10473.189886868200119,"487",0.079277124166671,"0"
"456",VTA,TERRENO,-34.551048999999999,-58.488660299999999,159.000000000000000,"230000",SAAVEDRA,"12",12.345834587905300,5.068904202220230,-0.663819332617996,2465.407925102520039,366.138848651026990,11420.745118522399935,"231",-0.600113611045847,"0"
"457",VTA,TERRENO,-34.624681699999996,-58.488584400000001,212.169999999999987,"360000",FLORESTA,"10",12.793859310432300,5.357387840125020,-0.195926885122189,1861.384474321290099,1107.304456344739947,10090.232041646799189,"310",0.009100498030698,"0"
"458",VTA,TERRENO,-34.550998300000003,-58.488563399999997,212.000000000000000,"360000",SAAVEDRA,"12",12.793859310432300,5.356586274672010,-0.384695341452716,2457.880234613499852,367.879161159022999,11415.970054831999732,"232",-0.320342411235981,"0"
"459",VTA,TERRENO,-34.639625000000002,-58.488542500000001,500.000000000000000,"239000",VELEZ SARSFIELD,"10",12.384218830913600,6.214608098422190,-0.798878033755153,1995.697142387590020,1067.204283875189958,10594.596548002200507,"330",-0.859200783899834,"0"
"460",VTA,TERRENO,-34.602417000000003,-58.488517799999997,247.000000000000000,"598000",VILLA DEL PARQUE,"11",13.301346032932800,5.509388336627980,0.075487885320707,2688.817443767959958,474.339663498616005,9809.753842091720799,"273",0.020374311051498,"0"
"461",VTA,TERRENO,-34.549677199999998,-58.488476200000001,134.000000000000000,"239000",SAAVEDRA,"12",12.384218830913600,4.897839799950910,-0.525001640952292,2485.019257001600181,504.641353713908984,11484.712130699299450,"243",-0.448369719996056,"0"
"462",VTA,TERRENO,-34.621617899999997,-58.488390199999998,1231.000000000000000,"1800000",FLORESTA,"10",14.403297222866399,7.115582126184450,0.381259353578784,1993.284862417900058,1377.325105984069978,9999.399378242229432,"269",0.654836711927343,"0"
"463",VTA,TERRENO,-34.585032200000001,-58.488378900000001,221.000000000000000,"560000",PARQUE CHAS,"15",13.235692062711299,5.398162701517750,0.160588857993693,1049.196210867909940,1145.920513205820043,10009.969176054199124,"169",0.214515541683951,"0"
"464",VTA,TERRENO,-34.605356999999998,-58.488310400000003,382.000000000000000,"700000",VILLA DEL PARQUE,"11",13.458835614025499,5.945420608606580,-0.023021000946088,2969.563367224190188,651.911843110454015,9791.856602727859354,"281",-0.014069071127819,"0"
"465",VTA,TERRENO,-34.626280700000002,-58.488215699999998,260.000000000000000,"270000",FLORESTA,"10",12.506177237980500,5.560681631015530,-0.602964570073772,1772.766648838060064,953.009536624374050,10100.101754060600797,"345",-0.434611836516339,"0"
"466",VTA,TERRENO,-34.598989899999999,-58.488202600000001,227.000000000000000,"750000",VILLA DEL PARQUE,"11",13.527828485512501,5.424950017481400,0.351544834278541,2348.173896756889917,555.564620014530988,9793.249639801069861,"241",0.253606349786774,"0"
"467",VTA,TERRENO,-34.610160499999999,-58.488188899999997,1645.000000000000000,"2100000",VILLA DEL PARQUE,"11",14.557447902693699,7.405495663199470,0.218368095251380,2844.120560730899797,1091.375792962840023,9805.923373378889664,"317",0.246760030860063,"0"
"468",VTA,TERRENO,-34.557443599999999,-58.488171500000000,331.000000000000000,"550000",SAAVEDRA,"12",13.217673557208700,5.802118375377060,-0.222456996896685,1879.185387649599988,387.444269869835978,11035.823567329200159,"263",-0.270893183529446,"0"
"469",VTA,TERRENO,-34.640539500000003,-58.488157200000003,280.000000000000000,"260000",VELEZ SARSFIELD,"10",12.468436909997701,5.634789603169250,-0.374243302807417,2018.062615387339974,1124.306592157440036,10600.711228529600703,"294",-0.419924270538807,"0"
"470",VTA,TERRENO,-34.585715200000003,-58.488140399999999,225.000000000000000,"560000",AGRONOMIA,"15",13.235692062711299,5.416100402204420,0.405742070589260,1095.021339870269912,1220.929940404970012,9973.222198657080298,"177",0.279088733047845,"0"
"471",VTA,TERRENO,-34.601676200000000,-58.488131400000000,600.000000000000000,"380000",VILLA DEL PARQUE,"11",12.847926531702599,6.396929655216150,-0.899015104170228,2599.798397300060060,496.507120237575009,9775.745634468019489,"264",-0.959013804450711,"0"
"472",VTA,TERRENO,-34.623450800000001,-58.488083199999998,520.000000000000000,"685000",FLORESTA,"10",13.437174117244400,6.253828811575470,-0.078920632785422,1873.074808213520100,1189.593157371469943,10014.594108453300578,"304",0.141698402005651,"0"
"473",VTA,TERRENO,-34.610627000000001,-58.488028000000000,275.000000000000000,"550000",VILLA SANTA RITA,"11",13.217673557208700,5.616771097666570,0.258319875619938,2793.884192102319957,1144.286318878899920,9795.199754679029866,"323",0.443788685026696,"0"
