POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,count_delitos_OPERACION,count_delitos_TIPO,count_delitos_LATITUD,count_delitos_LONGITUD,count_delitos_M2TOTAL,count_delitos_PRECIOUSD,count_delitos_BARRIO,count_delitos_COMUNA,count_delitos_NUMPOINTS,dist_sub_TargetID,dist_sub_Distance,dist_train_TargetID,dist_train_Distance,dist_ob_TargetID,dist_ob_Distance
"15,VTA,TERRENO,-34.6504799,-58.4708227,600,""630000"",PARQUE AVELLANEDA,""9"",VTA,TERRENO,-34.650479900000001,-58.470822699999999,600.000000000000000,""630000"",PARQUE AVELLANEDA,""9"",212.000000000000000,67.000000000000000,1157.223797570256465,""140"",2210.390275874551207,Obelisco,9699.978711523857783,,,,,,,,,,,,,,,,,,,,,,,"
"16,VTA,TERRENO,-34.6354679,-58.5291461,172,""250000"",LINIERS,""9"",VTA,TERRENO,-34.635467900000002,-58.529146099999998,172.000000000000000,""250000"",LINIERS,""9"",354.000000000000000,83.000000000000000,5481.873388610313668,""234"",456.975884666131151,Obelisco,13988.929499772504641,,,,,,,,,,,,,,,,,,,,,,,"
"17,VTA,TERRENO,-34.6142229,-58.5291184,150,""210000"",VILLA REAL,""10"",VTA,TERRENO,-34.614222900000001,-58.529118400000002,150.000000000000000,""210000"",VILLA REAL,""10"",181.000000000000000,83.000000000000000,5752.898926875254801,""348"",1237.340889271279821,Obelisco,13584.012048507416694,,,,,,,,,,,,,,,,,,,,,,,"
"18,VTA,TERRENO,-34.6180411,-58.5281749,120,""165000"",VILLA REAL,""10"",VTA,TERRENO,-34.618041099999999,-58.528174900000003,120.000000000000000,""165000"",VILLA REAL,""10"",161.000000000000000,83.000000000000000,5548.730853689576179,""348"",1652.845692548673242,Obelisco,13541.278785766926376,,,,,,,,,,,,,,,,,,,,,,,"
"19,VTA,TERRENO,-34.6167463,-58.5277427,300,""180000"",VILLA REAL,""10"",VTA,TERRENO,-34.616746300000003,-58.527742699999997,300.000000000000000,""180000"",VILLA REAL,""10"",191.000000000000000,83.000000000000000,5548.801483908241607,""348"",1508.136684528520163,Obelisco,13485.659105585322322,,,,,,,,,,,,,,,,,,,,,,,"
"20,VTA,TERRENO,-34.6458032,-58.5276253,245,""295000"",LINIERS,""9"",VTA,TERRENO,-34.645803200000003,-58.527625299999997,245.000000000000000,""295000"",LINIERS,""9"",208.000000000000000,83.000000000000000,5574.110991368482246,""234"",777.783384104920970,Obelisco,14189.779756081417872,,,,,,,,,,,,,,,,,,,,,,,"
"21,VTA,TERRENO,-34.6231052,-58.5276167,196,""390000"",VILLA REAL,""10"",VTA,TERRENO,-34.623105199999998,-58.527616700000003,196.000000000000000,""390000"",VILLA REAL,""10"",132.000000000000000,83.000000000000000,5382.997998651695525,""234"",1753.067947448005953,Obelisco,13568.521484855562449,,,,,,,,,,,,,,,,,,,,,,,"
"22,VTA,TERRENO,-34.6483824,-58.5272529,238,""230000"",LINIERS,""9"",VTA,TERRENO,-34.648382400000003,-58.527252900000001,238.000000000000000,""230000"",LINIERS,""9"",127.000000000000000,83.000000000000000,5634.548115022514139,""234"",1058.246957217808813,Obelisco,14254.676766869228231,,,,,,,,,,,,,,,,,,,,,,,"
"23,VTA,TERRENO,-34.611725,-58.527252,279,""440000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.611725000000000,-58.527251999999997,279.000000000000000,""440000"",VILLA DEVOTO SUR,""11"",210.000000000000000,81.000000000000000,5592.325730383056907,""348"",951.084562895872295,Obelisco,13392.039292305467825,,,,,,,,,,,,,,,,,,,,,,,"
"24,VTA,TERRENO,-34.6484188,-58.5272507,238,""238000"",LINIERS,""9"",VTA,TERRENO,-34.648418800000002,-58.527250700000003,238.000000000000000,""238000"",LINIERS,""9"",128.000000000000000,83.000000000000000,5635.764452871049798,""234"",1062.256525132438355,Obelisco,14255.894793718924120,,,,,,,,,,,,,,,,,,,,,,,"
"25,VTA,TERRENO,-34.651434,-58.526976,147,""199000"",LINIERS,""9"",VTA,TERRENO,-34.651434000000002,-58.526975999999998,147.000000000000000,""199000"",LINIERS,""9"",107.000000000000000,83.000000000000000,5737.744197155424445,""234"",1394.681220331830673,Obelisco,14352.508267909995993,,,,,,,,,,,,,,,,,,,,,,,"
"26,VTA,TERRENO,-34.6304039,-58.5268168,210,""285000"",VERSALLES,""10"",VTA,TERRENO,-34.630403899999997,-58.526816799999999,210.000000000000000,""285000"",VERSALLES,""10"",145.000000000000000,83.000000000000000,5243.058096532761738,""234"",940.500902113476741,Obelisco,13649.191326308422504,,,,,,,,,,,,,,,,,,,,,,,"
"27,VTA,TERRENO,-34.6192592,-58.5267601,150,""215000"",VILLA REAL,""10"",VTA,TERRENO,-34.619259200000002,-58.526760099999997,150.000000000000000,""215000"",VILLA REAL,""10"",185.000000000000000,83.000000000000000,5389.851025000732989,""348"",1787.845737489162730,Obelisco,13429.229399888075932,,,,,,,,,,,,,,,,,,,,,,,"
"28,VTA,TERRENO,-34.6487204,-58.5265158,400,""270000"",LINIERS,""9"",VTA,TERRENO,-34.648720400000002,-58.526515799999999,400.000000000000000,""270000"",LINIERS,""9"",138.000000000000000,83.000000000000000,5584.536636249878939,""234"",1092.551948618333881,Obelisco,14204.516336749411494,,,,,,,,,,,,,,,,,,,,,,,"
"29,VTA,TERRENO,-34.6437406,-58.5261273,325,""450000"",LINIERS,""9"",VTA,TERRENO,-34.643740600000001,-58.526127299999999,325.000000000000000,""450000"",LINIERS,""9"",321.000000000000000,83.000000000000000,5377.338540392001960,""234"",540.359604822422170,Obelisco,13985.711817023468029,,,,,,,,,,,,,,,,,,,,,,,"
"30,VTA,TERRENO,-34.653615,-58.525846,203,""299900"",LINIERS,""9"",VTA,TERRENO,-34.653615000000002,-58.525846000000001,203.000000000000000,""299900"",LINIERS,""9"",101.000000000000000,83.000000000000000,5745.750245837744842,""234"",1636.042056689703259,Obelisco,14348.076065775831012,,,,,,,,,,,,,,,,,,,,,,,"
"31,VTA,TERRENO,-34.6524664,-58.5257267,0,""200000"",LINIERS,""9"",VTA,TERRENO,-34.652466400000002,-58.525726700000000,0.000000000000000,""200000"",LINIERS,""9"",122.000000000000000,83.000000000000000,5680.671058709342105,""234"",1509.044692994748175,Obelisco,14289.186954781749591,,,,,,,,,,,,,,,,,,,,,,,"
"32,VTA,TERRENO,-34.6141623,-58.525619,360,""790000"",VILLA REAL,""10"",VTA,TERRENO,-34.614162299999997,-58.525618999999999,360.000000000000000,""790000"",VILLA REAL,""10"",252.000000000000000,83.000000000000000,5451.844881137530137,""348"",1232.920748751412702,Obelisco,13263.705675210629124,,,,,,,,,,,,,,,,,,,,,,,"
"33,VTA,TERRENO,-34.6335909,-58.5253013,160,""150000"",VERSALLES,""10"",VTA,TERRENO,-34.633590900000002,-58.525301300000002,160.000000000000000,""150000"",VERSALLES,""10"",200.000000000000000,83.000000000000000,5113.902735600174310,""234"",593.644713307357847,Obelisco,13595.699271321651395,,,,,,,,,,,,,,,,,,,,,,,"
"34,VTA,TERRENO,-34.6512917,-58.5246805,188,""195000"",LINIERS,""9"",VTA,TERRENO,-34.651291700000002,-58.524680500000002,188.000000000000000,""195000"",LINIERS,""9"",145.000000000000000,83.000000000000000,5539.038144575026308,""234"",1386.063916627237859,Obelisco,14151.275461350754995,,,,,,,,,,,,,,,,,,,,,,,"
"35,VTA,TERRENO,-34.624261,-58.524103,160,""205000"",VERSALLES,""10"",VTA,TERRENO,-34.624260999999997,-58.524102999999997,160.000000000000000,""205000"",VERSALLES,""10"",194.000000000000000,83.000000000000000,5045.222070082061691,""234"",1633.880545956705646,Obelisco,13272.032531799004573,,,,,,,,,,,,,,,,,,,,,,,"
"36,VTA,TERRENO,-34.608865,-58.524078,329,""520000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.608865000000002,-58.524078000000003,329.000000000000000,""520000"",VILLA DEVOTO SUR,""11"",189.000000000000000,81.000000000000000,5161.748206153598403,""348"",705.596731938263133,Obelisco,13083.653330013392406,,,,,,,,,,,,,,,,,,,,,,,"
"37,VTA,TERRENO,-34.615139,-58.523296,241,""850000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.615138999999999,-58.523296000000002,241.000000000000000,""850000"",VILLA DEVOTO SUR,""11"",266.000000000000000,83.000000000000000,5214.832906903623552,""348"",1383.453527278657020,Obelisco,13061.652331952393070,,,,,,,,,,,,,,,,,,,,,,,"
"38,VTA,TERRENO,-34.6295935,-58.523183,320,""299000"",VERSALLES,""10"",VTA,TERRENO,-34.629593499999999,-58.523183000000003,320.000000000000000,""299000"",VERSALLES,""10"",165.000000000000000,83.000000000000000,4911.320991464922372,""234"",1069.338075624430985,Obelisco,13304.411423880372240,,,,,,,,,,,,,,,,,,,,,,,"
"39,VTA,TERRENO,-34.602125,-58.5230989,945,""2600000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.602125000000001,-58.523098900000001,945.000000000000000,""2600000"",VILLA DEVOTO NORTE,""11"",82.000000000000000,81.000000000000000,4567.244273524119308,""348"",416.234223069266648,Obelisco,12981.951362828020137,,,,,,,,,,,,,,,,,,,,,,,"
"40,VTA,TERRENO,-34.629831,-58.5230896,350,""350000"",VERSALLES,""10"",VTA,TERRENO,-34.629831000000003,-58.523089599999999,350.000000000000000,""350000"",VERSALLES,""10"",184.000000000000000,83.000000000000000,4902.159121336602766,""234"",1046.407455382895023,Obelisco,13301.785131411188559,,,,,,,,,,,,,,,,,,,,,,,"
"41,VTA,TERRENO,-34.631777,-58.522672,316,""500000"",VERSALLES,""10"",VTA,TERRENO,-34.631777000000000,-58.522672000000000,316.000000000000000,""500000"",VERSALLES,""10"",189.000000000000000,83.000000000000000,4864.294475321962636,""234"",856.036005560497870,Obelisco,13313.414368631463731,,,,,,,,,,,,,,,,,,,,,,,"
"42,VTA,TERRENO,-34.639087,-58.522496,242,""780000"",LINIERS,""9"",VTA,TERRENO,-34.639087000000004,-58.522495999999997,242.000000000000000,""780000"",LINIERS,""9"",496.000000000000000,83.000000000000000,4934.845722578638743,""234"",353.328417296479472,Obelisco,13511.240104659969802,,,,,,,,,,,,,,,,,,,,,,,"
"43,VTA,TERRENO,-34.627738,-58.522478,440,""2200000"",VERSALLES,""10"",VTA,TERRENO,-34.627738000000001,-58.522478000000000,440.000000000000000,""2200000"",VERSALLES,""10"",195.000000000000000,83.000000000000000,4856.357012740902974,""234"",1285.007459897057970,Obelisco,13198.040167025901610,,,,,,,,,,,,,,,,,,,,,,,"
"44,VTA,TERRENO,-34.6553546,-58.5223752,200,""620000"",MATADEROS,""9"",VTA,TERRENO,-34.655354600000003,-58.522375199999999,200.000000000000000,""620000"",MATADEROS,""9"",136.000000000000000,83.000000000000000,5554.531814454403502,""234"",1864.190701906506092,Obelisco,14132.440578321986322,,,,,,,,,,,,,,,,,,,,,,,"
"45,VTA,TERRENO,-34.6583032,-58.5222934,199,""350000"",MATADEROS,""9"",VTA,TERRENO,-34.658303199999999,-58.522293400000002,199.000000000000000,""350000"",MATADEROS,""9"",80.000000000000000,83.000000000000000,5716.229437467668504,""234"",2187.200243566168865,Obelisco,14261.627090438190862,,,,,,,,,,,,,,,,,,,,,,,"
"46,VTA,TERRENO,-34.6259821,-58.5222583,412,""390000"",VERSALLES,""10"",VTA,TERRENO,-34.625982100000002,-58.522258299999997,412.000000000000000,""390000"",VERSALLES,""10"",204.000000000000000,83.000000000000000,4853.466376425268209,""234"",1478.202435144690753,Obelisco,13140.145518413481113,,,,,,,,,,,,,,,,,,,,,,,"
"47,VTA,TERRENO,-34.6071459,-58.5222202,180,""580000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.607145899999999,-58.522220200000000,180.000000000000000,""580000"",VILLA DEVOTO SUR,""11"",132.000000000000000,81.000000000000000,4906.008032669635213,""348"",653.774442053413509,Obelisco,12906.234318946395433,,,,,,,,,,,,,,,,,,,,,,,"
"48,VTA,TERRENO,-34.6498199,-58.5219996,160,""180000"",LINIERS,""9"",VTA,TERRENO,-34.649819899999997,-58.521999600000001,160.000000000000000,""180000"",LINIERS,""9"",174.000000000000000,83.000000000000000,5248.041467971619568,""234"",1277.967107455848009,Obelisco,13862.423056186893518,,,,,,,,,,,,,,,,,,,,,,,"
"49,VTA,TERRENO,-34.6505473,-58.5215496,373,""378000"",LINIERS,""9"",VTA,TERRENO,-34.650547299999999,-58.521549600000000,373.000000000000000,""378000"",LINIERS,""9"",180.000000000000000,83.000000000000000,5243.662790426106767,""234"",1367.568235772508842,Obelisco,13854.222473112011357,,,,,,,,,,,,,,,,,,,,,,,"
"50,VTA,TERRENO,-34.6016655,-58.5214115,213,""350000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.601665500000003,-58.521411499999999,213.000000000000000,""350000"",VILLA DEVOTO NORTE,""11"",103.000000000000000,81.000000000000000,4419.165355634902880,""348"",579.097674683510604,Obelisco,12827.941034810211931,,,,,,,,,,,,,,,,,,,,,,,"
"51,VTA,TERRENO,-34.6259107,-58.5206433,151,""165000"",VERSALLES,""10"",VTA,TERRENO,-34.625910699999999,-58.520643300000003,151.000000000000000,""165000"",VERSALLES,""10"",223.000000000000000,83.000000000000000,4707.156581335902047,""234"",1529.902435002256198,Obelisco,12993.231555702219339,,,,,,,,,,,,,,,,,,,,,,,"
"52,VTA,TERRENO,-34.60496,-58.5206,245,""650000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.604959999999998,-58.520600000000002,245.000000000000000,""650000"",VILLA DEVOTO SUR,""11"",117.000000000000000,81.000000000000000,4626.734925169474991,""348"",660.640049165762889,Obelisco,12752.553396268236611,,,,,,,,,,,,,,,,,,,,,,,"
"53,VTA,TERRENO,-34.6462703,-58.5201662,275,""320000"",LINIERS,""9"",VTA,TERRENO,-34.646270299999998,-58.520166199999998,275.000000000000000,""320000"",LINIERS,""9"",217.000000000000000,83.000000000000000,4943.926907880648287,""234"",996.960230053113833,Obelisco,13564.057435460148554,,,,,,,,,,,,,,,,,,,,,,,"
"54,VTA,TERRENO,-34.6040801,-58.5201252,245,""480000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.604080099999997,-58.520125200000003,245.000000000000000,""480000"",VILLA DEVOTO SUR,""11"",112.000000000000000,81.000000000000000,4525.612864896692372,""348"",680.866626014706299,Obelisco,12708.233858109950233,,,,,,,,,,,,,,,,,,,,,,,"
"55,VTA,TERRENO,-34.60578,-58.519866,290,""690000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.605780000000003,-58.519866000000000,290.000000000000000,""690000"",VILLA DEVOTO SUR,""11"",137.000000000000000,81.000000000000000,4649.199696852998386,""348"",755.298683036717989,Obelisco,12686.628807721881458,,,,,,,,,,,,,,,,,,,,,,,"
"56,VTA,TERRENO,-34.5972486,-58.5198471,433,""650000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.597248600000000,-58.519847100000000,433.000000000000000,""650000"",VILLA DEVOTO NORTE,""11"",91.000000000000000,81.000000000000000,3986.846933114790318,""112"",906.630127005093414,Obelisco,12702.263040069647104,,,,,,,,,,,,,,,,,,,,,,,"
"57,VTA,TERRENO,-34.627572,-58.51981,1310,""1400000"",VERSALLES,""10"",VTA,TERRENO,-34.627572000000001,-58.519810000000000,1310.000000000000000,""1400000"",VERSALLES,""10"",220.000000000000000,83.000000000000000,4613.656029146566652,""234"",1389.326675646198055,Obelisco,12954.771592443528789,,,,,,,,,,,,,,,,,,,,,,,"
"58,VTA,TERRENO,-34.6138793,-58.5197657,190,""350000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.613879300000001,-58.519765700000001,190.000000000000000,""350000"",VILLA DEVOTO SUR,""11"",295.000000000000000,83.000000000000000,4961.431225501048175,""348"",1383.554022457404017,Obelisco,12726.204947806958444,,,,,,,,,,,,,,,,,,,,,,,"
"59,VTA,TERRENO,-34.6493822,-58.5197387,216,""250000"",LINIERS,""9"",VTA,TERRENO,-34.649382199999998,-58.519738699999998,216.000000000000000,""250000"",LINIERS,""9"",204.000000000000000,83.000000000000000,5038.967046889390076,""234"",1313.619439390969546,Obelisco,13651.925489091421696,,,,,,,,,,,,,,,,,,,,,,,"
"60,VTA,TERRENO,-34.6120122,-58.5194079,0,""570000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.612012200000002,-58.519407899999997,0.000000000000000,""570000"",VILLA DEVOTO SUR,""11"",262.000000000000000,83.000000000000000,5013.170859820280384,""112"",1219.748760270374305,Obelisco,12676.617676969786771,,,,,,,,,,,,,,,,,,,,,,,"
"61,VTA,TERRENO,-34.6425032,-58.5192796,170,""370000"",LINIERS,""9"",VTA,TERRENO,-34.642503200000000,-58.519279599999997,170.000000000000000,""370000"",LINIERS,""9"",303.000000000000000,83.000000000000000,4735.864860432783644,""234"",762.460295462667318,Obelisco,13347.034149670053012,,,,,,,,,,,,,,,,,,,,,,,"
"62,VTA,TERRENO,-34.6535433,-58.5191575,114,""210000"",LINIERS,""9"",VTA,TERRENO,-34.653543300000003,-58.519157499999999,114.000000000000000,""210000"",LINIERS,""9"",171.000000000000000,83.000000000000000,5198.958401558102196,""234"",1755.658218017463696,Obelisco,13781.436589108176122,,,,,,,,,,,,,,,,,,,,,,,"
"63,VTA,TERRENO,-34.6134689,-58.5191326,3000,""1600000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.613468900000001,-58.519132599999999,3000.000000000000000,""1600000"",VILLA DEVOTO SUR,""11"",274.000000000000000,83.000000000000000,4925.195114780081894,""112"",1348.266924180261640,Obelisco,12664.362693432987726,,,,,,,,,,,,,,,,,,,,,,,"
"64,VTA,TERRENO,-34.6138529,-58.5190936,164,""290000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.613852899999998,-58.519093599999998,164.000000000000000,""290000"",VILLA DEVOTO SUR,""11"",272.000000000000000,83.000000000000000,4905.496064001857121,""112"",1384.734376198972313,Obelisco,12664.548838288672414,,,,,,,,,,,,,,,,,,,,,,,"
"65,VTA,TERRENO,-34.6210784,-58.5188038,162,""225000"",VILLA REAL,""10"",VTA,TERRENO,-34.621078400000002,-58.518803800000001,162.000000000000000,""225000"",VILLA REAL,""10"",221.000000000000000,83.000000000000000,4633.243810163192393,""234"",2091.492385004267362,Obelisco,12735.168921440945269,,,,,,,,,,,,,,,,,,,,,,,"
"66,VTA,TERRENO,-34.6475,-58.51798,299,""335000"",LINIERS,""9"",VTA,TERRENO,-34.647500000000001,-58.517980000000001,299.000000000000000,""335000"",LINIERS,""9"",208.000000000000000,83.000000000000000,4807.778396397818142,""234"",1226.190636958119057,Obelisco,13425.270567402802044,,,,,,,,,,,,,,,,,,,,,,,"
"67,VTA,TERRENO,-34.58967,-58.517972,163,""880000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.589669999999998,-58.517972000000000,163.000000000000000,""880000"",VILLA DEVOTO NORTE,""11"",89.000000000000000,81.000000000000000,3361.375042998037316,""271"",957.333971484741596,Obelisco,12605.862651111499872,,,,,,,,,,,,,,,,,,,,,,,"
"68,VTA,TERRENO,-34.601866,-58.51793,466,""1500000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.601866000000001,-58.517930000000000,466.000000000000000,""1500000"",VILLA DEVOTO NORTE,""11"",140.000000000000000,81.000000000000000,4208.765298992801945,""112"",511.854778042292708,Obelisco,12508.271125142235178,,,,,,,,,,,,,,,,,,,,,,,"
"69,VTA,TERRENO,-34.593291,-58.517883,530,""580000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.593291000000001,-58.517882999999998,530.000000000000000,""580000"",VILLA DEVOTO NORTE,""11"",103.000000000000000,81.000000000000000,3575.007021618364433,""112"",1152.541683044452384,Obelisco,12554.775106361430517,,,,,,,,,,,,,,,,,,,,,,,"
"70,VTA,TERRENO,-34.6101453,-58.5175165,330,""550000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.610145299999999,-58.517516499999999,330.000000000000000,""550000"",VILLA DEVOTO SUR,""11"",250.000000000000000,81.000000000000000,4894.044085324703701,""112"",953.225052824446038,Obelisco,12489.891908978655920,,,,,,,,,,,,,,,,,,,,,,,"
"71,VTA,TERRENO,-34.651075,-58.517495,388,""490000"",LINIERS,""9"",VTA,TERRENO,-34.651074999999999,-58.517494999999997,388.000000000000000,""490000"",LINIERS,""9"",207.000000000000000,83.000000000000000,4935.240734888096085,""234"",1577.992126498160587,Obelisco,13533.155899141716873,,,,,,,,,,,,,,,,,,,,,,,"
"72,VTA,TERRENO,-34.6123221,-58.5174706,800,""1800000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.612322100000000,-58.517470600000003,800.000000000000000,""1800000"",VILLA DEVOTO SUR,""11"",253.000000000000000,83.000000000000000,4837.377637530559696,""112"",1168.129262334853365,Obelisco,12502.032055108849818,,,,,,,,,,,,,,,,,,,,,,,"
"73,VTA,TERRENO,-34.5944452,-58.5174419,251,""350000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.594445200000003,-58.517441900000001,251.000000000000000,""350000"",VILLA DEVOTO NORTE,""11"",102.000000000000000,81.000000000000000,3619.895031058088080,""112"",1019.804181210649972,Obelisco,12503.415419094642857,,,,,,,,,,,,,,,,,,,,,,,"
"74,VTA,TERRENO,-34.5944443,-58.5174408,245,""320000"",VILLA DEVOTO NORTE,""11"",VTA,TERRENO,-34.594444299999999,-58.517440800000003,245.000000000000000,""320000"",VILLA DEVOTO NORTE,""11"",102.000000000000000,81.000000000000000,3619.754024666111036,""112"",1019.847837186780112,Obelisco,12503.322963328448168,,,,,,,,,,,,,,,,,,,,,,,"
"75,VTA,TERRENO,-34.613527,-58.5172918,815,""1800000"",VILLA DEVOTO SUR,""11"",VTA,TERRENO,-34.613526999999998,-58.517291800000002,815.000000000000000,""1800000"",VILLA DEVOTO SUR,""11"",239.000000000000000,83.000000000000000,4767.495571516844393,""112"",1286.189930791879533,Obelisco,12496.737670562186395,,,,,,,,,,,,,,,,,,,,,,,"
