"poly_id","operacion","tipo","latitud","longitud","m2total","preciousd","barrio","comuna","lnprecio","agronomia","almagro","balvanera","barrac_e","barrac_o","belgrano","boedo","boca","caballito","chacarita","coghlan","colegial","constitu","fl_norte","fl_sur","floresta","liniers","mataderos","mt_castro","montserr","nva_pomp","nunez","palermo","p_avell","p_chacab","p_chas","p_patric","paternal","p_mader","recoleta","retiro","saavedra","san_cris","san_nico","san_telmo","v_sars","versalles","vcrespo","vdelparq","v_d_nor","v_d_sur","vgmitre","vlugano","vluro","vortuzar","vpuerr","vreal","vriachu","vsrita","vsoldati","vurquiza","residuos"
517,"VTA","TERRENO",-34.640091,-58.485137,470,830000,"PARQUE AVELLANEDA",9,13.6291809797728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698037642566793
518,"VTA","TERRENO",-34.5515327,-58.4850872,480,340000,"SAAVEDRA",12,12.7367008965923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.662797768309094
519,"VTA","TERRENO",-34.5478407,-58.4849441,225,390000,"SAAVEDRA",12,12.8739020181058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.419185872243817
520,"VTA","TERRENO",-34.6372798,-58.484892,186,320000,"VELEZ SARSFIELD",10,12.6760762747759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0408764609248901
521,"VTA","TERRENO",-34.547733,-58.484792,375,590000,"SAAVEDRA",12,13.2878778158819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678046477335036
522,"VTA","TERRENO",-34.6399195,-58.4847625,1150,700000,"PARQUE AVELLANEDA",9,13.4588356140255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243930211348109
523,"VTA","TERRENO",-34.5466679,-58.4847623,157,330000,"SAAVEDRA",12,12.7068479334427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557863750359838
524,"VTA","TERRENO",-34.6571374,-58.4846959,335,230000,"MATADEROS",9,12.3458345879053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.286247619052993
525,"VTA","TERRENO",-34.6278943,-58.4845343,224,395000,"FLORESTA",10,12.8866410438833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295570638968819
526,"VTA","TERRENO",-34.6082923,-58.4844332,370,1400000,"VILLA DEL PARQUE",11,14.1519827945855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.838809922393475
527,"VTA","TERRENO",-34.628247,-58.484411,469,450000,"FLORESTA",10,13.0170028617465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.267446624106317
528,"VTA","TERRENO",-34.6282465,-58.4844109,352,750000,"FLORESTA",10,13.5278284855125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292202766806967
529,"VTA","TERRENO",-34.559402,-58.4843302,129,1500000,"SAAVEDRA",12,14.2209756660724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96794830261288
530,"VTA","TERRENO",-34.6466168,-58.4842146,0,650000,"PARQUE AVELLANEDA",9,13.3847276418718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649713967565214
531,"VTA","TERRENO",-34.6246492,-58.4842059,972,2300000,"FLORESTA",10,14.6484196808994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15406972602871
532,"VTA","TERRENO",-34.5495953,-58.4840478,1563,5000000,"SAAVEDRA",12,15.4249484703984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57351698651815
533,"VTA","TERRENO",-34.5600983,-58.4840272,731,1680000,"VILLA URQUIZA",12,14.3343043513794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.849330010949804
534,"VTA","TERRENO",-34.5592546,-58.4840169,753,2126000,"SAAVEDRA",12,14.569752837884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05633204963891
535,"VTA","TERRENO",-34.6289398,-58.4840165,450,800000,"FLORESTA",10,13.5923670066501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315846166744242
536,"VTA","TERRENO",-34.622297,-58.483927,1149,1745000,"VILLA SANTA RITA",11,14.3722651136187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.972185269995587
537,"VTA","TERRENO",-34.5860024,-58.4838944,225,260000,"PARQUE CHAS",15,12.4684369099977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.759561943524656
538,"VTA","TERRENO",-34.570867,-58.483879,408,1150000,"VILLA URQUIZA",12,13.9552725003394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.605085141008732
539,"VTA","TERRENO",-34.6151303,-58.4837773,286,330000,"VILLA SANTA RITA",11,12.7068479334427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.333104465324741
540,"VTA","TERRENO",-34.6558803,-58.4837335,440,250000,"MATADEROS",9,12.4292161968444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246682211399976
541,"VTA","TERRENO",-34.65184,-58.4836723,100,230000,"PARQUE AVELLANEDA",9,12.3458345879053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.430908801911779
542,"VTA","TERRENO",-34.5546823,-58.483658,129,1000000,"SAAVEDRA",12,13.8155105579643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562483194504714
543,"VTA","TERRENO",-34.574953,-58.4836535,407.02,2200000,"VILLA URQUIZA",12,14.6039679183285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.25418951020984
544,"VTA","TERRENO",-34.5567592,-58.4836296,144,260000,"SAAVEDRA",12,12.4684369099977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.790849910788471
545,"VTA","TERRENO",-34.5707651,-58.4835856,410,1150000,"VILLA URQUIZA",12,13.9552725003394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.604250546698521
546,"VTA","TERRENO",-34.5663806,-58.4835269,1812,550000,"VILLA URQUIZA",12,13.2176735572087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.718399007889562
547,"VTA","TERRENO",-34.5483073,-58.4835114,150,198000,"SAAVEDRA",12,12.1960223096767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06576829404009
548,"VTA","TERRENO",-34.565321,-58.4834128,377,490000,"VILLA URQUIZA",12,13.1021606700868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.235090477435636
549,"VTA","TERRENO",-34.5523281,-58.4834113,200,312000,"SAAVEDRA",12,12.6507584667916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.631896994680399
550,"VTA","TERRENO",-34.5659299,-58.4832812,294,680000,"VILLA URQUIZA",12,13.4298480771523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.127232593503566
551,"VTA","TERRENO",-34.5716664,-58.4831534,466,2100000,"VILLA URQUIZA",12,14.5574479026937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18305730836686
552,"VTA","TERRENO",-34.5693583,-58.4830145,376,560000,"VILLA URQUIZA",12,13.2356920627113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.101141787656008
553,"VTA","TERRENO",-34.5442938,-58.4829955,378,620000,"SAAVEDRA",12,13.3374747570213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194595980594469
554,"VTA","TERRENO",-34.63533,-58.48299,274,485000,"VELEZ SARSFIELD",10,13.0919041699196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338229284569576
555,"VTA","TERRENO",-34.6141282,-58.4829834,204,240000,"VILLA SANTA RITA",11,12.3883942023241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.617339829724661
556,"VTA","TERRENO",-34.655049,-58.482943,306,174000,"MATADEROS",9,12.0668105781967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.553170011263614
557,"VTA","TERRENO",-34.566044,-58.482884,146,650000,"VILLA URQUIZA",12,13.3847276418718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.143872137178645
558,"VTA","TERRENO",-34.555504,-58.4828516,190,360000,"SAAVEDRA",12,12.7938593104323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.484623179488676
559,"VTA","TERRENO",-34.571611,-58.482837,342,1451000,"VILLA URQUIZA",12,14.1877635318663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.865117784772558
560,"VTA","TERRENO",-34.571606,-58.482835,346,1450000,"VILLA URQUIZA",12,14.1870741143968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.86275917868257
561,"VTA","TERRENO",-34.6862,-58.4828,290,380000,"VILLA LUGANO",8,12.8479265317026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.459591314645255
562,"VTA","TERRENO",-34.55414,-58.482683,389,720000,"SAAVEDRA",12,13.4870064909922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125481867205361
563,"VTA","TERRENO",-34.572294,-58.482673,432,1400000,"VILLA URQUIZA",12,14.1519827945855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.791780303532264
564,"VTA","TERRENO",-34.5445922,-58.4826473,373,680000,"SAAVEDRA",12,13.4298480771523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750002078470936
565,"VTA","TERRENO",-34.6223005,-58.4824035,171,300000,"VILLA SANTA RITA",11,12.6115377536383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.380425472291984
566,"VTA","TERRENO",-34.55369,-58.482375,299,570000,"SAAVEDRA",12,13.2533916398107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0705762400166881
567,"VTA","TERRENO",-34.6074542,-58.4823326,200,245000,"VILLA DEL PARQUE",11,12.4090134895269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.833218866297289
568,"VTA","TERRENO",-34.6546551,-58.4823017,220,190000,"PARQUE AVELLANEDA",9,12.1547793511426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.672039697287096
569,"VTA","TERRENO",-34.6133858,-58.4822795,465,690000,"VILLA SANTA RITA",11,13.4444468765734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.329798287042231
570,"VTA","TERRENO",-34.5630093,-58.4822452,490,530000,"VILLA URQUIZA",12,13.1806322855283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.203773440521013
571,"VTA","TERRENO",-34.6339976,-58.4820985,577,900000,"FLORESTA",10,13.7101500423064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380632463702281
572,"VTA","TERRENO",-34.5435083,-58.4820685,174,650000,"SAAVEDRA",12,13.3847276418718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112921906432532
573,"VTA","TERRENO",-34.6212455,-58.4819994,282,400000,"VILLA SANTA RITA",11,12.8992198260901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.139063384056865
574,"VTA","TERRENO",-34.6210379,-58.4819085,693,1250000,"VILLA SANTA RITA",11,14.0386541092785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.828861768383317
575,"VTA","TERRENO",-34.6088056,-58.4817267,259,430000,"VILLA DEL PARQUE",11,12.9715404876697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.295312400305605
576,"VTA","TERRENO",-34.633976,-58.4817009,624,1200000,"FLORESTA",10,13.9978321147582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648701569864124
577,"VTA","TERRENO",-34.6485963,-58.4816412,308,320000,"PARQUE AVELLANEDA",9,12.6760762747759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.187464923303057
578,"VTA","TERRENO",-34.544121,-58.481521,92,370000,"SAAVEDRA",12,12.8212582846204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.416329084100264
579,"VTA","TERRENO",-34.5430723,-58.4815067,174,650000,"SAAVEDRA",12,13.3847276418718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112921906432532
580,"VTA","TERRENO",-34.5614545,-58.4814937,316,850000,"COGHLAN",12,13.6529916284665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333665437713124
581,"VTA","TERRENO",-34.5742948,-58.4814889,1992,7600000,"VILLA URQUIZA",12,15.8436588052566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.83247275223943
582,"VTA","TERRENO",-34.6396294,-58.4814796,216,390000,"PARQUE AVELLANEDA",9,12.8739020181058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487521582965291
583,"VTA","TERRENO",-34.6222655,-58.4813671,900,1150000,"VILLA SANTA RITA",11,13.9552725003394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.659099648337517
584,"VTA","TERRENO",-34.553111,-58.481335,299,465000,"SAAVEDRA",12,13.0497926845695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274175195257928
585,"VTA","TERRENO",-34.6692431,-58.4813318,2540,1500000,"VILLA LUGANO",8,14.2209756660724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.893721850028724
586,"VTA","TERRENO",-34.6338648,-58.4812822,312,730000,"FLORESTA",10,13.5007998131246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28186598062325
587,"VTA","TERRENO",-34.634667,-58.48126,2600,1300000,"FLORESTA",10,14.0778748224318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958349009499533
588,"VTA","TERRENO",-34.5638253,-58.4811814,455,590000,"VILLA URQUIZA",12,13.2878778158819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0819225097387377
589,"VTA","TERRENO",-34.5770121,-58.4811062,304,1100000,"VILLA URQUIZA",12,13.9108207377686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.604032282568824
590,"VTA","TERRENO",-34.633711,-58.481059,320,750000,"FLORESTA",10,13.5278284855125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305556275770329
591,"VTA","TERRENO",-34.6198518,-58.4810464,464,590000,"VILLA SANTA RITA",11,13.2878778158819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.173646523505795
592,"VTA","TERRENO",-34.6082563,-58.4810003,219,575000,"VILLA DEL PARQUE",11,13.2621253197795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0119643180083395
593,"VTA","TERRENO",-34.618652,-58.480956,256,249900,"VILLA SANTA RITA",11,12.428816116823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.59861736729121
594,"VTA","TERRENO",-34.563263,-58.480852,137,280000,"VILLA URQUIZA",12,12.5425448821514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.694554948145843
595,"VTA","TERRENO",-34.5988692,-58.4808158,420,360000,"AGRONOMIA",15,12.7938593104323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.369221249915026
596,"VTA","TERRENO",-34.5800476,-58.4807587,217,580000,"VILLA URQUIZA",12,13.2707833825226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00029977981696788
597,"VTA","TERRENO",-34.5437177,-58.4805163,924,570000,"SAAVEDRA",12,13.2533916398107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.331386961957355
598,"VTA","TERRENO",-34.639059,-58.4805154,198,381000,"PARQUE AVELLANEDA",9,12.8505546541088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329161430914303
599,"VTA","TERRENO",-34.5489995,-58.4804759,157,390000,"SAAVEDRA",12,12.8739020181058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.390809665696672
