"poly_id","operacion","tipo","latitud","longitud","m2total","preciousd","barrio","comuna","lnprecio","agronomia","almagro","balvanera","barrac_e","barrac_o","belgrano","boedo","boca","caballito","chacarita","coghlan","colegial","constitu","fl_norte","fl_sur","floresta","liniers","mataderos","mt_castro","montserr","nva_pomp","nunez","palermo","p_avell","p_chacab","p_chas","p_patric","paternal","p_mader","recoleta","retiro","saavedra","san_cris","san_nico","san_telmo","v_sars","versalles","vcrespo","vdelparq","v_d_nor","v_d_sur","vgmitre","vlugano","vluro","vortuzar","vpuerr","vreal","vriachu","vsrita","vsoldati","vurquiza","residuos"
971,"VTA","TERRENO",-34.576085,-58.4649653,557,1200000,"VILLA ORTUZAR",15,13.9978321147582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.398673308634111
972,"VTA","TERRENO",-34.5839316,-58.4648872,226,485000,"VILLA ORTUZAR",15,13.0919041699196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.369129277864719
973,"VTA","TERRENO",-34.5810812,-58.4648547,824,900000,"VILLA ORTUZAR",15,13.7101500423064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0004271042307215
974,"VTA","TERRENO",-34.631988,-58.464822,223,580000,"FLORES NORTE",7,13.2707833825226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196335149225613
975,"VTA","TERRENO",-34.614915,-58.464741,238,390000,"VILLA GRAL. MITRE",11,12.8739020181058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0458823491893303
976,"VTA","TERRENO",-34.5847855,-58.4647392,800,2500000,"VILLA ORTUZAR",15,14.7318012898384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.03123927502378
977,"VTA","TERRENO",-34.5806647,-58.4646869,1528,700000,"VILLA ORTUZAR",15,13.4588356140255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.545518729705596
978,"VTA","TERRENO",-34.585681,-58.4644781,200,380000,"VILLA ORTUZAR",15,12.8479265317026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.602257190049039
979,"VTA","TERRENO",-34.6133605,-58.4643697,364,480000,"VILLA GRAL. MITRE",11,13.0815413828841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.109177574045676
980,"VTA","TERRENO",-34.5982612,-58.4643681,130,270000,"PATERNAL",15,12.5061772379805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.450518193032529
981,"VTA","TERRENO",-34.5680819,-58.464313,400,2800000,"BELGRANO",13,14.8451299751454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744922761555643
982,"VTA","TERRENO",-34.6379746,-58.4643015,335,460000,"FLORES SUR",7,13.0389817684653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21461462786478
983,"VTA","TERRENO",-34.5879178,-58.464286,205,500000,"VILLA ORTUZAR",15,13.1223633774043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.329906830122806
984,"VTA","TERRENO",-34.5403483,-58.4642739,322,2600000,"NUNEZ",13,14.7710220029917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84483044142251
985,"VTA","TERRENO",-34.5862388,-58.4642436,224,312000,"VILLA ORTUZAR",15,12.6507584667916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.809440386682509
986,"VTA","TERRENO",-34.607431,-58.464243,296,530000,"VILLA GRAL. MITRE",11,13.1806322855283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.236644683237051
987,"VTA","TERRENO",-34.540366,-58.464231,320,2600000,"NUNEZ",13,14.7710220029917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84566503573272
988,"VTA","TERRENO",-34.5526314,-58.4641815,232,1090000,"NUNEZ",13,13.9016882542053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130534365955824
989,"VTA","TERRENO",-34.5526314,-58.46418,232,1400000,"NUNEZ",13,14.1519827945855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263347976975743
990,"VTA","TERRENO",-34.5557507,-58.4640904,145,850000,"NUNEZ",13,13.6529916284665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199338336649105
991,"VTA","TERRENO",-34.5785129,-58.4639241,162,760000,"VILLA ORTUZAR",15,13.5410737122625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.106747282404899
992,"VTA","TERRENO",-34.6082236,-58.4638878,296,520000,"VILLA GRAL. MITRE",11,13.1615840905576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.217596488266358
993,"VTA","TERRENO",-34.6049587,-58.4638502,296,800000,"VILLA GRAL. MITRE",11,13.5923670066501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.648379404358812
994,"VTA","TERRENO",-34.6202844,-58.4638128,355,600000,"FLORES NORTE",7,13.3046849341983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2175168220238
995,"VTA","TERRENO",-34.6201943,-58.4637785,188,395000,"FLORES NORTE",7,12.8866410438833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565872087436279
996,"VTA","TERRENO",-34.584091,-58.46375,506,780000,"VILLA ORTUZAR",15,13.5670491986658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0108274525479844
997,"VTA","TERRENO",-34.5837398,-58.4636671,375,620000,"VILLA ORTUZAR",15,13.3374747570213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.185735966873721
998,"VTA","TERRENO",-34.5724281,-58.4635684,330,2250000,"BELGRANO",13,14.6264407741806,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555444361448167
999,"VTA","TERRENO",-34.5782603,-58.4634629,334,540000,"VILLA ORTUZAR",15,13.1993244185405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.306777121995231
1000,"VTA","TERRENO",-34.580203,-58.463388,226,900000,"VILLA ORTUZAR",15,13.7101500423064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.249116594522109
1001,"VTA","TERRENO",-34.6208434,-58.4633497,355,600000,"FLORES NORTE",7,13.3046849341983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2175168220238
1002,"VTA","TERRENO",-34.6208565,-58.4633463,358,600000,"FLORES NORTE",7,13.3046849341983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218768713489116
1003,"VTA","TERRENO",-34.5532262,-58.463295,200,435000,"NUNEZ",13,12.9831013100708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89217999857556
1004,"VTA","TERRENO",-34.622465,-58.463198,424,780000,"FLORES NORTE",7,13.5670491986658,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160539387414411
1005,"VTA","TERRENO",-34.6323659,-58.4631256,910,1300000,"FLORES NORTE",7,14.0778748224318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324073145126369
1006,"VTA","TERRENO",-34.5534928,-58.4629843,450,3000000,"NUNEZ",13,14.9141228466324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934517249209735
1007,"VTA","TERRENO",-34.6369617,-58.4627812,170,220000,"FLORES SUR",7,12.3013828253345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.454130284673663
1008,"VTA","TERRENO",-34.6173839,-58.4627777,234,656500,"FLORES NORTE",7,13.394677972725,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770308277293822
1009,"VTA","TERRENO",-34.634102,-58.462709,507,520000,"FLORES NORTE",7,13.1615840905576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.424046833240443
1010,"VTA","TERRENO",-34.5839144,-58.4626102,372,500000,"VILLA ORTUZAR",15,13.1223633774043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.399595455025352
1011,"VTA","TERRENO",-34.558695,-58.462539,86,750000,"BELGRANO",13,13.5278284855125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.441347421374305
1012,"VTA","TERRENO",-34.5679183,-58.4625088,1327,1050000,"BELGRANO",13,13.8643007221337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.622740954238481
1013,"VTA","TERRENO",-34.6349506,-58.4623875,511,850000,"FLORES SUR",7,13.6529916284665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755180188567509
1014,"VTA","TERRENO",-34.556044,-58.46237,292,2200000,"NUNEZ",13,14.6039679183285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690295271412496
1015,"VTA","TERRENO",-34.6037563,-58.4623459,272,950000,"PATERNAL",15,13.7642172635767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748265636538763
1016,"VTA","TERRENO",-34.6311007,-58.4623308,0,850000,"FLORES NORTE",7,13.6529916284665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278930362306714
1017,"VTA","TERRENO",-34.5538063,-58.4622765,86,520000,"NUNEZ",13,13.1615840905576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.666125342406794
1018,"VTA","TERRENO",-34.5757708,-58.4622237,304,380000,"COLEGIALES",13,12.8479265317026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.926214547817733
1019,"VTA","TERRENO",-34.6233917,-58.4622236,180,600000,"FLORES NORTE",7,13.3046849341983,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144489819880414
1020,"VTA","TERRENO",-34.6144192,-58.4622047,1026,400000,"VILLA GRAL. MITRE",11,12.8992198260901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.349394699427833
1021,"VTA","TERRENO",-34.626819,-58.4621,229,350000,"FLORES NORTE",7,12.7656884334656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.703933881213248
1022,"VTA","TERRENO",-34.637469,-58.4620993,247,350000,"FLORES SUR",7,12.7656884334656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219565574856546
1023,"VTA","TERRENO",-34.5763252,-58.4619184,252,1200000,"COLEGIALES",13,13.9978321147582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245390487303389
1024,"VTA","TERRENO",-34.5609318,-58.4618683,379,1700000,"BELGRANO",13,14.3461388090264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254694835693861
1025,"VTA","TERRENO",-34.548047,-58.461828,321,1000000,"NUNEZ",13,13.8155105579643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110263706449822
1026,"VTA","TERRENO",-34.606111,-58.4617864,1000,1150000,"VILLA GRAL. MITRE",11,13.9552725003394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.717507700854212
1027,"VTA","TERRENO",-34.6065238,-58.4617523,200,700000,"VILLA GRAL. MITRE",11,13.4588356140255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.554908538624375
1028,"VTA","TERRENO",-34.6248362,-58.4617285,277,475000,"FLORES NORTE",7,13.0710700830168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41858249510711
1029,"VTA","TERRENO",-34.6244644,-58.4616805,290,440000,"FLORES NORTE",7,12.9945300058944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.500547435245811
1030,"VTA","TERRENO",-34.562317,-58.461673,184,810000,"BELGRANO",13,13.6047895266486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.405281501438473
1031,"VTA","TERRENO",-34.5745967,-58.4615834,0,1600000,"COLEGIALES",13,14.28551418721,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638231442841649
1032,"VTA","TERRENO",-34.5436546,-58.4615455,114,1050000,"NUNEZ",13,13.8643007221337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024906968826359
1033,"VTA","TERRENO",-34.5470947,-58.4615066,225,720000,"NUNEZ",13,13.4870064909922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.398707246531771
1034,"VTA","TERRENO",-34.6092788,-58.4614289,85,160000,"CABALLITO",6,11.982929094216,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37556798437426
1035,"VTA","TERRENO",-34.61269,-58.461428,437,510000,"VILLA GRAL. MITRE",11,13.1421660047005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13933950353944
1036,"VTA","TERRENO",-34.5455669,-58.4614131,299,900000,"NUNEZ",13,13.7101500423064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206443684695336
1037,"VTA","TERRENO",-34.5997659,-58.461383,216,305000,"PATERNAL",15,12.6280670555895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364515930762527
1038,"VTA","TERRENO",-34.616312,-58.461376,113,490000,"FLORES NORTE",7,13.1021606700868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.319055174599849
1039,"VTA","TERRENO",-34.6028072,-58.4613389,176,380000,"PATERNAL",15,12.8479265317026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127964568445304
1040,"VTA","TERRENO",-34.579714,-58.461303,300,1400000,"VILLA ORTUZAR",15,14.1519827945855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.660069357323372
1041,"VTA","TERRENO",-34.5603868,-58.4612707,167,1900000,"BELGRANO",13,14.4573644441367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45438746768636
1042,"VTA","TERRENO",-34.5519619,-58.461269,600,850000,"NUNEZ",13,13.6529916284665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.389208542221911
1043,"VTA","TERRENO",-34.614797,-58.461267,1006,4100000,"VILLA GRAL. MITRE",11,15.2264975316745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.98622894925868
1044,"VTA","TERRENO",-34.5475893,-58.4612203,188,595000,"NUNEZ",13,13.2963166845278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.573957058257355
1045,"VTA","TERRENO",-34.633747,-58.461209,280,800000,"FLORES NORTE",7,13.5923670066501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101462537060861
1046,"VTA","TERRENO",-34.6229931,-58.4612084,300,690000,"FLORES NORTE",7,13.4444468765734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548035361178626
1047,"VTA","TERRENO",-34.577614,-58.461147,198,820000,"VILLA ORTUZAR",15,13.6170596192404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.167710491799038
1048,"VTA","TERRENO",-34.6216294,-58.4611008,388,630000,"FLORES NORTE",7,13.3534750983677,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182497463972836
1049,"VTA","TERRENO",-34.6189385,-58.4610672,400,690000,"FLORES NORTE",7,13.4444468765734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0965332516283692
1050,"VTA","TERRENO",-34.6204314,-58.4610183,3100,2650000,"FLORES NORTE",7,14.7900701979624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122387750976912
1051,"VTA","TERRENO",-34.616644,-58.461004,485,720000,"FLORES NORTE",7,13.4870064909922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894438953935044
1052,"VTA","TERRENO",-34.620458,-58.4609964,485,1280000,"FLORES NORTE",7,14.0623706358958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485920249510057
1053,"VTA","TERRENO",-34.6074656,-58.4609543,226.9,255000,"CABALLITO",6,12.4490188241406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.968692720759065
