POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,Distance,Distancia_tren,Distancia_obelisco,NUMPOINTS
"581",VTA,TERRENO,-34.574294799999997,-58.481488900000002,1992.000000000000000,"7600000",VILLA URQUIZA,"12",390.991706478325000,584.518013814527990,7549199.925151010043919,"554"
"582",VTA,TERRENO,-34.639629399999997,-58.481479600000000,216.000000000000000,"390000",PARQUE AVELLANEDA,"9",1469.101450026639895,806.509464166245039,7545171.107252580113709,"428"
"583",VTA,TERRENO,-34.622265499999997,-58.481367100000000,900.000000000000000,"1150000",VILLA SANTA RITA,"11",1426.002272326790035,1122.388690895480067,7546250.383693340234458,"310"
"584",VTA,TERRENO,-34.553111000000001,-58.481335000000001,299.000000000000000,"465000",SAAVEDRA,"12",1762.346907149780009,536.473507514901030,7550518.667954649776220,"268"
"585",VTA,TERRENO,-34.669243100000003,-58.481331800000000,2540.000000000000000,"1500000",VILLA LUGANO,"8",3395.517980734759931,961.933435241037046,7543356.688407789915800,"167"
"586",VTA,TERRENO,-34.633864799999998,-58.481282200000003,312.000000000000000,"730000",FLORESTA,"10",1123.563953331720086,169.057177860091997,7545541.595262800343335,"587"
"587",VTA,TERRENO,-34.634667000000000,-58.481259999999999,2600.000000000000000,"1300000",FLORESTA,"10",1152.522893454409996,256.443178564524999,7545493.823129029944539,"589"
"588",VTA,TERRENO,-34.563825299999998,-58.481181399999997,455.000000000000000,"590000",VILLA URQUIZA,"12",1258.226682547259998,547.620026306623004,7549869.297562070190907,"319"
"589",VTA,TERRENO,-34.577012099999997,-58.481106199999999,304.000000000000000,"1100000",VILLA URQUIZA,"12",87.527306323506593,668.406894748648028,7549061.473794220015407,"418"
"590",VTA,TERRENO,-34.633710999999998,-58.481059000000002,320.000000000000000,"750000",FLORESTA,"10",1098.843346132410034,148.948050429159991,7545568.091855219565332,"595"
"591",VTA,TERRENO,-34.619851799999999,-58.481046399999997,464.000000000000000,"590000",VILLA SANTA RITA,"11",1595.090602645909939,1389.373678663949931,7546423.678902540355921,"350"
"592",VTA,TERRENO,-34.608256300000001,-58.481000299999998,219.000000000000000,"575000",VILLA DEL PARQUE,"11",2699.689566248010124,1380.131913359329928,7547142.308020319789648,"380"
"593",VTA,TERRENO,-34.618651999999997,-58.480955999999999,256.000000000000000,"249900",VILLA SANTA RITA,"11",1692.728174102059938,1522.410589852870089,7546504.560760799795389,"346"
"594",VTA,TERRENO,-34.563262999999999,-58.480851999999999,137.000000000000000,"280000",VILLA URQUIZA,"12",1327.416662685990104,551.533968349422025,7549929.112957119941711,"320"
"595",VTA,TERRENO,-34.598869200000003,-58.480815800000002,420.000000000000000,"360000",AGRONOMIA,"15",2045.634203340510112,1198.946629127189908,7547735.346671880222857,"220"
"596",VTA,TERRENO,-34.580047600000000,-58.480758700000003,217.000000000000000,"580000",VILLA URQUIZA,"12",250.716079672489002,878.862269136022974,7548900.711018050089478,"279"
"597",VTA,TERRENO,-34.543717700000002,-58.480516299999998,924.000000000000000,"570000",SAAVEDRA,"12",2126.322656512949834,1296.466500399169945,7551160.745326870121062,"195"
"598",VTA,TERRENO,-34.639059000000003,-58.480515400000002,198.000000000000000,"381000",PARQUE AVELLANEDA,"9",1361.200624420599979,742.227509495863956,7545279.768592629581690,"438"
"599",VTA,TERRENO,-34.548999500000001,-58.480475900000002,157.000000000000000,"390000",SAAVEDRA,"12",1817.132742165030095,826.057379298170986,7550837.896869470365345,"217"
"600",VTA,TERRENO,-34.619729900000003,-58.480341099999997,217.000000000000000,"280000",VILLA SANTA RITA,"11",1563.950442406860020,1403.730714527770033,7546484.962807009927928,"344"
"601",VTA,TERRENO,-34.619947099999997,-58.480244399999997,442.000000000000000,"399900",VILLA SANTA RITA,"11",1539.646334420910080,1380.004508762619935,7546478.939901970326900,"354"
"602",VTA,TERRENO,-34.637044000000003,-58.480175000000003,220.000000000000000,"360000",VELEZ SARSFIELD,"10",1194.726318807199959,522.042958897446056,7545429.957708619534969,"515"
"603",VTA,TERRENO,-34.600048999999999,-58.480122999999999,175.000000000000000,"189000",VILLA DEL PARQUE,"11",2154.242669382249915,1238.651429539080027,7547715.398923080414534,"254"
"604",VTA,TERRENO,-34.544554599999998,-58.480119500000001,750.000000000000000,"570000",SAAVEDRA,"12",2040.659947054220083,1233.382564552900021,7551139.367929159663618,"220"
"605",VTA,TERRENO,-34.599946000000003,-58.480074999999999,163.000000000000000,"175000",VILLA DEL PARQUE,"11",2142.078303401090125,1244.423065780400066,7547725.411654739640653,"253"
"606",VTA,TERRENO,-34.652945000000003,-58.480041999999997,465.000000000000000,"160000",PARQUE AVELLANEDA,"9",1996.098713745230043,2283.185944718879909,7544459.705893790349364,"244"
"607",VTA,TERRENO,-34.633117800000001,-58.480024899999997,488.000000000000000,"1300000",FLORESTA,"10",989.116952270203001,114.421228404472004,7545683.492442280054092,"630"
"608",VTA,TERRENO,-34.565171999999997,-58.480004999999998,120.000000000000000,"590000",VILLA URQUIZA,"12",1171.490386764570076,371.836220099143986,7549875.927523000165820,"308"
"609",VTA,TERRENO,-34.575902999999997,-58.479987000000001,470.000000000000000,"775000",VILLA URQUIZA,"12",230.290579972858012,732.501422197713964,7549215.245076839812100,"416"
"610",VTA,TERRENO,-34.633389000000001,-58.479953000000002,152.000000000000000,"575000",FLORESTA,"10",991.379294361763982,141.573700209162013,7545672.250146949663758,"610"
"611",VTA,TERRENO,-34.586728100000002,-58.479952400000002,160.000000000000000,"340000",PARQUE CHAS,"15",802.532602766247010,1516.725968367840096,7548550.084789790213108,"130"
"612",VTA,TERRENO,-34.619830800000003,-58.479931299999997,260.000000000000000,"349000",VILLA SANTA RITA,"11",1531.815566640739917,1394.412164205200042,7546509.980202919803560,"341"
"613",VTA,TERRENO,-34.574719999999999,-58.479919000000002,130.000000000000000,"330000",VILLA URQUIZA,"12",355.847589884447018,704.340122529755945,7549293.413575880229473,"439"
"614",VTA,TERRENO,-34.541575799999997,-58.479861300000003,225.000000000000000,"660000",SAAVEDRA,"12",2238.259272954339849,1222.110467078020065,7551342.885470890440047,"190"
"615",VTA,TERRENO,-34.658506500000001,-58.479833700000000,152.000000000000000,"390000",MATADEROS,"9",2370.531685875820131,2082.596107900219977,7544132.713050089776516,"298"
"616",VTA,TERRENO,-34.613894999999999,-58.479793999999998,245.000000000000000,"750000",VILLA SANTA RITA,"11",2084.581934760580225,1875.699138382999990,7546886.513513170182705,"383"
"617",VTA,TERRENO,-34.544280999999998,-58.479737000000000,718.000000000000000,"500000",SAAVEDRA,"12",2031.447163364249946,1277.590532929780011,7551185.427982579916716,"220"
"618",VTA,TERRENO,-34.599877999999997,-58.479686999999998,104.000000000000000,"149000",VILLA DEL PARQUE,"11",2126.129801866470189,1280.687665206130077,7547759.188555410131812,"251"
"619",VTA,TERRENO,-34.578956499999997,-58.479631200000000,416.000000000000000,"2600000",VILLA URQUIZA,"12",180.611056488824005,888.197767830513044,7549054.001016709953547,"296"
"620",VTA,TERRENO,-34.578061699999999,-58.479591100000000,259.000000000000000,"950000",VILLA URQUIZA,"12",133.765179029032993,843.109428977762946,7549112.260529260151088,"317"
"621",VTA,TERRENO,-34.570869799999997,-58.479571499999999,230.000000000000000,"370000",VILLA URQUIZA,"12",733.023747212208946,277.224805807259997,7549557.450361650437117,"372"
"622",VTA,TERRENO,-34.616379000000002,-58.479469999999999,257.000000000000000,"460000",VILLA SANTA RITA,"11",1827.316678130430091,1762.266347620970009,7546758.020221539773047,"386"
"623",VTA,TERRENO,-34.633332500000002,-58.479428200000001,312.000000000000000,"750000",FLORESTA,"10",943.633123965115033,171.081793547489013,7545715.736096150241792,"630"
"624",VTA,TERRENO,-34.547000599999997,-58.479414499999997,132.000000000000000,"350000",SAAVEDRA,"12",1834.077261559079943,1052.837909883370003,7551042.203327399678528,"240"
"625",VTA,TERRENO,-34.617332300000001,-58.479396899999998,1050.000000000000000,"1300000",VILLA SANTA RITA,"11",1732.638877318730010,1674.415487302359907,7546704.801711110398173,"369"
"626",VTA,TERRENO,-34.544165000000000,-58.479374900000003,200.000000000000000,"980000",SAAVEDRA,"12",2013.598923173190087,1306.202182025130014,7551220.206580810248852,"223"
"627",VTA,TERRENO,-34.556016000000000,-58.479355599999998,3000.000000000000000,"1000000",SAAVEDRA,"12",1558.697707712979991,739.492668522254007,7550490.390861669555306,"269"
"628",VTA,TERRENO,-34.638719000000002,-58.479340000000001,206.000000000000000,"259000",PARQUE AVELLANEDA,"9",1257.404975620049981,717.940844661716028,7545390.321775110438466,"426"
"629",VTA,TERRENO,-34.548291999999996,-58.479337000000001,375.000000000000000,"750000",SAAVEDRA,"12",1757.122781377260026,956.146732547631018,7550968.424812669865787,"228"
"630",VTA,TERRENO,-34.555859099999999,-58.479319799999999,279.000000000000000,"1150000",SAAVEDRA,"12",1555.047442903450019,737.774701090987946,7550502.802672090008855,"266"
"631",VTA,TERRENO,-34.546281000000000,-58.479241999999999,386.000000000000000,"880000",SAAVEDRA,"12",1863.870081641570096,1123.651154987710015,7551099.766592849977314,"247"
"632",VTA,TERRENO,-34.546301399999997,-58.479115899999996,369.000000000000000,"845000",SAAVEDRA,"12",1853.003429108840010,1129.351895495929966,7551108.126206859946251,"246"
"633",VTA,TERRENO,-34.629648500000002,-58.479081600000001,300.000000000000000,"980000",FLORESTA,"10",873.727974444091956,345.040771409467993,7545969.323869000189006,"620"
"634",VTA,TERRENO,-34.638396299999997,-58.479008899999997,206.000000000000000,"269000",PARQUE AVELLANEDA,"9",1210.633242641870083,689.851844477685972,7545435.455838480032980,"434"
"635",VTA,TERRENO,-34.546205200000003,-58.478955800000001,369.000000000000000,"880000",SAAVEDRA,"12",1846.867704192200108,1146.998646102269959,7551126.274498179554939,"252"
"636",VTA,TERRENO,-34.573607099999997,-58.478934899999999,123.000000000000000,"770000",VILLA URQUIZA,"12",502.446080013603023,575.741893323974978,7549437.119887909851968,"387"
"637",VTA,TERRENO,-34.563990199999999,-58.478921700000001,313.000000000000000,"890000",COGHLAN,"12",1334.885959122510030,356.915218464540999,7550031.461880899965763,"301"
"638",VTA,TERRENO,-34.614288999999999,-58.478921000000000,210.000000000000000,"825000",VILLA SANTA RITA,"11",2010.388459334629943,1905.057602548359910,7546928.767693690024316,"388"
"639",VTA,TERRENO,-34.618767699999999,-58.478917199999998,635.000000000000000,"1900000",VILLA SANTA RITA,"11",1574.190795849669939,1520.379888942469961,7546652.848292140290141,"402"
"640",VTA,TERRENO,-34.630572000000001,-58.478890999999997,400.000000000000000,"1200000",FLORESTA,"10",848.450439544884944,271.422302396596024,7545926.905288930051029,"655"
"641",VTA,TERRENO,-34.572545499999997,-58.478711099999998,379.000000000000000,"2000000",VILLA URQUIZA,"12",619.726678413019044,458.673200373592977,7549519.682234269566834,"376"
"642",VTA,TERRENO,-34.599225199999999,-58.478687299999997,1731.000000000000000,"3149000",AGRONOMIA,"15",2030.747872621770057,1382.285367101670090,7547875.674738249741495,"237"
"643",VTA,TERRENO,-34.569168099999999,-58.478557600000002,133.000000000000000,"340000",VILLA URQUIZA,"12",917.835856039282021,92.304420448557394,7549739.761213970370591,"333"
"644",VTA,TERRENO,-34.618329199999998,-58.478491400000003,535.000000000000000,"230000",VILLA SANTA RITA,"11",1595.113500520940079,1546.279979660210074,7546712.350568209774792,"405"
"645",VTA,TERRENO,-34.678448000000003,-58.478389000000000,408.000000000000000,"250000",VILLA LUGANO,"8",4188.837804012970082,195.682534707471007,7543013.530762120150030,"219"
"646",VTA,TERRENO,-34.631720500000000,-58.478355100000002,313.000000000000000,"350000",FLORESTA,"10",807.041043587375043,243.643843804084014,7545896.932727609761059,"650"
"647",VTA,TERRENO,-34.543061600000001,-58.478323400000001,147.000000000000000,"618000",SAAVEDRA,"12",2022.240178955589954,1191.182633253389895,7551368.504498790018260,"290"
"648",VTA,TERRENO,-34.679879000000000,-58.478225000000002,200.000000000000000,"550000",VILLA LUGANO,"8",4331.644805623360298,325.930002631408001,7542937.821828659623861,"222"
"649",VTA,TERRENO,-34.598146200000002,-58.478174600000003,378.000000000000000,"890000",PATERNAL,"15",1905.556225772809967,1453.379175008370112,7547981.319524650461972,"190"
"650",VTA,TERRENO,-34.543602999999997,-58.478159900000001,485.000000000000000,"490000",SAAVEDRA,"12",1970.207680675689971,1217.188302347700073,7551347.565559069626033,"269"
"651",VTA,TERRENO,-34.589525899999998,-58.478141500000000,362.000000000000000,"500000",PARQUE CHAS,"15",985.474914722086965,1868.758430324520077,7548515.580304199829698,"97"
"652",VTA,TERRENO,-34.587260800000003,-58.478086500000003,262.000000000000000,"550000",PARQUE CHAS,"15",754.504609017255007,1654.859644527859928,7548659.501774299889803,"143"
"653",VTA,TERRENO,-34.572844000000003,-58.478064000000003,229.000000000000000,"400000",VILLA URQUIZA,"12",612.524916947215047,498.382084284439998,7549550.614097880199552,"365"
"654",VTA,TERRENO,-34.598039700000001,-58.478041400000002,1353.000000000000000,"2279000",PATERNAL,"15",1888.866253628370032,1468.154202486709892,7547998.044427799992263,"189"
"655",VTA,TERRENO,-34.664457400000003,-58.478039000000003,168.000000000000000,"120000",VILLA LUGANO,"8",2785.526338466339894,1409.239857005029990,7543902.620435399934649,"246"
"656",VTA,TERRENO,-34.618347000000000,-58.478023999999998,986.000000000000000,"329000",VILLA SANTA RITA,"11",1572.011401820429910,1513.882158552140027,7546746.883714330382645,"417"
"657",VTA,TERRENO,-34.541507899999999,-58.478017399999999,260.000000000000000,"850000",SAAVEDRA,"12",2125.756008208470121,1070.618766252330033,7551487.727294039912522,"259"
"658",VTA,TERRENO,-34.598270599999999,-58.477955700000003,200.000000000000000,"280000",AGRONOMIA,"15",1905.449473079580002,1469.559111947759902,7547990.336182779632509,"191"
"659",VTA,TERRENO,-34.542916900000002,-58.477920800000000,293.000000000000000,"650000",SAAVEDRA,"12",2006.918350824149911,1152.137900837379902,7551408.143758050166070,"302"
"660",VTA,TERRENO,-34.563270600000003,-58.477725999999997,149.000000000000000,"620000",COGHLAN,"12",1460.672550533749927,310.389088348728023,7550167.052270069718361,"287"
"661",VTA,TERRENO,-34.587721299999998,-58.477693500000001,200.000000000000000,"540000",PARQUE CHAS,"15",784.781293667002046,1717.330310868090010,7548661.061139039695263,"128"
"662",VTA,TERRENO,-34.587777899999999,-58.477669700000000,0.000000000000000,"500000",PARQUE CHAS,"15",789.657445283041056,1723.790898424229908,7548659.384374899789691,"127"
"663",VTA,TERRENO,-34.640673499999998,-58.477656600000003,368.000000000000000,"248000",PARQUE AVELLANEDA,"9",1327.677734213400072,967.129996438383955,7545398.115298460237682,"383"
"664",VTA,TERRENO,-34.588249200000000,-58.477500900000003,400.000000000000000,"660000",PARQUE CHAS,"15",832.179743067179970,1776.199840574309974,7548643.182028040289879,"123"
"665",VTA,TERRENO,-34.587897599999998,-58.477481400000002,360.000000000000000,"900000",PARQUE CHAS,"15",795.235191998513983,1744.322752346200105,7548666.358327980153263,"127"
"666",VTA,TERRENO,-34.561621600000002,-58.477459699999997,400.000000000000000,"650000",COGHLAN,"12",1534.849488685559891,447.779911504636004,7550289.107476199977100,"282"
"667",VTA,TERRENO,-34.553353999999999,-58.477418999999998,756.000000000000000,"1870000",SAAVEDRA,"12",1403.563254337339913,888.745914131371023,7550802.356327470391989,"275"
"668",VTA,TERRENO,-34.547855700000000,-58.477234600000003,344.000000000000000,"460000",SAAVEDRA,"12",1614.090822235469886,1135.589064971839889,7551155.709224999882281,"268"
"669",VTA,TERRENO,-34.605409600000002,-58.477159800000003,378.000000000000000,"700000",VILLA DEL PARQUE,"11",2568.437949166100225,1567.157826668370035,7547610.680956509895623,"299"
"670",VTA,TERRENO,-34.639432900000003,-58.477156999999998,371.000000000000000,"600000",PARQUE AVELLANEDA,"9",1188.321629969090054,854.504771196738034,7545512.689557179808617,"416"
"671",VTA,TERRENO,-34.639474499999999,-58.477135400000002,372.000000000000000,"580000",PARQUE AVELLANEDA,"9",1190.939645870650111,859.526503219785013,7545511.770803459919989,"413"
"672",VTA,TERRENO,-34.634263400000002,-58.477113000000003,294.000000000000000,"410000",FLORESTA,"10",790.716619413312969,404.828820316164013,7545834.804752759635448,"588"
"673",VTA,TERRENO,-34.638065699999999,-58.477031799999999,171.000000000000000,"249000",FLORESTA,"10",1061.036269771180059,723.665853997492036,7545606.535077350214124,"447"
"674",VTA,TERRENO,-34.614575899999998,-58.477020300000000,95.000000000000000,"195000",VILLA SANTA RITA,"11",1913.217783300890005,1776.916298369159904,7547055.972351649776101,"406"
"675",VTA,TERRENO,-34.656039300000003,-58.476994500000004,156.000000000000000,"350000",PARQUE AVELLANEDA,"9",1992.933107950929980,2339.686869963560184,7544501.187076220288873,"327"
"676",VTA,TERRENO,-34.585482200000001,-58.476955699999998,194.000000000000000,"660000",PARQUE CHAS,"15",531.587354600771050,1557.120676304100016,7548855.446373869664967,"169"
"677",VTA,TERRENO,-34.540514799999997,-58.476931700000002,207.000000000000000,"1200000",SAAVEDRA,"12",2144.829899574720002,929.353331545915012,7551631.830676339566708,"268"
"678",VTA,TERRENO,-34.615189999999998,-58.476908999999999,226.000000000000000,"432000",VILLA SANTA RITA,"11",1845.944618752140059,1715.001724910179973,7547026.583300819620490,"400"
"679",VTA,TERRENO,-34.540044299999998,-58.476853900000002,205.000000000000000,"1050000",SAAVEDRA,"12",2181.552481039519989,899.195827369764970,7551666.801459250040352,"251"
"680",VTA,TERRENO,-34.636403899999998,-58.476752699999999,351.000000000000000,"1200000",FLORESTA,"10",908.172524600828979,586.268444972906991,7545730.277843619696796,"479"
"681",VTA,TERRENO,-34.553550600000001,-58.476675700000001,300.000000000000000,"690000",SAAVEDRA,"12",1332.553704021690010,955.137382828532964,7550846.917424379847944,"280"
"682",VTA,TERRENO,-34.549590999999999,-58.476648699999998,268.000000000000000,"545000",SAAVEDRA,"12",1471.738378030870081,1077.478134903710043,7551093.314634759910405,"290"
"683",VTA,TERRENO,-34.540414599999998,-58.476639300000002,4000.000000000000000,"2200000",SAAVEDRA,"12",2136.994095426889999,900.464850439023053,7551660.318451999686658,"269"
"684",VTA,TERRENO,-34.539906100000003,-58.476560900000003,205.000000000000000,"1200000",SAAVEDRA,"12",2177.548927575100151,868.311984775357018,7551697.680239849723876,"245"
"685",VTA,TERRENO,-34.552104900000003,-58.476528199999997,136.000000000000000,"370000",SAAVEDRA,"12",1356.654265937299897,991.274716178421045,7550947.377425559796393,"275"
"686",VTA,TERRENO,-34.554532500000001,-58.476515300000003,381.000000000000000,"600000",SAAVEDRA,"12",1303.299385264069997,969.428451910908962,7550798.561736750416458,"292"
"687",VTA,TERRENO,-34.639323300000001,-58.476434099999999,249.000000000000000,"599000",PARQUE AVELLANEDA,"9",1140.936294256470092,872.394991361328039,7545574.546085500158370,"442"
"688",VTA,TERRENO,-34.611246399999999,-58.476334500000000,280.000000000000000,"270000",VILLA GRAL. MITRE,"11",2244.452568654539846,1920.544617961060112,7547313.601219600066543,"363"
"689",VTA,TERRENO,-34.540590399999999,-58.476275700000002,400.000000000000000,"2200000",SAAVEDRA,"12",2101.185210761930193,881.157000618556026,7551677.204297260381281,"283"
"690",VTA,TERRENO,-34.579076800000003,-58.476263699999997,87.000000000000000,"330000",VILLA ORTUZAR,"15",304.147846063737973,1167.270959650760005,7549303.371937819756567,"322"
"691",VTA,TERRENO,-34.604710500000003,-58.476241100000003,248.000000000000000,"190000",VILLA DEL PARQUE,"11",2464.588189687759950,1628.713632399169910,7547723.842324390076101,"322"
"692",VTA,TERRENO,-34.638900200000002,-58.476103600000002,372.000000000000000,"530000",PARQUE AVELLANEDA,"9",1085.068695700879971,846.529906852098975,7545625.825251610018313,"432"
"693",VTA,TERRENO,-34.638909599999998,-58.476073200000002,280.000000000000000,"550000",PARQUE AVELLANEDA,"9",1084.423466794499973,848.868981429817950,7545627.562683690339327,"430"
"694",VTA,TERRENO,-34.607008299999997,-58.476044000000002,98.000000000000000,"145000",VILLA DEL PARQUE,"11",2693.801835357220170,1721.688883316330021,7547597.142795049585402,"300"
"695",VTA,TERRENO,-34.638929500000003,-58.475986499999998,371.000000000000000,"600000",PARQUE AVELLANEDA,"9",1081.979959664640091,854.909829396783948,7545632.943782920017838,"432"
"696",VTA,TERRENO,-34.634234999999997,-58.475948000000002,435.000000000000000,"360000",FLORESTA,"10",698.399924119457978,498.000573366161007,7545925.354359819553792,"573"
"697",VTA,TERRENO,-34.634242999999998,-58.475943999999998,205.000000000000000,"360000",FLORESTA,"10",698.594069836349036,498.702422024972975,7545925.165933449752629,"572"
"698",VTA,TERRENO,-34.582632799999999,-58.475848499999998,160.000000000000000,"900000",PARQUE CHAS,"15",212.903080345024989,1408.002665100739932,7549115.654262790456414,"279"
"699",VTA,TERRENO,-34.591384400000003,-58.475836899999997,152.000000000000000,"480000",PARQUE CHAS,"15",1133.862777077750025,1965.153149803960105,7548576.658351739868522,"86"
"700",VTA,TERRENO,-34.549969599999997,-58.475774000000001,216.000000000000000,"700000",SAAVEDRA,"12",1381.135217179360097,1131.757723928629957,7551136.668010089546442,"314"
"701",VTA,TERRENO,-34.586430000000000,-58.475698100000002,228.000000000000000,"420000",PARQUE CHAS,"15",590.106915887678042,1711.919169269870054,7548892.870633379556239,"202"
"702",VTA,TERRENO,-34.588056000000002,-58.475696999999997,190.000000000000000,"370000",PARQUE CHAS,"15",766.865134597569977,1852.660929133729951,7548792.647702280431986,"165"
"703",VTA,TERRENO,-34.642401000000000,-58.475681999999999,252.000000000000000,"235000",PARQUE AVELLANEDA,"9",1290.299995562889990,1210.394223383879989,7545442.096849200315773,"320"
"704",VTA,TERRENO,-34.639519999999997,-58.475675000000003,227.000000000000000,"400000",PARQUE AVELLANEDA,"9",1123.407513288929977,925.699959873207945,7545620.274726579897106,"421"
"705",VTA,TERRENO,-34.563755000000000,-58.475666099999998,216.000000000000000,"330000",COGHLAN,"12",1515.634397499630040,169.555061721896010,7550294.262828459963202,"328"
"706",VTA,TERRENO,-34.558501999999997,-58.475659999999998,164.000000000000000,"930000",COGHLAN,"12",1259.568156932760076,750.304748113009055,7550618.855145250447094,"290"
"707",VTA,TERRENO,-34.588132799999997,-58.475646800000000,204.000000000000000,"410000",PARQUE CHAS,"15",774.475506268678032,1862.238062159379979,7548791.737736989744008,"161"
"708",VTA,TERRENO,-34.634689799999997,-58.475630000000002,2095.000000000000000,"580000",FLORESTA,"10",704.921243841289993,546.486272868400988,7545921.547945390455425,"561"
"709",VTA,TERRENO,-34.632112999999997,-58.475448999999998,205.000000000000000,"650000",FLORESTA,"10",555.056163275290032,499.879023810945000,7546094.241921849548817,"618"
"710",VTA,TERRENO,-34.576889000000001,-58.475437200000002,403.000000000000000,"500000",VILLA URQUIZA,"12",495.950894205712018,994.763856647231023,7549501.372009020298719,"315"
"711",VTA,TERRENO,-34.660894599999999,-58.475365500000002,118.000000000000000,"115000",VILLA LUGANO,"8",2320.543391821749992,1807.059394607789955,7544325.993809999898076,"340"
"712",VTA,TERRENO,-34.636054000000001,-58.475344999999997,179.000000000000000,"290000",FLORESTA,"10",790.893333849141982,652.034423681943963,7545859.149150880053639,"517"
"713",VTA,TERRENO,-34.554456399999999,-58.475271200000002,110.000000000000000,"270000",SAAVEDRA,"12",1190.578749114260063,1083.108004920790108,7550898.145676409825683,"317"
"714",VTA,TERRENO,-34.636794299999998,-58.475249900000001,175.000000000000000,"260000",FLORESTA,"10",848.900138074679035,712.643781739124961,7545820.748322470113635,"451"
"715",VTA,TERRENO,-34.558637400000002,-58.475230400000001,188.000000000000000,"2000000",COGHLAN,"12",1225.439151244170034,734.819633114174962,7550643.264972469769418,"294"
"716",VTA,TERRENO,-34.600691500000003,-58.475203600000000,164.000000000000000,"320000",PATERNAL,"15",2016.911474836759908,1682.884244192279994,7548050.838337060064077,"271"
"717",VTA,TERRENO,-34.561034599999999,-58.475187400000003,261.000000000000000,"420000",COGHLAN,"12",1319.025031579290044,469.045288319103975,7550498.627140469849110,"293"
"718",VTA,TERRENO,-34.554598100000000,-58.475172800000003,6409.000000000000000,"220000",COGHLAN,"12",1179.956418742649930,1092.855628153319913,7550896.906779600307345,"318"
"719",VTA,TERRENO,-34.554628600000001,-58.475161300000003,511.000000000000000,"250000",COGHLAN,"12",1178.578372368019927,1094.094620245409942,7550895.901822379790246,"315"
"720",VTA,TERRENO,-34.541961800000003,-58.475057200000002,300.000000000000000,"600000",SAAVEDRA,"12",1912.394523726019997,883.277398109356000,7551685.515299390070140,"365"
"721",VTA,TERRENO,-34.607927099999998,-58.475052099999999,181.000000000000000,"225000",VILLA GRAL. MITRE,"11",2573.848965708300057,1844.514902529140045,7547616.092829169705510,"298"
"722",VTA,TERRENO,-34.636751799999999,-58.474919399999997,167.000000000000000,"269000",FLORESTA,"10",827.058638598310949,731.799654655796985,7545848.559630240313709,"444"
"723",VTA,TERRENO,-34.643508500000003,-58.474904600000002,440.000000000000000,"350000",PARQUE AVELLANEDA,"9",1215.247498846639928,1351.516541571070093,7545433.058905820362270,"252"
"724",VTA,TERRENO,-34.630681600000003,-58.474827300000001,230.000000000000000,"225000",FLORESTA,"10",475.699212179997005,586.934936669227000,7546229.898637969978154,"832"
"725",VTA,TERRENO,-34.587190100000001,-58.474677100000001,228.000000000000000,"500000",PARQUE CHAS,"15",660.295330589435025,1836.971426191139926,7548923.831854269839823,"187"
"726",VTA,TERRENO,-34.641800699999997,-58.474649200000002,259.000000000000000,"225000",PARQUE AVELLANEDA,"9",1203.387316593260039,1191.970090956720014,7545557.827947099693120,"328"
"727",VTA,TERRENO,-34.584008699999998,-58.474584600000000,209.000000000000000,"550000",PARQUE CHAS,"15",307.779159657933974,1594.550775758689952,7549127.148283479735255,"266"
"728",VTA,TERRENO,-34.630739400000003,-58.474564800000003,307.000000000000000,"650000",FLORESTA,"10",451.634569942416022,607.841280141860011,7546246.342921289615333,"859"
"729",VTA,TERRENO,-34.556874999999998,-58.474528300000003,503.000000000000000,"690000",COGHLAN,"12",1123.456325021129942,933.287533216366000,7550805.562602110207081,"291"
"730",VTA,TERRENO,-34.635662000000004,-58.474494999999997,430.000000000000000,"590000",FLORESTA,"10",707.349720937499001,690.577513103463048,7545948.108576220460236,"539"
"731",VTA,TERRENO,-34.609248200000003,-58.474480900000003,214.000000000000000,"250000",VILLA GRAL. MITRE,"11",2418.731867778709784,1953.774955531509931,7547578.155897780321538,"277"
"732",VTA,TERRENO,-34.575211400000001,-58.474465700000003,661.000000000000000,"850000",VILLA URQUIZA,"12",665.774172661543957,860.517867346036041,7549678.956360920332372,"284"
"733",VTA,TERRENO,-34.631813700000002,-58.474450900000001,674.000000000000000,"3100000",FLORESTA,"10",457.934585646736991,593.831104047786994,7546188.776338630355895,"814"
"734",VTA,TERRENO,-34.563666300000001,-58.474398700000002,410.000000000000000,"850000",COGHLAN,"12",1417.525177036460036,197.181702992351006,7550396.393462729640305,"340"
"735",VTA,TERRENO,-34.635005000000000,-58.474367000000001,218.000000000000000,"399000",FLORESTA,"10",644.376278182292026,665.561771060679007,7545998.378315430134535,"560"
"736",VTA,TERRENO,-34.581289400000003,-58.474357699999999,1200.000000000000000,"950000",PARQUE CHAS,"15",11.628730064278800,1436.141117936449973,7549312.210448170080781,"310"
"737",VTA,TERRENO,-34.544541400000000,-58.474324500000002,369.000000000000000,"850000",SAAVEDRA,"12",1648.809265497420029,1060.804372722059952,7551582.207656290382147,"408"
"738",VTA,TERRENO,-34.618335999999999,-58.474288199999997,1100.000000000000000,"650000",VILLA SANTA RITA,"11",1437.053655126419926,1291.262091216960016,7547032.347390980459750,"445"
"739",VTA,TERRENO,-34.616371899999997,-58.474280100000001,254.000000000000000,"550000",VILLA SANTA RITA,"11",1646.209406395189944,1474.340618689690018,7547154.098992389626801,"408"
