POLY_ID,OPERACION,TIPO,LATITUD,LONGITUD,M2TOTAL,PRECIOUSD,BARRIO,COMUNA,Distance,Distancia_tren,Distancia_obelisco,NUMPOINTS,Distancia_obelisco(correcta)
"452",VTA,TERRENO,-34.552948399999998,-58.488768200000003,123.000000000000000,"300000",SAAVEDRA,"12",2380.750781646369887,200.164296474808992,7549961.737424770370126,"266",11323.276743924299808
"453",VTA,TERRENO,-34.570884000000000,-58.488693599999998,386.000000000000000,"1070000",VILLA URQUIZA,"12",435.954893096061028,431.828823822879997,7548860.893691590055823,"487",10473.251214575999256
"454",VTA,TERRENO,-34.605793400000003,-58.488693599999998,71.000000000000000,"350000",VILLA DEL PARQUE,"11",3028.459230223149916,661.607776144961008,7546707.655647169798613,"310",9828.087064656399889
"455",VTA,TERRENO,-34.570884700000001,-58.488693200000000,444.000000000000000,"1000000",VILLA URQUIZA,"12",435.869188041759003,431.745797710293004,7548860.881014459766448,"487",10473.189886868200119
"456",VTA,TERRENO,-34.551048999999999,-58.488660299999999,159.000000000000000,"230000",SAAVEDRA,"12",2465.407925102520039,366.138848651026990,7550087.160822080448270,"231",11420.745118522399935
"457",VTA,TERRENO,-34.624681699999996,-58.488584400000001,212.169999999999987,"360000",FLORESTA,"10",1861.384474321290099,1107.304456344739947,7545551.206665510311723,"310",10090.232041646799189
"458",VTA,TERRENO,-34.550998300000003,-58.488563399999997,212.000000000000000,"360000",SAAVEDRA,"12",2457.880234613499852,367.879161159022999,7550097.680277099832892,"232",11415.970054831999732
"459",VTA,TERRENO,-34.639625000000002,-58.488542500000001,500.000000000000000,"239000",VELEZ SARSFIELD,"10",1995.697142387590020,1067.204283875189958,7544633.034824809990823,"330",10594.596548002200507
"460",VTA,TERRENO,-34.602417000000003,-58.488517799999997,247.000000000000000,"598000",VILLA DEL PARQUE,"11",2688.817443767959958,474.339663498616005,7546929.290086139924824,"273",9809.753842091720799
"461",VTA,TERRENO,-34.549677199999998,-58.488476200000001,134.000000000000000,"239000",SAAVEDRA,"12",2485.019257001600181,504.641353713908984,7550185.844991659745574,"243",11484.712130699299450
"462",VTA,TERRENO,-34.621617899999997,-58.488390199999998,1231.000000000000000,"1800000",FLORESTA,"10",1993.284862417900058,1377.325105984069978,7545754.932010980322957,"269",9999.399378242229432
"463",VTA,TERRENO,-34.585032200000001,-58.488378900000001,221.000000000000000,"560000",PARQUE CHAS,"15",1049.196210867909940,1145.920513205820043,7548012.141532639972866,"169",10009.969176054199124
"464",VTA,TERRENO,-34.605356999999998,-58.488310400000003,382.000000000000000,"700000",VILLA DEL PARQUE,"11",2969.563367224190188,651.911843110454015,7546763.785646869800985,"281",9791.856602727859354
"465",VTA,TERRENO,-34.626280700000002,-58.488215699999998,260.000000000000000,"270000",FLORESTA,"10",1772.766648838060064,953.009536624374050,7545480.716980960220098,"345",10100.101754060600797
"466",VTA,TERRENO,-34.598989899999999,-58.488202600000001,227.000000000000000,"750000",VILLA DEL PARQUE,"11",2348.173896756889917,555.564620014530988,7547164.687146909534931,"241",9793.249639801069861
"467",VTA,TERRENO,-34.610160499999999,-58.488188899999997,1645.000000000000000,"2100000",VILLA DEL PARQUE,"11",2844.120560730899797,1091.375792962840023,7546476.814008000306785,"317",9805.923373378889664
